,Unnamed: 0,tweet,language,hastags,attherate,urls,tokenized_Tweet,filteredToken,clean_tweet
833,833,"""Peak of India’s Covid-19 second wave in sight, but end may still be far away""   https://t.co/eIY8xmTHJr",en,[],[],['https://t.co/eIY8xmTHJr'],"['Peak', 'of', 'India', '’', 's', 'Covid-19', 'second', 'wave', 'in', 'sight', 'but', 'end', 'may', 'still', 'be', 'far', 'away', 'https', 't.co/eIY8xmTHJr']","['may', 't.co/eIY8xmTHJr', 'wave', 'far', 'sight', 'away', 'Covid-19', 'end', 'second', 'still', 'https', 'India', '’', 'Peak']",Peak of India’s Covid19 second wave in sight but end may still be far away 
834,834,"Credit goes to @ImranKhanPTI #healthworkers @OfficialNcoc #ARMY for imposing Covid 19 SOPS/strict lockdown/international standard vaccination drive, that helped in controlling the epidemic. PML-N/PPP would have spent time making billions from the crisis, while public suffered. 🙏",en,"['#healthworkers', '#ARMY']","['@ImranKhanPTI', '@OfficialNcoc']",[],"['Credit', 'goes', 'to', 'ImranKhanPTI', 'healthworkers', 'OfficialNcoc', 'ARMY', 'for', 'imposing', 'Covid', '19', 'SOPS/strict', 'lockdown/international', 'standard', 'vaccination', 'drive', 'that', 'helped', 'in', 'controlling', 'the', 'epidemic', 'PML-N/PPP', 'would', 'have', 'spent', 'time', 'making', 'billions', 'from', 'the', 'crisis', 'while', 'public', 'suffered', '🙏']","['suffered', 'Credit', 'vaccination', 'ARMY', '19', 'crisis', 'ImranKhanPTI', 'drive', 'SOPS/strict', 'spent', 'time', 'imposing', 'would', 'Covid', 'standard', 'helped', 'controlling', 'public', 'making', 'PML-N/PPP', '🙏', 'goes', 'healthworkers', 'OfficialNcoc', 'billions', 'lockdown/international', 'epidemic']",Credit goes to for imposing Covid 19 SOPS/strict lockdown/international standard vaccination drive that helped in controlling the epidemic PMLN/PPP would have spent time making billions from the crisis while public suffered 🙏
835,835,"@FarooqHKhan Credit goes to @ImranKhanPTI #healthworkers @OfficialNcoc #ARMY for imposing Covid 19 SOPS/strict lockdown/international standard vaccination drive, that helped in controlling the epidemic. PML-N/PPP would have spent time making billions from the crisis, while public suffered. 🙏",en,"['#healthworkers', '#ARMY']","['@FarooqHKhan', '@ImranKhanPTI', '@OfficialNcoc']",[],"['FarooqHKhan', 'Credit', 'goes', 'to', 'ImranKhanPTI', 'healthworkers', 'OfficialNcoc', 'ARMY', 'for', 'imposing', 'Covid', '19', 'SOPS/strict', 'lockdown/international', 'standard', 'vaccination', 'drive', 'that', 'helped', 'in', 'controlling', 'the', 'epidemic', 'PML-N/PPP', 'would', 'have', 'spent', 'time', 'making', 'billions', 'from', 'the', 'crisis', 'while', 'public', 'suffered', '🙏']","['suffered', 'Credit', 'vaccination', 'ARMY', '19', 'crisis', 'ImranKhanPTI', 'drive', 'SOPS/strict', 'spent', 'time', 'imposing', 'would', 'Covid', 'standard', 'helped', 'controlling', 'public', 'making', 'FarooqHKhan', 'PML-N/PPP', '🙏', 'goes', 'healthworkers', 'OfficialNcoc', 'billions', 'lockdown/international', 'epidemic']", Credit goes to for imposing Covid 19 SOPS/strict lockdown/international standard vaccination drive that helped in controlling the epidemic PMLN/PPP would have spent time making billions from the crisis while public suffered 🙏
836,836,"#EidMubarak  &amp; #JummahMubarak to Everyone ❤️ pray for peace in the world ❤️🙏🏼  On This #EidAlFitr May Allah Shower our Mercy Upon You, Your Family &amp; Specially On Those Who are Fighting Against Covid-19 or War Conflict 🙏🏼  #EidMubarakToAll  💛💛💛  https://t.co/itCgrAf7VD",en,"['#EidMubarak', '#JummahMubarak', '#EidAlFitr', '#EidMubarakToAll']",[],['https://t.co/itCgrAf7VD'],"['EidMubarak', 'amp', 'JummahMubarak', 'to', 'Everyone', '❤️', 'pray', 'for', 'peace', 'in', 'the', 'world', '❤️🙏🏼', 'On', 'This', 'EidAlFitr', 'May', 'Allah', 'Shower', 'our', 'Mercy', 'Upon', 'You', 'Your', 'Family', 'amp', 'Specially', 'On', 'Those', 'Who', 'are', 'Fighting', 'Against', 'Covid-19', 'or', 'War', 'Conflict', '🙏🏼', 'EidMubarakToAll', '💛💛💛', 'https', 't.co/itCgrAf7VD']","['amp', 'EidAlFitr', 'world', '❤️🙏🏼', 'Who', 'EidMubarakToAll', 'JummahMubarak', 'pray', 'Mercy', 'https', 'Specially', '💛💛💛', 'You', 'May', 'Against', 'Upon', 't.co/itCgrAf7VD', 'Everyone', 'War', 'Conflict', 'EidMubarak', 'Family', 'This', '❤️', '🙏🏼', 'peace', 'On', 'Your', 'Those', 'Covid-19', 'Fighting', 'Shower', 'Allah']", amp to Everyone ❤️ pray for peace in the world ❤️🙏🏼 On This May Allah Shower our Mercy Upon You Your Family amp Specially On Those Who are Fighting Against Covid19 or War Conflict 🙏🏼 💛💛💛 
837,837,@dhanicares it just shit if u be  in relationship with this #beggars company.. which has no customer support. These thieves f**ks from back. Never apply for any of their service.. else money will start deducting from #bank. Through #ecs. #COVID19 #dhani #dhoni,en,"['#beggars', '#bank.', '#ecs.', '#COVID19', '#dhani', '#dhoni']",['@dhanicares'],[],"['dhanicares', 'it', 'just', 'shit', 'if', 'u', 'be', 'in', 'relationship', 'with', 'this', 'beggars', 'company', 'which', 'has', 'no', 'customer', 'support', 'These', 'thieves', 'f', 'ks', 'from', 'back', 'Never', 'apply', 'for', 'any', 'of', 'their', 'service', 'else', 'money', 'will', 'start', 'deducting', 'from', 'bank', 'Through', 'ecs', 'COVID19', 'dhani', 'dhoni']","['bank', 'start', 'dhanicares', 'else', 'ks', 'beggars', 'company', 'relationship', 'support', 'Never', 'ecs', 'deducting', 'service', 'f', 'dhoni', 'dhani', 'apply', 'shit', 'back', 'COVID19', 'customer', 'money', 'thieves', 'These', 'Through', 'u']", it just shit if u be in relationship with this company which has no customer support These thieves f**ks from back Never apply for any of their service else money will start deducting from Through 
838,838,"Modi's Gamble, and How Many Lives It Will Cost Modi did not want only to prevent a second wave; he wanted all the credit for stopping COVID-19 in its tracks to go to him and him alone.  https://t.co/qd6BvrYLsM",en,[],[],['https://t.co/qd6BvrYLsM'],"['Modi', ""'s"", 'Gamble', 'and', 'How', 'Many', 'Lives', 'It', 'Will', 'Cost', 'Modi', 'did', 'not', 'want', 'only', 'to', 'prevent', 'a', 'second', 'wave', 'he', 'wanted', 'all', 'the', 'credit', 'for', 'stopping', 'COVID-19', 'in', 'its', 'tracks', 'to', 'go', 'to', 'him', 'and', 'him', 'alone', 'https', 't.co/qd6BvrYLsM']","['Will', 'want', 'Modi', 'wave', 'wanted', 'second', 'Cost', 'alone', 'https', 'Many', 'tracks', 'prevent', 'COVID-19', 'It', 'go', 't.co/qd6BvrYLsM', 'How', ""'s"", 'Gamble', 'credit', 'stopping', 'Lives']",Modis Gamble and How Many Lives It Will Cost Modi did not want only to prevent a second wave he wanted all the credit for stopping COVID19 in its tracks to go to him and him alone 
839,839,Please share it more. 🙏🏻Tag me for #COVID19 help Or any other assistance . Our team will definitely try to support the needy.     24*7  https://t.co/dTL2EMHYz7,en,['#COVID19'],[],['https://t.co/dTL2EMHYz7'],"['Please', 'share', 'it', 'more', '🙏🏻Tag', 'me', 'for', 'COVID19', 'help', 'Or', 'any', 'other', 'assistance', 'Our', 'team', 'will', 'definitely', 'try', 'to', 'support', 'the', 'needy', '24', '7', 'https', 't.co/dTL2EMHYz7']","['needy', '🙏🏻Tag', 'help', '7', 'share', 'support', 'Our', 'team', 'COVID19', 'https', 't.co/dTL2EMHYz7', 'assistance', 'definitely', 'Or', 'Please', '24', 'try']",Please share it more 🙏🏻Tag me for help Or any other assistance  Our team will definitely try to support the needy 24*7 
840,840,"I'm at COVID-19 Vaccine Center in Dammam, Ash Sharqiyah w/ @zainabnasr  https://t.co/r3pMFUs77N",en,[],['@zainabnasr'],['https://t.co/r3pMFUs77N'],"['I', ""'m"", 'at', 'COVID-19', 'Vaccine', 'Center', 'in', 'Dammam', 'Ash', 'Sharqiyah', 'w', 'zainabnasr', 'https', 't.co/r3pMFUs77N']","['Sharqiyah', 'w', 'Ash', 'zainabnasr', ""'m"", 'Dammam', 'https', 'Vaccine', 'COVID-19', 'I', 'Center', 't.co/r3pMFUs77N']",Im at COVID19 Vaccine Center in Dammam Ash Sharqiyah w/ 
841,841,"⚠️🎙 Xinjiang. During an important meeting with 🇨🇳Chinese Vice Minister of Foreign Affairs, Xie Feng, 🇪🇨Ecuadorian Ambassador Carlos Larrea acknowledged #China's political commitment to further increase cooperation for the supply of vaccines💉against #Covid19  https://t.co/k7EK6rahMJ",en,"[""#China's"", '#Covid19']",[],['https://t.co/k7EK6rahMJ'],"['⚠️🎙', 'Xinjiang', 'During', 'an', 'important', 'meeting', 'with', '🇨🇳Chinese', 'Vice', 'Minister', 'of', 'Foreign', 'Affairs', 'Xie', 'Feng', '🇪🇨Ecuadorian', 'Ambassador', 'Carlos', 'Larrea', 'acknowledged', 'China', ""'s"", 'political', 'commitment', 'to', 'further', 'increase', 'cooperation', 'for', 'the', 'supply', 'of', 'vaccines💉against', 'Covid19', 'https', 't.co/k7EK6rahMJ']","['Feng', 'Xinjiang', 'Covid19', 'https', 'During', 'Larrea', 'vaccines💉against', 'political', 'supply', 'Vice', 't.co/k7EK6rahMJ', 'Foreign', '🇨🇳Chinese', 'China', '🇪🇨Ecuadorian', 'Minister', 'important', ""'s"", 'Xie', 'meeting', 'Affairs', 'cooperation', 'commitment', 'Ambassador', '⚠️🎙', 'increase', 'Carlos', 'acknowledged']",⚠️🎙 Xinjiang During an important meeting with 🇨🇳Chinese Vice Minister of Foreign Affairs Xie Feng 🇪🇨Ecuadorian Ambassador Carlos Larrea acknowledged political commitment to further increase cooperation for the supply of vaccines💉against 
842,842,".@TSIICLtd contributed Rs. 1.19 Cr towards activities for mitigation of #COVID19 in Telangana. A cheque for the amount was handed over by @tsiic_vcmd EV Narasimha Reddy to Rahul Bojja, Commissioner, State Disaster Management Authority, in the presence of Minister @KTRTRS  https://t.co/M0C37I1ztD",en,['#COVID19'],"['@tsiic_vcmd', '@KTRTRS']",['https://t.co/M0C37I1ztD'],"['TSIICLtd', 'contributed', 'Rs', '1.19', 'Cr', 'towards', 'activities', 'for', 'mitigation', 'of', 'COVID19', 'in', 'Telangana', 'A', 'cheque', 'for', 'the', 'amount', 'was', 'handed', 'over', 'by', 'tsiic_vcmd', 'EV', 'Narasimha', 'Reddy', 'to', 'Rahul', 'Bojja', 'Commissioner', 'State', 'Disaster', 'Management', 'Authority', 'in', 'the', 'presence', 'of', 'Minister', 'KTRTRS', 'https', 't.co/M0C37I1ztD']","['Cr', 'activities', 'tsiic_vcmd', 'handed', 'https', 'Narasimha', 'Management', 'presence', 'amount', 'mitigation', 'towards', '1.19', 'EV', 'Commissioner', 'State', 'Authority', 'Telangana', 'Minister', 'KTRTRS', 'Disaster', 'Bojja', 'contributed', 'Reddy', 'TSIICLtd', 'Rs', 'COVID19', 'A', 'Rahul', 'cheque', 't.co/M0C37I1ztD']", contributed Rs 119 Cr towards activities for mitigation of in Telangana A cheque for the amount was handed over by EV Narasimha Reddy to Rahul Bojja Commissioner State Disaster Management Authority in the presence of Minister 
843,843,"29 deaths &amp; 4,305 new #COVID19 cases recorded in #Telangana today. Total no of cases mounts to 5,20,709 of which 54,832 are active. 6,361 discharged  &amp; 57,416 samples tested  #telangananews  #TelanganaFightsCorona  #telangana  #coronaviruspandemic  #coronavirus  https://t.co/d9vPVyYrXX",en,"['#COVID19', '#Telangana', '#telangananews', '#TelanganaFightsCorona', '#telangana', '#coronaviruspandemic', '#coronavirus']",[],['https://t.co/d9vPVyYrXX'],"['29', 'deaths', 'amp', '4,305', 'new', 'COVID19', 'cases', 'recorded', 'in', 'Telangana', 'today', 'Total', 'no', 'of', 'cases', 'mounts', 'to', '5,20,709', 'of', 'which', '54,832', 'are', 'active', '6,361', 'discharged', 'amp', '57,416', 'samples', 'tested', 'telangananews', 'TelanganaFightsCorona', 'telangana', 'coronaviruspandemic', 'coronavirus', 'https', 't.co/d9vPVyYrXX']","['telangananews', 'amp', 't.co/d9vPVyYrXX', 'cases', 'today', 'TelanganaFightsCorona', 'https', 'deaths', '29', 'discharged', 'tested', 'coronavirus', '5,20,709', 'recorded', '4,305', 'Telangana', 'mounts', 'new', 'active', '57,416', '6,361', '54,832', 'COVID19', 'telangana', 'samples', 'coronaviruspandemic', 'Total']",29 deaths amp 4305 new cases recorded in today Total no of cases mounts to 520709 of which 54832 are active 6361 discharged amp 57416 samples tested 
844,844,@janenilly @AnAnnOrWhatever @aliffpadzi Does the hospital print out the death certificate with “ Reason of death : COVID-19 “ in a day?,en,[],"['@janenilly', '@AnAnnOrWhatever', '@aliffpadzi']",[],"['janenilly', 'AnAnnOrWhatever', 'aliffpadzi', 'Does', 'the', 'hospital', 'print', 'out', 'the', 'death', 'certificate', 'with', '“', 'Reason', 'of', 'death', 'COVID-19', '“', 'in', 'a', 'day']","['death', 'day', 'certificate', 'janenilly', '“', 'AnAnnOrWhatever', 'aliffpadzi', 'Reason', 'hospital', 'print', 'COVID-19', 'Does']", Does the hospital print out the death certificate with “ Reason of death : COVID19 “ in a day
845,845,It really feels like 2020 is on repeat mode and does not like to leave India on recovery mode...  😠😡😢😥😭😭😭  Covid-19 Cyclone storms Business shut  Lockdown People unemployed and frustrated Exams postponed  What next ????  Can we end 2021 please ????,en,[],[],[],"['It', 'really', 'feels', 'like', '2020', 'is', 'on', 'repeat', 'mode', 'and', 'does', 'not', 'like', 'to', 'leave', 'India', 'on', 'recovery', 'mode', '😠😡😢😥😭😭😭', 'Covid-19', 'Cyclone', 'storms', 'Business', 'shut', 'Lockdown', 'People', 'unemployed', 'and', 'frustrated', 'Exams', 'postponed', 'What', 'next', 'Can', 'we', 'end', '2021', 'please']","['Lockdown', 'please', 'next', 'leave', 'Exams', 'feels', 'Can', 'frustrated', 'postponed', 'repeat', 'really', 'Cyclone', 'unemployed', 'What', '2020', 'It', 'storms', 'recovery', 'end', 'shut', 'like', '2021', '😠😡😢😥😭😭😭', 'India', 'Covid-19', 'People', 'Business', 'mode']",It really feels like 2020 is on repeat mode and does not like to leave India on recovery mode 😠😡😢😥😭😭😭 Covid19 Cyclone storms Business shut Lockdown People unemployed and frustrated Exams postponed What next  Can we end 2021 please 
846,846,"@janenilly @AnAnnOrWhatever @aliffpadzi One died due to car accident, but during autopsy they discovered that the person dead got covid. Does it count as Covid 19 death? If u can understand this question then you’ll know why the death of your friend were not updated that quickly in the database.",en,[],"['@janenilly', '@AnAnnOrWhatever', '@aliffpadzi']",[],"['janenilly', 'AnAnnOrWhatever', 'aliffpadzi', 'One', 'died', 'due', 'to', 'car', 'accident', 'but', 'during', 'autopsy', 'they', 'discovered', 'that', 'the', 'person', 'dead', 'got', 'covid', 'Does', 'it', 'count', 'as', 'Covid', '19', 'death', 'If', 'u', 'can', 'understand', 'this', 'question', 'then', 'you', '’', 'll', 'know', 'why', 'the', 'death', 'of', 'your', 'friend', 'were', 'not', 'updated', 'that', 'quickly', 'in', 'the', 'database']","['car', 'know', 'AnAnnOrWhatever', 'discovered', '19', 'friend', 'One', 'due', 'accident', 'quickly', '’', 'Does', 'understand', 'Covid', 'covid', 'aliffpadzi', 'dead', 'count', 'If', 'autopsy', 'question', 'person', 'database', 'death', 'died', 'janenilly', 'updated', 'got', 'u']", One died due to car accident but during autopsy they discovered that the person dead got covid Does it count as Covid 19 death If u can understand this question then you’ll know why the death of your friend were not updated that quickly in the database
847,847,"The Covid 19 is real !  If it does not infect you , Please bear in your mind you might be the carrier and have high possibility to infect other high risk person ( your parents, grandparents etc)  #KitaJagaKita  #BreakTheChain  #jagaSOP  #kayangannakmatimatila #kamimarhaentakmau",en,"['#KitaJagaKita', '#BreakTheChain', '#jagaSOP', '#kayangannakmatimatila', '#kamimarhaentakmau']",[],[],"['The', 'Covid', '19', 'is', 'real', 'If', 'it', 'does', 'not', 'infect', 'you', 'Please', 'bear', 'in', 'your', 'mind', 'you', 'might', 'be', 'the', 'carrier', 'and', 'have', 'high', 'possibility', 'to', 'infect', 'other', 'high', 'risk', 'person', 'your', 'parents', 'grandparents', 'etc', 'KitaJagaKita', 'BreakTheChain', 'jagaSOP', 'kayangannakmatimatila', 'kamimarhaentakmau']","['possibility', 'parents', 'grandparents', 'carrier', 'Please', '19', 'jagaSOP', 'risk', 'real', 'Covid', 'bear', 'KitaJagaKita', 'etc', 'If', 'kamimarhaentakmau', 'BreakTheChain', 'person', 'might', 'The', 'infect', 'mind', 'high', 'kayangannakmatimatila']",The Covid 19 is real  If it does not infect you  Please bear in your mind you might be the carrier and have high possibility to infect other high risk person ( your parents grandparents etc) 
848,848,Remember this tweet: “USA will witness the last and the worst nightmare of Covid in coming days”. #USA #Covid_19 #JoeBiden #COVID19AB #CoronaVaccination,en,"['#USA', '#Covid_19', '#JoeBiden', '#COVID19AB', '#CoronaVaccination']",[],[],"['Remember', 'this', 'tweet', '“', 'USA', 'will', 'witness', 'the', 'last', 'and', 'the', 'worst', 'nightmare', 'of', 'Covid', 'in', 'coming', 'days', '”', 'USA', 'Covid_19', 'JoeBiden', 'COVID19AB', 'CoronaVaccination']","['COVID19AB', 'Remember', 'CoronaVaccination', 'Covid', 'coming', '”', '“', 'Covid_19', 'last', 'witness', 'days', 'worst', 'nightmare', 'JoeBiden', 'USA', 'tweet']",Remember this tweet: “USA will witness the last and the worst nightmare of Covid in coming days” 
849,849,"This message is verified. If anyone would like to volunteer for this, please contact me.  Regards, Siddhant Mohite, President - @OYE_India  #GoaCovid #CovidHelp #COVID19 #Covid19IndiaHelp",en,"['#GoaCovid', '#CovidHelp', '#COVID19', '#Covid19IndiaHelp']",['@OYE_India'],[],"['This', 'message', 'is', 'verified', 'If', 'anyone', 'would', 'like', 'to', 'volunteer', 'for', 'this', 'please', 'contact', 'me', 'Regards', 'Siddhant', 'Mohite', 'President', 'OYE_India', 'GoaCovid', 'CovidHelp', 'COVID19', 'Covid19IndiaHelp']","['please', 'GoaCovid', 'anyone', 'contact', 'President', 'message', 'Siddhant', 'Regards', 'would', 'This', 'If', 'Covid19IndiaHelp', 'Mohite', 'OYE_India', 'like', 'volunteer', 'CovidHelp', 'verified', 'COVID19']",This message is verified If anyone would like to volunteer for this please contact me Regards Siddhant Mohite President  
850,850,I got my father's vaccination at home within 24 hours in Lahore.  It was really wonderful experience and very quick response by COVID-19 team Punjab.,en,[],[],[],"['I', 'got', 'my', 'father', ""'s"", 'vaccination', 'at', 'home', 'within', '24', 'hours', 'in', 'Lahore', 'It', 'was', 'really', 'wonderful', 'experience', 'and', 'very', 'quick', 'response', 'by', 'COVID-19', 'team', 'Punjab']","['team', 'hours', 'vaccination', '24', 'really', 'wonderful', 'home', 'COVID-19', 'It', 'within', 'quick', 'I', 'father', ""'s"", 'got', 'Lahore', 'Punjab', 'response', 'experience']",I got my fathers vaccination at home within 24 hours in Lahore It was really wonderful experience and very quick response by COVID19 team Punjab
851,851,"Dark Web Getting Loaded With Bogus Covid-19 Vaccines and Forged Cards Bogus COVID-19 test results, fraudulent vaccination cards, and questionable vaccines are emerging a hot commodity on the dark web. #darkweb #vaccine #COVID19  https://t.co/S7K4o7L7ik",en,"['#darkweb', '#vaccine', '#COVID19']",[],['https://t.co/S7K4o7L7ik'],"['Dark', 'Web', 'Getting', 'Loaded', 'With', 'Bogus', 'Covid-19', 'Vaccines', 'and', 'Forged', 'Cards', 'Bogus', 'COVID-19', 'test', 'results', 'fraudulent', 'vaccination', 'cards', 'and', 'questionable', 'vaccines', 'are', 'emerging', 'a', 'hot', 'commodity', 'on', 'the', 'dark', 'web', 'darkweb', 'vaccine', 'COVID19', 'https', 't.co/S7K4o7L7ik']","['Bogus', 'https', 't.co/S7K4o7L7ik', 'hot', 'cards', 'vaccination', 'questionable', 'Loaded', 'vaccines', 'dark', 'darkweb', 'commodity', 'test', 'emerging', 'COVID-19', 'Forged', 'Vaccines', 'Cards', 'web', 'vaccine', 'Web', 'Dark', 'fraudulent', 'With', 'Covid-19', 'COVID19', 'Getting', 'results']",Dark Web Getting Loaded With Bogus Covid19 Vaccines and Forged Cards Bogus COVID19 test results fraudulent vaccination cards and questionable vaccines are emerging a hot commodity on the dark web 
852,852,Service Provided By Sikhs In The COVID-19 Crisis Has Made Us A Better Society: Mahua Moitra - NDTV  https://t.co/Ri2E2gMAMT,en,[],[],['https://t.co/Ri2E2gMAMT'],"['Service', 'Provided', 'By', 'Sikhs', 'In', 'The', 'COVID-19', 'Crisis', 'Has', 'Made', 'Us', 'A', 'Better', 'Society', 'Mahua', 'Moitra', 'NDTV', 'https', 't.co/Ri2E2gMAMT']","['Has', 'https', 'In', 'Made', 'Service', 'Us', 'COVID-19', 'Provided', 'Moitra', 'Sikhs', 'By', 't.co/Ri2E2gMAMT', 'Society', 'Better', 'NDTV', 'The', 'A', 'Crisis', 'Mahua']",Service Provided By Sikhs In The COVID19 Crisis Has Made Us A Better Society: Mahua Moitra  NDTV 
853,853,@varnalideka @himantabiswa @CMOfficeAssam @nhm_assam Great work #Ma'am #StaySafe  #COVID19,en,"[""#Ma'am"", '#StaySafe', '#COVID19']","['@varnalideka', '@himantabiswa', '@CMOfficeAssam', '@nhm_assam']",[],"['varnalideka', 'himantabiswa', 'CMOfficeAssam', 'nhm_assam', 'Great', 'work', ""Ma'am"", 'StaySafe', 'COVID19']","['CMOfficeAssam', ""Ma'am"", 'Great', 'work', 'varnalideka', 'himantabiswa', 'nhm_assam', 'COVID19', 'StaySafe']", Great work 
854,854,"I often wonder why do governments (state or central) ask for funds, especially from middle class during national calamities. Is it fair? Do govt’s help when individuals go through tragedies with aid? Isn’t the tax that we pay (directly/indirectly) enough for our share? #Covid19",en,['#Covid19'],[],[],"['I', 'often', 'wonder', 'why', 'do', 'governments', 'state', 'or', 'central', 'ask', 'for', 'funds', 'especially', 'from', 'middle', 'class', 'during', 'national', 'calamities', 'Is', 'it', 'fair', 'Do', 'govt', '’', 's', 'help', 'when', 'individuals', 'go', 'through', 'tragedies', 'with', 'aid', 'Isn', '’', 't', 'the', 'tax', 'that', 'we', 'pay', 'directly/indirectly', 'enough', 'for', 'our', 'share', 'Covid19']","['often', 'help', 'Covid19', 'especially', 'Do', 'Isn', 'pay', 'ask', 'national', 'fair', 'govt', 'funds', 'tax', 'tragedies', '’', 'governments', 'go', 'individuals', 'central', 'wonder', 'enough', 'I', 'class', 'state', 'directly/indirectly', 'share', 'Is', 'aid', 'calamities', 'middle']",I often wonder why do governments (state or central) ask for funds especially from middle class during national calamities Is it fair Do govt’s help when individuals go through tragedies with aid Isn’t the tax that we pay (directly/indirectly) enough for our share 
855,855,@JPNadda @PrakashJavdekar I salute to Our Honourable BJP National President Shri JP Naddaji for calling up the Karyakartas who are untiring working on the Motto of Seva me Sangatan hai ❤️❤️🙏 Today Our Naddaji Punya Dan seva at 12 districts in Himachal Pradesh carrying all related Equipments of Covid19 .,en,[],"['@JPNadda', '@PrakashJavdekar']",[],"['JPNadda', 'PrakashJavdekar', 'I', 'salute', 'to', 'Our', 'Honourable', 'BJP', 'National', 'President', 'Shri', 'JP', 'Naddaji', 'for', 'calling', 'up', 'the', 'Karyakartas', 'who', 'are', 'untiring', 'working', 'on', 'the', 'Motto', 'of', 'Seva', 'me', 'Sangatan', 'hai', '❤️❤️🙏', 'Today', 'Our', 'Naddaji', 'Punya', 'Dan', 'seva', 'at', '12', 'districts', 'in', 'Himachal', 'Pradesh', 'carrying', 'all', 'related', 'Equipments', 'of', 'Covid19']","['BJP', 'seva', 'Covid19', 'Shri', 'JPNadda', '❤️❤️🙏', 'hai', 'Today', 'calling', 'Sangatan', 'President', 'Honourable', 'National', 'Punya', 'Seva', 'Pradesh', 'PrakashJavdekar', 'districts', 'Dan', 'Equipments', 'salute', 'JP', 'Naddaji', 'Motto', 'related', 'I', 'working', 'untiring', 'Our', 'Himachal', 'Karyakartas', 'carrying', '12']", I salute to Our Honourable BJP National President Shri JP Naddaji for calling up the Karyakartas who are untiring working on the Motto of Seva me Sangatan hai ❤️❤️🙏 Today Our Naddaji Punya Dan seva at 12 districts in Himachal Pradesh carrying all related Equipments of Covid19 
856,856,"@narendramodi I salute to Our Honourable PM Modiji for Discussing number of issues on Today's review meeting on Covid 19 including scaling up testing in areas of High TPR, preparing Localised containment stragies, augmenting Health Capacities in Rural Areas ramping up to speed of Vaccination.",en,[],['@narendramodi'],[],"['narendramodi', 'I', 'salute', 'to', 'Our', 'Honourable', 'PM', 'Modiji', 'for', 'Discussing', 'number', 'of', 'issues', 'on', 'Today', ""'s"", 'review', 'meeting', 'on', 'Covid', '19', 'including', 'scaling', 'up', 'testing', 'in', 'areas', 'of', 'High', 'TPR', 'preparing', 'Localised', 'containment', 'stragies', 'augmenting', 'Health', 'Capacities', 'in', 'Rural', 'Areas', 'ramping', 'up', 'to', 'speed', 'of', 'Vaccination']","['Discussing', 'TPR', 'Health', 'Today', 'Capacities', 'speed', '19', 'stragies', 'Honourable', 'testing', 'Rural', 'Localised', 'Vaccination', 'number', 'augmenting', 'PM', 'Modiji', 'issues', 'salute', 'Covid', 'narendramodi', 'Areas', 'I', ""'s"", 'ramping', 'meeting', 'scaling', 'Our', 'containment', 'review', 'preparing', 'areas', 'High', 'including']", I salute to Our Honourable PM Modiji for Discussing number of issues on Todays review meeting on Covid 19 including scaling up testing in areas of High TPR preparing Localised containment stragies augmenting Health Capacities in Rural Areas ramping up to speed of Vaccination
857,857,India to host FIFA U-17 Women's World Cup in 2022 @FIFAWWC @IndianFootball FIFA has approved India as the host of the U-17 Women's World Cup in 2022 after the cancellation of the rescheduled 2021 edition due to the COVID-19 pandemic.  #fifaU17womensWorldCup #india @FIFAWWC,en,"['#fifaU17womensWorldCup', '#india']","['@FIFAWWC', '@IndianFootball', '@FIFAWWC']",[],"['India', 'to', 'host', 'FIFA', 'U-17', 'Women', ""'s"", 'World', 'Cup', 'in', '2022', 'FIFAWWC', 'IndianFootball', 'FIFA', 'has', 'approved', 'India', 'as', 'the', 'host', 'of', 'the', 'U-17', 'Women', ""'s"", 'World', 'Cup', 'in', '2022', 'after', 'the', 'cancellation', 'of', 'the', 'rescheduled', '2021', 'edition', 'due', 'to', 'the', 'COVID-19', 'pandemic', 'fifaU17womensWorldCup', 'india', 'FIFAWWC']","['cancellation', 'Cup', '2022', 'FIFA', 'rescheduled', 'due', 'U-17', 'COVID-19', 'india', 'pandemic', 'IndianFootball', 'FIFAWWC', 'edition', 'host', 'World', ""'s"", 'Women', '2021', 'approved', 'India', 'fifaU17womensWorldCup']",India to host FIFA U17 Womens World Cup in 2022 FIFA has approved India as the host of the U17 Womens World Cup in 2022 after the cancellation of the rescheduled 2021 edition due to the COVID19 pandemic 
858,858,"And now our time, Malaysian to fight COVID-19. #FlattenTheCurve 🦠",en,['#FlattenTheCurve'],[],[],"['And', 'now', 'our', 'time', 'Malaysian', 'to', 'fight', 'COVID-19', 'FlattenTheCurve', '🦠']","['Malaysian', 'And', 'time', 'FlattenTheCurve', '🦠', 'COVID-19', 'fight']",And now our time Malaysian to fight COVID19 🦠
