,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,tweet,language,hastags,attherate,urls,tokenized_Tweet,filteredToken,clean_tweet
1041,1041,1041,1041,"West Bengal crosses 20K Mark!

Highest ever single-day spike in Covid-19 cases since the beginning of the 2nd wave of  Pandemic 

In last 24 hrs 20,135 new cases recorded in West Bengal. 132 people have died due to #COVID19 
@pooja_news
 
@Plchakraborty",en,['#COVID19'],"['@pooja_news', '@Plchakraborty']",[],"['West', 'Bengal', 'crosses', '20K', 'Mark', 'Highest', 'ever', 'single-day', 'spike', 'in', 'Covid-19', 'cases', 'since', 'the', 'beginning', 'of', 'the', '2nd', 'wave', 'of', 'Pandemic', 'In', 'last', '24', 'hrs', '20,135', 'new', 'cases', 'recorded', 'in', 'West', 'Bengal', '132', 'people', 'have', 'died', 'due', 'to', 'COVID19', 'pooja_news', 'Plchakraborty']","['Bengal', '2nd', 'Mark', 'since', 'ever', 'COVID19', 'In', 'due', 'cases', '20,135', 'pooja_news', '24', 'beginning', 'new', 'people', 'Plchakraborty', 'hrs', 'single-day', 'crosses', 'died', 'wave', 'spike', 'West', 'Covid-19', 'Highest', 'recorded', '20K', '132', 'last', 'Pandemic']",West Bengal crosses 20K Mark Highest ever singleday spike in Covid19 cases since the beginning of the 2nd wave of Pandemic In last 24 hrs 20135 new cases recorded in West Bengal 132 people have died due to 
1042,1042,1042,1042,"Love yourself first and everything else falls into line. You really have to love yourself to get anything done in this world.
So stay safe follow the guidelines of the 
@MamataOfficial
  
#wearmask #followtheguidelines #Covid_19 #maintainsocialdistancing #usesanitizer",en,"['#wearmask', '#followtheguidelines', '#Covid_19', '#maintainsocialdistancing', '#usesanitizer']",['@MamataOfficial'],[],"['Love', 'yourself', 'first', 'and', 'everything', 'else', 'falls', 'into', 'line', 'You', 'really', 'have', 'to', 'love', 'yourself', 'to', 'get', 'anything', 'done', 'in', 'this', 'world', 'So', 'stay', 'safe', 'follow', 'the', 'guidelines', 'of', 'the', 'MamataOfficial', 'wearmask', 'followtheguidelines', 'Covid_19', 'maintainsocialdistancing', 'usesanitizer']","['world', 'first', 'everything', 'MamataOfficial', 'You', 'Covid_19', 'followtheguidelines', 'falls', 'line', 'get', 'safe', 'anything', 'usesanitizer', 'Love', 'wearmask', 'follow', 'else', 'guidelines', 'stay', 'So', 'really', 'love', 'done', 'maintainsocialdistancing']","Love yourself first and everything else falls into line You really have to love yourself to get anything done in this world
So stay safe follow the guidelines of the "
1043,1043,1043,1043,"D For Deaths, O For Oxygen: A to Z of India’s 2nd COVID-19 Surge https://thequint.com/videos/news-videos/d-for-deaths-o-for-oxygen-a-to-z-of-indias-2nd-covid-19-surge… 
New things to learn and remember!

@TheQuint
 #COVID19",en,['#COVID19'],['@TheQuint'],['https://thequint.com/videos/news-videos/d-for-deaths-o-for-oxygen-a-to-z-of-indias-2nd-covid-19-surge…'],"['D', 'For', 'Deaths', 'O', 'For', 'Oxygen', 'A', 'to', 'Z', 'of', 'India', '’', 's', '2nd', 'COVID-19', 'Surge', 'https', 'thequint.com/videos/news-videos/d-for-deaths-o-for-oxygen-a-to-z-of-indias-2nd-covid-19-surge…', 'New', 'things', 'to', 'learn', 'and', 'remember', 'TheQuint', 'COVID19']","['Oxygen', '2nd', 'thequint.com/videos/news-videos/d-for-deaths-o-for-oxygen-a-to-z-of-indias-2nd-covid-19-surge…', 'New', 'TheQuint', 'COVID19', 'COVID-19', 'A', 'Deaths', 'D', 'learn', 'things', 'For', 'Surge', 'O', 'India', 'Z', 'https', '’', 'remember']",D For Deaths O For Oxygen: A to Z of India’s 2nd COVID19 Surge  New things to learn and remember 
1044,1044,1044,1044,LEARN GOOD LESSONS FROM BHUTAN. HOW THEY MANAGED TO COMBAT COVID 19 TRY TO LEARN THAT. KEEP ASIDE YOUR EGO.,en,[],[],[],"['LEARN', 'GOOD', 'LESSONS', 'FROM', 'BHUTAN', 'HOW', 'THEY', 'MANAGED', 'TO', 'COMBAT', 'COVID', '19', 'TRY', 'TO', 'LEARN', 'THAT', 'KEEP', 'ASIDE', 'YOUR', 'EGO']","['EGO', 'KEEP', 'HOW', 'LEARN', 'COMBAT', 'ASIDE', 'TO', 'FROM', '19', 'TRY', 'LESSONS', 'MANAGED', 'YOUR', 'THEY', 'GOOD', 'BHUTAN', 'THAT', 'COVID']",LEARN GOOD LESSONS FROM BHUTAN HOW THEY MANAGED TO COMBAT COVID 19 TRY TO LEARN THAT KEEP ASIDE YOUR EGO
1045,1045,1045,1045,#Shocking| A father abandoned his 13-year old son who tested positive for Covid-19 at Sealdah station yesterday. The boy was rescued by GRP & Child Line and has been sent to a govt home where he is recovering.,en,['#Shocking|'],[],[],"['Shocking', 'A', 'father', 'abandoned', 'his', '13-year', 'old', 'son', 'who', 'tested', 'positive', 'for', 'Covid-19', 'at', 'Sealdah', 'station', 'yesterday', 'The', 'boy', 'was', 'rescued', 'by', 'GRP', 'Child', 'Line', 'and', 'has', 'been', 'sent', 'to', 'a', 'govt', 'home', 'where', 'he', 'is', 'recovering']","['positive', 'Sealdah', '13-year', 'The', 'station', 'sent', 'son', 'Child', 'home', 'GRP', 'Line', 'A', 'old', 'abandoned', 'yesterday', 'recovering', 'tested', 'father', 'govt', 'Shocking', 'rescued', 'Covid-19', 'boy']", A father abandoned his 13year old son who tested positive for Covid19 at Sealdah station yesterday The boy was rescued by GRP  Child Line and has been sent to a govt home where he is recovering
1046,1046,1046,1046,The technological inequality in India is stark. Covid-19 outbreak in rural India has laid bare the truth about the digital divide in this country. And it's devastating.,en,[],[],[],"['The', 'technological', 'inequality', 'in', 'India', 'is', 'stark', 'Covid-19', 'outbreak', 'in', 'rural', 'India', 'has', 'laid', 'bare', 'the', 'truth', 'about', 'the', 'digital', 'divide', 'in', 'this', 'country', 'And', 'it', ""'s"", 'devastating']","['The', 'stark', 'And', 'outbreak', 'rural', 'country', 'laid', 'devastating', 'digital', 'Covid-19', 'inequality', 'divide', 'bare', 'truth', 'technological', ""'s"", 'India']",The technological inequality in India is stark Covid19 outbreak in rural India has laid bare the truth about the digital divide in this country And its devastating
1047,1047,1047,1047,"4. EC did not take any measure for covid 19 norms.
5. Outsiders were responsible for the super spreading of covid 19 in Bengal.
6.After massive mandate, the Union Govt is harasing Mamata Govt on law & order issue, although High Court Bench praised for well tackling the matter.",en,[],[],[],"['4', 'EC', 'did', 'not', 'take', 'any', 'measure', 'for', 'covid', '19', 'norms', '5', 'Outsiders', 'were', 'responsible', 'for', 'the', 'super', 'spreading', 'of', 'covid', '19', 'in', 'Bengal', '6.After', 'massive', 'mandate', 'the', 'Union', 'Govt', 'is', 'harasing', 'Mamata', 'Govt', 'on', 'law', 'order', 'issue', 'although', 'High', 'Court', 'Bench', 'praised', 'for', 'well', 'tackling', 'the', 'matter']","['Bengal', 'Govt', 'mandate', 'covid', 'norms', 'praised', 'High', 'Outsiders', 'law', 'harasing', 'although', '5', 'well', 'Mamata', 'Bench', '19', 'measure', 'responsible', 'Court', 'Union', 'take', 'order', 'tackling', 'EC', '4', '6.After', 'issue', 'massive', 'super', 'matter', 'spreading']","4 EC did not take any measure for covid 19 norms
5 Outsiders were responsible for the super spreading of covid 19 in Bengal
6After massive mandate the Union Govt is harasing Mamata Govt on law  order issue although High Court Bench praised for well tackling the matter"
1048,1048,1048,1048,"Replying to 
@umasudhir
 
@g_upadhyay
 and 2 others",en,[],"['@umasudhir', '@g_upadhyay']",[],"['Replying', 'to', 'umasudhir', 'g_upadhyay', 'and', '2', 'others']","['others', '2', 'umasudhir', 'g_upadhyay', 'Replying']",Replying to and 2 others
1049,1049,1049,1049,"Government said that the daily death on covid 19 is around 4000, but the queue for burning bodies in the burning ghat and also mass burning on the pavemts, floating the corpses in Jamuna river and Ganges make the estimation of real deaths is betwenn 30 to 40 thousands per day.",en,[],[],[],"['Government', 'said', 'that', 'the', 'daily', 'death', 'on', 'covid', '19', 'is', 'around', '4000', 'but', 'the', 'queue', 'for', 'burning', 'bodies', 'in', 'the', 'burning', 'ghat', 'and', 'also', 'mass', 'burning', 'on', 'the', 'pavemts', 'floating', 'the', 'corpses', 'in', 'Jamuna', 'river', 'and', 'Ganges', 'make', 'the', 'estimation', 'of', 'real', 'deaths', 'is', 'betwenn', '30', 'to', '40', 'thousands', 'per', 'day']","['bodies', 'river', 'Ganges', 'burning', 'said', 'betwenn', 'covid', 'queue', '4000', 'mass', 'floating', 'also', 'real', 'death', 'Jamuna', 'corpses', 'Government', '19', 'estimation', 'day', '30', 'make', 'daily', 'thousands', 'around', 'deaths', 'per', 'ghat', 'pavemts', '40']",Government said that the daily death on covid 19 is around 4000 but the queue for burning bodies in the burning ghat and also mass burning on the pavemts floating the corpses in Jamuna river and Ganges make the estimation of real deaths is betwenn 30 to 40 thousands per day
1050,1050,1050,1050,"We have the power to protect each and every person from COVID-19. This is what we can do to lower the risks we face, from adhering to take public health measures.
 We must do it all.

#covid #coronavirus #corona #stayhome #love #quarantine #bhfyp #lockdown #staysafe",en,"['#covid', '#coronavirus', '#corona', '#stayhome', '#love', '#quarantine', '#bhfyp', '#lockdown', '#staysafe']",[],[],"['We', 'have', 'the', 'power', 'to', 'protect', 'each', 'and', 'every', 'person', 'from', 'COVID-19', 'This', 'is', 'what', 'we', 'can', 'do', 'to', 'lower', 'the', 'risks', 'we', 'face', 'from', 'adhering', 'to', 'take', 'public', 'health', 'measures', 'We', 'must', 'do', 'it', 'all', 'covid', 'coronavirus', 'corona', 'stayhome', 'love', 'quarantine', 'bhfyp', 'lockdown', 'staysafe']","['bhfyp', 'health', 'measures', 'This', 'stayhome', 'coronavirus', 'covid', 'quarantine', 'must', 'adhering', 'lockdown', 'COVID-19', 'We', 'protect', 'staysafe', 'every', 'power', 'risks', 'person', 'take', 'corona', 'lower', 'love', 'public', 'face']",We have the power to protect each and every person from COVID19 This is what we can do to lower the risks we face from adhering to take public health measures We must do it all 
1051,1051,1051,1051,"Kolkata Municipal Corporation brings #Covid testing to your doorstep. Just Call or WhatsApp with details. 

@kmc_kolkata
 

@FirhadHakim
 
#CovidCare",en,"['#Covid', '#CovidCare']","['@kmc_kolkata', '@FirhadHakim']",[],"['Kolkata', 'Municipal', 'Corporation', 'brings', 'Covid', 'testing', 'to', 'your', 'doorstep', 'Just', 'Call', 'or', 'WhatsApp', 'with', 'details', 'kmc_kolkata', 'FirhadHakim', 'CovidCare']","['FirhadHakim', 'doorstep', 'details', 'testing', 'Kolkata', 'Municipal', 'Corporation', 'CovidCare', 'kmc_kolkata', 'Just', 'Covid', 'Call', 'brings', 'WhatsApp']",Kolkata Municipal Corporation brings testing to your doorstep Just Call or WhatsApp with details 
1052,1052,1052,1052,"Patanjali was the first Indian company to publish a research paper on the new Covid-19 drug approved by DCGI: Read details

https://opindia.com/2021/05/patanjali-had-proposed-anti-covid-19-use-of-a-cancer-drug-one-year-ago/…
Paid media??

@chetan_bhagat",en,[],['@chetan_bhagat'],['https://opindia.com/2021/05/patanjali-had-proposed-anti-covid-19-use-of-a-cancer-drug-one-year-ago/…'],"['Patanjali', 'was', 'the', 'first', 'Indian', 'company', 'to', 'publish', 'a', 'research', 'paper', 'on', 'the', 'new', 'Covid-19', 'drug', 'approved', 'by', 'DCGI', 'Read', 'details', 'https', 'opindia.com/2021/05/patanjali-had-proposed-anti-covid-19-use-of-a-cancer-drug-one-year-ago/…', 'Paid', 'media', 'chetan_bhagat']","['opindia.com/2021/05/patanjali-had-proposed-anti-covid-19-use-of-a-cancer-drug-one-year-ago/…', 'first', 'Indian', 'approved', 'research', 'Read', 'DCGI', 'Patanjali', 'new', 'Paid', 'chetan_bhagat', 'drug', 'publish', 'details', 'https', 'paper', 'Covid-19', 'media', 'company']","Patanjali was the first Indian company to publish a research paper on the new Covid19 drug approved by DCGI: Read details 
Paid media "
1053,1053,1053,1053,"Patanjali was the first Indian company to publish a research paper on the new Covid-19 drug approved by DCGI: Read details

https://opindia.com/2021/05/patanjali-had-proposed-anti-covid-19-use-of-a-cancer-drug-one-year-ago/…
Any comment??

@chetan_bhagat",en,[],['@chetan_bhagat'],['https://opindia.com/2021/05/patanjali-had-proposed-anti-covid-19-use-of-a-cancer-drug-one-year-ago/…'],"['Patanjali', 'was', 'the', 'first', 'Indian', 'company', 'to', 'publish', 'a', 'research', 'paper', 'on', 'the', 'new', 'Covid-19', 'drug', 'approved', 'by', 'DCGI', 'Read', 'details', 'https', 'opindia.com/2021/05/patanjali-had-proposed-anti-covid-19-use-of-a-cancer-drug-one-year-ago/…', 'Any', 'comment', 'chetan_bhagat']","['opindia.com/2021/05/patanjali-had-proposed-anti-covid-19-use-of-a-cancer-drug-one-year-ago/…', 'first', 'Indian', 'approved', 'research', 'Read', 'DCGI', 'comment', 'Patanjali', 'Any', 'new', 'chetan_bhagat', 'drug', 'publish', 'details', 'https', 'paper', 'Covid-19', 'company']","Patanjali was the first Indian company to publish a research paper on the new Covid19 drug approved by DCGI: Read details 
Any comment "
1054,1054,1054,1054,"Chinese military scientists allegedly investigated weaponising coronaviruses five years before the COVID-19 pandemic and may have predicted a World War III fought with biological weapons, according to media reports referring to documents obtained by the US State Department.",en,[],[],[],"['Chinese', 'military', 'scientists', 'allegedly', 'investigated', 'weaponising', 'coronaviruses', 'five', 'years', 'before', 'the', 'COVID-19', 'pandemic', 'and', 'may', 'have', 'predicted', 'a', 'World', 'War', 'III', 'fought', 'with', 'biological', 'weapons', 'according', 'to', 'media', 'reports', 'referring', 'to', 'documents', 'obtained', 'by', 'the', 'US', 'State', 'Department']","['III', 'documents', 'allegedly', 'obtained', 'weaponising', 'coronaviruses', 'War', 'COVID-19', 'investigated', 'biological', 'pandemic', 'US', 'fought', 'Department', 'may', 'military', 'weapons', 'State', 'five', 'according', 'predicted', 'Chinese', 'World', 'reports', 'referring', 'media', 'years', 'scientists']",Chinese military scientists allegedly investigated weaponising coronaviruses five years before the COVID19 pandemic and may have predicted a World War III fought with biological weapons according to media reports referring to documents obtained by the US State Department
1055,1055,1055,1055,"What a Country !!! What Governance !!!
Current business drive by GOI to raise GDP. Shame and Slap 

https://news18.com/amp/news/india/not-just-shortage-and-slow-inoculation-rate-indias-vaccine-costs-highest-globally-report-3722642.html…

#GOI #PMOIndia #NarendraModi #Covid #CovidHelp #COVID19India #COVIDEmergencyIndia #CovidVaccine #COVIDVaccination #CovidVaccineIndia #ModiMadeDisaster",en,"['#GOI', '#PMOIndia', '#NarendraModi', '#Covid', '#CovidHelp', '#COVID19India', '#COVIDEmergencyIndia', '#CovidVaccine', '#COVIDVaccination', '#CovidVaccineIndia', '#ModiMadeDisaster']",[],['https://news18.com/amp/news/india/not-just-shortage-and-slow-inoculation-rate-indias-vaccine-costs-highest-globally-report-3722642.html…'],"['What', 'a', 'Country', 'What', 'Governance', 'Current', 'business', 'drive', 'by', 'GOI', 'to', 'raise', 'GDP', 'Shame', 'and', 'Slap', 'https', 'news18.com/amp/news/india/not-just-shortage-and-slow-inoculation-rate-indias-vaccine-costs-highest-globally-report-3722642.html…', 'GOI', 'PMOIndia', 'NarendraModi', 'Covid', 'CovidHelp', 'COVID19India', 'COVIDEmergencyIndia', 'CovidVaccine', 'COVIDVaccination', 'CovidVaccineIndia', 'ModiMadeDisaster']","['drive', 'ModiMadeDisaster', 'raise', 'NarendraModi', 'What', 'COVID19India', 'news18.com/amp/news/india/not-just-shortage-and-slow-inoculation-rate-indias-vaccine-costs-highest-globally-report-3722642.html…', 'Slap', 'business', 'Country', 'CovidVaccineIndia', 'CovidVaccine', 'GDP', 'COVIDEmergencyIndia', 'Covid', 'Current', 'Shame', 'Governance', 'PMOIndia', 'GOI', 'https', 'COVIDVaccination', 'CovidHelp']","What a Country  What Governance 
Current business drive by GOI to raise GDP Shame and Slap  "
1056,1056,1056,1056,"The third wave of Covid-19 could be much more disastrous. So, don't let the students in the huge mental pressure. Cancel the exams, added on alternative method of assessment and #saveboardstudents",en,['#saveboardstudents'],[],[],"['The', 'third', 'wave', 'of', 'Covid-19', 'could', 'be', 'much', 'more', 'disastrous', 'So', 'do', ""n't"", 'let', 'the', 'students', 'in', 'the', 'huge', 'mental', 'pressure', 'Cancel', 'the', 'exams', 'added', 'on', 'alternative', 'method', 'of', 'assessment', 'and', 'saveboardstudents']","['The', ""n't"", 'mental', 'huge', 'method', 'let', 'Cancel', 'third', 'students', 'could', 'assessment', 'disastrous', 'added', 'much', 'wave', 'exams', 'So', 'Covid-19', 'pressure', 'alternative', 'saveboardstudents']",The third wave of Covid19 could be much more disastrous So dont let the students in the huge mental pressure Cancel the exams added on alternative method of assessment and 
1057,1057,1057,1057,"Please utilise the vast open land like the maidan/ brigade area to fast forward the covid-19 vaccination drive. Large open area will help in minimizing the virus transmission risk and also of burden the hospitals. 
@MamataOfficial
 
@PMOIndia
 
@rashtrapatibhvn
 
@jdhankhar1",en,[],"['@MamataOfficial', '@PMOIndia', '@rashtrapatibhvn', '@jdhankhar1']",[],"['Please', 'utilise', 'the', 'vast', 'open', 'land', 'like', 'the', 'maidan', 'brigade', 'area', 'to', 'fast', 'forward', 'the', 'covid-19', 'vaccination', 'drive', 'Large', 'open', 'area', 'will', 'help', 'in', 'minimizing', 'the', 'virus', 'transmission', 'risk', 'and', 'also', 'of', 'burden', 'the', 'hospitals', 'MamataOfficial', 'PMOIndia', 'rashtrapatibhvn', 'jdhankhar1']","['fast', 'utilise', 'drive', 'land', 'MamataOfficial', 'forward', 'risk', 'Large', 'maidan', 'area', 'burden', 'open', 'brigade', 'minimizing', 'also', 'rashtrapatibhvn', 'hospitals', 'vast', 'Please', 'virus', 'transmission', 'PMOIndia', 'jdhankhar1', 'help', 'like', 'vaccination', 'covid-19']",Please utilise the vast open land like the maidan/ brigade area to fast forward the covid19 vaccination drive Large open area will help in minimizing the virus transmission risk and also of burden the hospitals 
1058,1058,1058,1058,"Three ministers - Rathin Ghosh,  Bratya Basu & Amit Mitra take oath virtually as Rathin Ghosh & Bratya Basu have tested positive for Covid-19. Amit Mitra is unwell.",en,[],[],[],"['Three', 'ministers', 'Rathin', 'Ghosh', 'Bratya', 'Basu', 'Amit', 'Mitra', 'take', 'oath', 'virtually', 'as', 'Rathin', 'Ghosh', 'Bratya', 'Basu', 'have', 'tested', 'positive', 'for', 'Covid-19', 'Amit', 'Mitra', 'is', 'unwell']","['positive', 'take', 'tested', 'Mitra', 'Ghosh', 'virtually', 'Basu', 'unwell', 'Three', 'Amit', 'Covid-19', 'Bratya', 'Rathin', 'ministers', 'oath']",Three ministers  Rathin Ghosh Bratya Basu  Amit Mitra take oath virtually as Rathin Ghosh  Bratya Basu have tested positive for Covid19 Amit Mitra is unwell
1059,1059,1059,1059,"Big-B requests people globally to help India fight against COVID-19
 The 78-year-actor was part of the Vax Live global event which was all about the coronavirus 
@SrBachchan
 
@mrsanjaysen78",en,[],"['@SrBachchan', '@mrsanjaysen78']",[],"['Big-B', 'requests', 'people', 'globally', 'to', 'help', 'India', 'fight', 'against', 'COVID-19', 'The', '78-year-actor', 'was', 'part', 'of', 'the', 'Vax', 'Live', 'global', 'event', 'which', 'was', 'all', 'about', 'the', 'coronavirus', 'SrBachchan', 'mrsanjaysen78']","['requests', 'The', 'people', 'part', 'coronavirus', 'Vax', 'globally', 'mrsanjaysen78', 'COVID-19', 'event', 'help', '78-year-actor', 'fight', 'global', 'Big-B', 'Live', 'SrBachchan', 'India']",BigB requests people globally to help India fight against COVID19 The 78yearactor was part of the Vax Live global event which was all about the coronavirus 
1060,1060,1060,1060,"I have tested positive for Covid 19 and presently in home isolation. Anyone in close contact with me in the last seven days, kindly get yourself tested.",en,[],[],[],"['I', 'have', 'tested', 'positive', 'for', 'Covid', '19', 'and', 'presently', 'in', 'home', 'isolation', 'Anyone', 'in', 'close', 'contact', 'with', 'me', 'in', 'the', 'last', 'seven', 'days', 'kindly', 'get', 'yourself', 'tested']","['positive', 'I', 'days', 'Anyone', 'tested', '19', 'contact', 'kindly', 'close', 'isolation', 'seven', 'get', 'Covid', 'presently', 'last', 'home']",I have tested positive for Covid 19 and presently in home isolation Anyone in close contact with me in the last seven days kindly get yourself tested
1061,1061,1061,1061,"Let's fight against this covid 19 guys
 
#AALISHAXSHAGUNINBLINDLOVE",en,['#AALISHAXSHAGUNINBLINDLOVE'],[],[],"['Let', ""'s"", 'fight', 'against', 'this', 'covid', '19', 'guys', 'AALISHAXSHAGUNINBLINDLOVE']","['19', 'Let', 'covid', 'guys', 'AALISHAXSHAGUNINBLINDLOVE', 'fight', ""'s""]",Lets fight against this covid 19 guys 
1062,1062,1062,1062,"Replying to 
@ANI",en,[],['@ANI'],[],"['Replying', 'to', 'ANI']","['ANI', 'Replying']",Replying to 
1063,1063,1063,1063,"Evidence based Advisory in the time of #COVID-19 (𝐒𝐜𝐫𝐞𝐞𝐧𝐢𝐧𝐠, 𝐃𝐢𝐚𝐠𝐧𝐨𝐬𝐢𝐬 & 𝐌𝐚𝐧𝐚𝐠𝐞𝐦𝐞𝐧𝐭 𝐨𝐟 𝐌𝐮𝐜𝐨𝐫𝐦𝐲𝐜𝐨𝐬𝐢𝐬) 
@MoHFW_INDIA
 
@PIB_India
 
@COVIDNewsByMIB
 
@MIB_India
 #COVID19India #IndiaFightsCOVID19 #mucormycosis #COVID19Update",en,"['#COVID-19', '#COVID19India', '#IndiaFightsCOVID19', '#mucormycosis', '#COVID19Update']","['@MoHFW_INDIA', '@PIB_India', '@COVIDNewsByMIB', '@MIB_India']",[],"['Evidence', 'based', 'Advisory', 'in', 'the', 'time', 'of', 'COVID-19', '𝐒𝐜𝐫𝐞𝐞𝐧𝐢𝐧𝐠', '𝐃𝐢𝐚𝐠𝐧𝐨𝐬𝐢𝐬', '𝐌𝐚𝐧𝐚𝐠𝐞𝐦𝐞𝐧𝐭', '𝐨𝐟', '𝐌𝐮𝐜𝐨𝐫𝐦𝐲𝐜𝐨𝐬𝐢𝐬', 'MoHFW_INDIA', 'PIB_India', 'COVIDNewsByMIB', 'MIB_India', 'COVID19India', 'IndiaFightsCOVID19', 'mucormycosis', 'COVID19Update']","['𝐃𝐢𝐚𝐠𝐧𝐨𝐬𝐢𝐬', '𝐒𝐜𝐫𝐞𝐞𝐧𝐢𝐧𝐠', 'PIB_India', '𝐌𝐚𝐧𝐚𝐠𝐞𝐦𝐞𝐧𝐭', '𝐨𝐟', 'MIB_India', 'Advisory', 'COVID19India', 'COVID-19', 'IndiaFightsCOVID19', '𝐌𝐮𝐜𝐨𝐫𝐦𝐲𝐜𝐨𝐬𝐢𝐬', 'MoHFW_INDIA', 'COVID19Update', 'COVIDNewsByMIB', 'time', 'Evidence', 'mucormycosis', 'based']",Evidence based Advisory in the time of (𝐒𝐜𝐫𝐞𝐞𝐧𝐢𝐧𝐠 𝐃𝐢𝐚𝐠𝐧𝐨𝐬𝐢𝐬  𝐌𝐚𝐧𝐚𝐠𝐞𝐦𝐞𝐧𝐭 𝐨𝐟 𝐌𝐮𝐜𝐨𝐫𝐦𝐲𝐜𝐨𝐬𝐢𝐬) 
1064,1064,1064,1064,"DearMa,am Information to all  is covid 19 Vaccination not available here, so cancel all appts at Nh rabindranath tagore hospital mukunda pur. I had got this appt weeks back. Now what do I do for my second shot 
@MamataOfficial
 
@derekobrienmp",en,[],"['@MamataOfficial', '@derekobrienmp']",[],"['DearMa', 'am', 'Information', 'to', 'all', 'is', 'covid', '19', 'Vaccination', 'not', 'available', 'here', 'so', 'cancel', 'all', 'appts', 'at', 'Nh', 'rabindranath', 'tagore', 'hospital', 'mukunda', 'pur', 'I', 'had', 'got', 'this', 'appt', 'weeks', 'back', 'Now', 'what', 'do', 'I', 'do', 'for', 'my', 'second', 'shot', 'MamataOfficial', 'derekobrienmp']","['mukunda', 'Vaccination', 'covid', 'MamataOfficial', 'rabindranath', 'got', 'pur', 'available', 'back', 'Information', 'DearMa', 'appts', 'derekobrienmp', 'Nh', 'tagore', '19', 'weeks', 'second', 'I', 'shot', 'Now', 'appt', 'hospital', 'cancel']",DearMaam Information to all is covid 19 Vaccination not available here so cancel all appts at Nh rabindranath tagore hospital mukunda pur I had got this appt weeks back Now what do I do for my second shot 
1065,1065,1065,1065,"The US, which has urged its citizens not to travel to India due to an unprecedented surge in the COVID-19 cases there, on Friday encouraged those in the country to book their tickets to return home through currently available flights.",en,[],[],[],"['The', 'US', 'which', 'has', 'urged', 'its', 'citizens', 'not', 'to', 'travel', 'to', 'India', 'due', 'to', 'an', 'unprecedented', 'surge', 'in', 'the', 'COVID-19', 'cases', 'there', 'on', 'Friday', 'encouraged', 'those', 'in', 'the', 'country', 'to', 'book', 'their', 'tickets', 'to', 'return', 'home', 'through', 'currently', 'available', 'flights']","['The', 'flights', 'book', 'surge', 'home', 'travel', 'available', 'COVID-19', 'due', 'cases', 'encouraged', 'US', 'citizens', 'country', 'urged', 'return', 'unprecedented', 'Friday', 'India', 'tickets', 'currently']",The US which has urged its citizens not to travel to India due to an unprecedented surge in the COVID19 cases there on Friday encouraged those in the country to book their tickets to return home through currently available flights
1066,1066,1066,1066,"Replying to 
@SrBachchan
 
@TiEGlobal
 and 3 others",en,[],"['@SrBachchan', '@TiEGlobal']",[],"['Replying', 'to', 'SrBachchan', 'TiEGlobal', 'and', '3', 'others']","['others', '3', 'SrBachchan', 'TiEGlobal', 'Replying']",Replying to and 3 others
1067,1067,1067,1067,"While similar countries in the neighborhood are offering help to India to tackle COVID-19 the modi government is not even ready to stop the work of multi million central Vista project in Delhi.
Modi only cares about his own image. 
#NoMoreModi",en,['#NoMoreModi'],[],[],"['While', 'similar', 'countries', 'in', 'the', 'neighborhood', 'are', 'offering', 'help', 'to', 'India', 'to', 'tackle', 'COVID-19', 'the', 'modi', 'government', 'is', 'not', 'even', 'ready', 'to', 'stop', 'the', 'work', 'of', 'multi', 'million', 'central', 'Vista', 'project', 'in', 'Delhi', 'Modi', 'only', 'cares', 'about', 'his', 'own', 'image', 'NoMoreModi']","['ready', 'Modi', 'similar', 'work', 'even', 'million', 'neighborhood', 'stop', 'offering', 'modi', 'COVID-19', 'central', 'Vista', 'Delhi', 'cares', 'government', 'project', 'countries', 'India', 'image', 'tackle', 'NoMoreModi', 'help', 'multi', 'While']","While similar countries in the neighborhood are offering help to India to tackle COVID19 the modi government is not even ready to stop the work of multi million central Vista project in Delhi
Modi only cares about his own image "
1068,1068,1068,1068,"Unplanned and wrong BJP India
When covid19 graphs are increasing along with increase in deaths, the vaccination is decreasing with increase in price.
Don't forget that the covid 19 does not understand who is BJP or who is from other parties or who is minister or who is beggar.",en,[],[],[],"['Unplanned', 'and', 'wrong', 'BJP', 'India', 'When', 'covid19', 'graphs', 'are', 'increasing', 'along', 'with', 'increase', 'in', 'deaths', 'the', 'vaccination', 'is', 'decreasing', 'with', 'increase', 'in', 'price', 'Do', ""n't"", 'forget', 'that', 'the', 'covid', '19', 'does', 'not', 'understand', 'who', 'is', 'BJP', 'or', 'who', 'is', 'from', 'other', 'parties', 'or', 'who', 'is', 'minister', 'or', 'who', 'is', 'beggar']","[""n't"", 'forget', 'decreasing', 'covid', 'Do', 'wrong', 'BJP', 'Unplanned', 'understand', 'minister', 'increase', '19', 'graphs', 'beggar', 'along', 'India', 'covid19', 'deaths', 'parties', 'When', 'vaccination', 'increasing', 'price']","Unplanned and wrong BJP India
When covid19 graphs are increasing along with increase in deaths the vaccination is decreasing with increase in price
Dont forget that the covid 19 does not understand who is BJP or who is from other parties or who is minister or who is beggar"
