,created_at,username,tweet,language,replies_count,retweets_count,likes_count,Userhandle
191,2021-03-19 04:47:37 India Standard Time,mheldz_ph19qa,@lefortmoi @ligaya_Jo99 @jmsdvr_ So kaya po huwag kayo magtaka bakit lalo tumataas ang covid cases dyan sa pinas kasi walang disiplina ang titigas ng ulo ng mga pinoy di gaya dito sa bansa na kung asan ako kapag lumabag ka malaking penalty ang nakaabang na nababayaran mo.,tl,1.0,0.0,0.0,
192,2021-03-19 04:43:15 India Standard Time,mheldz_ph19qa,@jmsdvr_ Kahit po dito sa bansa kung asan ako ang laki din po ng tinaas ng covid cases kaya nagstrict din po dito mas grabe dito kasi kapag di ka sumunod ang laki ng penalty.bawal nga ang cloth facemask dito eh.  REQUEST @SB19Official @MTV #FridayLivestream   #SB19,tl,1.0,1.0,1.0,
193,2021-03-19 04:34:33 India Standard Time,sipgrab,"Fans allowed at Mets, Yankees games with proof of vaccine or negative COVID test  https://t.co/Cnx8ePzrsK #Sipgrab #UnitingPeopleWithThePossibilities",en,0.0,0.0,0.0,
194,2021-03-19 04:14:56 India Standard Time,fawaz_sm10,فخور بمشاركتي في حملة التطعيم ضد #كورونا COVID-19 و الي ساهمت فيها بتطعيم ما يقارب  ٥٠ شخص من مختلف الاعمار و الجنسيات .   الحمد لله 🙏🏼💉  https://t.co/UAEcOkZCZ5,ar,0.0,0.0,2.0,
195,2021-03-19 03:11:41 India Standard Time,asifshaheenmug9,COVID-19 infections in Pakistan are increasing once again. Save lives by following SOPs. Please avoid crowded places. Wear a mask and wash your hands frequently. We must remember that the pandemic is not over. Stay safe and stay healthy!,en,0.0,0.0,1.0,
196,2021-03-19 03:05:22 India Standard Time,sirajnoorani,"#MadhyaPradesh: Indore reports 309 fresh COVID-19 cases and 214 recoveries in the last 24 hours  Total cases: 63,510 Total recoveries: 60,606 Death toll: 944 Active cases: 1,960",en,0.0,0.0,0.0,
197,2021-03-19 03:04:59 India Standard Time,sirajnoorani,"#Punjab: Night curfew imposed in Amritsar, the city which reported 230 fresh cases of COVID-19 on March 18.   ""The chief minister has ordered curfew in the city between 11 pm and 5 am,"" says ACP (Central) Parvesh Chopra.  https://t.co/IGQISHFHNv",en,0.0,0.0,0.0,
198,2021-03-19 03:03:01 India Standard Time,sirajnoorani,"#Maharashtra: #Aurangabad reported 1,557 fresh COVID-19 cases and 15 deaths yesterday   Total cases in the district: 62,992 Total recoveries: 53,039 Death toll: 1,383 Total active cases: 8,570",en,0.0,0.0,0.0,
199,2021-03-19 02:59:13 India Standard Time,sirajnoorani,"As many as 40,564 beneficiaries received COVID-19 vaccine shots in Delhi on Thursday: Officials.",en,0.0,0.0,0.0,
200,2021-03-19 02:58:55 India Standard Time,sirajnoorani,"Delhi witnesses 607 new COVID-19 cases, highest in nearly 2.5 months; one fatality takes toll to 10,949: Authorities",en,0.0,0.0,0.0,
201,2021-03-19 02:54:02 India Standard Time,sipgrab,"Signet CEO cautious about jewelry sales later this year as Covid vaccines, travel pick up  https://t.co/2za9G8MtvT #Nifty #Sipgrab #UnitingPeopleWithThePossibilities",en,0.0,0.0,0.0,
202,2021-03-19 02:47:35 India Standard Time,snaeem78,Successfully completed Covid-19 vaccinations 1st Dose الحمدللہ الحمدللہ,ro,0.0,0.0,0.0,
203,2021-03-19 02:43:22 India Standard Time,ashutoshgyanpur,"पंजाब में होली समारोह से पहले, अमृतसर के दुकानदारों का कहना है कि COVID-19 के बढ़ते मामलों के कारण उनके व्यवसाय पर प्रतिकूल प्रभाव पड़ रहा है। एक दुकानदार ने कल कहा, ""बिक्री कम है।""  अमृतसर में रात का कर्फ्यू लगाया गया है, जिसमें 18 मार्च को 230 नए COVID-19 मामले सामने आए  https://t.co/ss0gBnTnW8",hi,0.0,0.0,1.0,
204,2021-03-19 02:18:33 India Standard Time,sipgrab,UK and EU regulatory agencies confirm COVID-19 Vaccine AstraZeneca is safe and effective  https://t.co/Sd42gqTmnU #Nifty #sipgrab,en,0.0,0.0,0.0,
205,2021-03-19 01:50:53 India Standard Time,saneehaahmad,"@Umar_Khan10 Pls encourage ppl to take ivermectin as a prophylactic. 12mg b4 breakfast once a week. If covid positive, 12mg morning/evening for 5 days.",en,0.0,0.0,0.0,
206,2021-03-19 01:35:42 India Standard Time,tridib_bordoloi,Over 10.75 lakh houses constructed under PMAY-U during Covid-19 pandemic: Puri   https://t.co/wuaZLE8yKw  via NaMo App  https://t.co/NwmmqkF3XD,en,0.0,0.0,0.0,
207,2021-03-19 01:30:32 India Standard Time,sipgrab,Biden says 65% of people 65 or older have received at least one COVID vaccine shot  https://t.co/9RsADxX51t #Sipgrab #UnitingPeopleWithThePossibilities,en,0.0,0.0,0.0,
208,2021-03-19 01:19:52 India Standard Time,mayankredkop,Multiple reports are stating that Tanzanian president #Magufuli is no more he died due to COVID. Ironically at the start of this pandemic he ignored the existence COVID to such a extent that he told his public to pray and ignore masks.,en,0.0,0.0,5.0,
209,2021-03-19 01:15:37 India Standard Time,dikshit_prakhar,Trade and Development Report by @UNCTAD shows how India lost 27.7% of its Pre Covid era growth. It's way below Global average of 12.3% loss.  It's an indictment that @narendramodi @nsitharaman failed to control the economic slide or the Covid pandemic.  https://t.co/JvDlgqJkEt,en,2.0,9.0,12.0,
210,2021-03-19 01:11:16 India Standard Time,sailesh2000,"@CMOMaharashtra @OfficeofUT @rajeshtope11 @AnilDeshmukhNCP Pls close all clubs, pubs, public places, public market, banquet halls, beaches, mass gathering for15 days, stop general public travel by train and bus till 31st March - to break the Corona cycle #Covid No to Lockdown",en,0.0,0.0,0.0,
211,2021-03-19 00:47:39 India Standard Time,pratikwashikar1,#covishield_vaccine💉✌🏻💓  a fight of COVID 19🔥 . . . #vaccine #covid #coronavirus #pandemic #health #corona #vaccination #virus #billgates #medicine #lockdown #science #quarantine #influenza #news #doctor #stayhome #healthcare #flu #immunization #socialdistancing #memes2021  https://t.co/U3n5emy8kG,en,0.0,0.0,2.0,
212,2021-03-19 00:25:55 India Standard Time,polsek_badau,"ingat ya selalu pakai masker, jaga jarak minimal 1 meter, cuci tangan pakai sabun dengan air mengalir minimal 20 detik dan atau pakai hand sanitizer, membatasi mobilitas dan menghindari kerumunan.  Ayo, Lindungi Diri dan Keluarga dari Covid-19  https://t.co/9VSqFxIwI7",in,0.0,0.0,1.0,
213,2021-03-19 00:21:09 India Standard Time,pramodgtk,Regarding the Covid-19 Vaccine Certificate #VaccinePassport   https://t.co/5OckybOVba,en,0.0,0.0,0.0,
214,2021-03-19 00:11:32 India Standard Time,vishalsahasrame,I have taken ‘Jan Andolan for COVID-19 Appropriate Behaviour’ Pledge and committed myself to the responsibility of taking necessary precautions to prevent the spread of COVID-19. You can also take the pledge at  https://t.co/rHvTzJSCDr  https://t.co/2NREehinxN via @mygovindia,en,1.0,2.0,9.0,
215,2021-03-19 00:03:01 India Standard Time,dilipsinghsange,"@Narendramodi_PM @PMOIndia @HMOIndia @AmitShah @digvijaya_28 @AmitShahOffice @NitishKumar @ArvindKejriwal @myogiadityanath @DrMohanBhagwat @narenderamodi_ @narendramodi @RSSorg @RSS_Org @KapilMishraAAP @arunjaitley @MamataOfficial @yadavtejashwi @yadavakhileshsp @GaurMalini @CMOMaharashtra @cmohry @CMOGuj @CMOUP_RC @CMORajsthan @Manekagandhibjp @GandhiSonia2013 @NarandraT @BJP4India @KailashOnline @ShatruganSinha @BeingSalmanKhan @SirPareshRawal @filmfare @akshaykumar @SUNILSHETTY @comindore @IndoreCollector @dmchhindwara @KamalNath_ @OfficeOfKNath @ashokgehlot51 @RahulGandhi @ChouhanShivraj @DGP_MP @hariips @ADG_INDORE_ZONE @naroo_mon @bhupendrasingho Madhya Pradesh: Indore reports 309 fresh COVID-19 cases and 214 recoveries in the last 24 hours  Total cases: 63,510 Total recoveries: 60,606 Death toll: 944 Active cases: 1,960  https://t.co/YwDnJDdV3A",en,1.0,0.0,0.0,
216,2021-03-19 00:01:41 India Standard Time,wearevizagites,A one year of COVID-19 in Vizag. #Covid_19 #covid19 #pandamic #coronavirus #covidvacccine  https://t.co/5bohFGrWZb,en,0.0,1.0,13.0,
217,2021-03-18 23:59:51 India Standard Time,dilipsinghsange,"Madhya Pradesh: Indore reports 309 fresh COVID-19 cases and 214 recoveries in the last 24 hours  Total cases: 63,510 Total recoveries: 60,606 Death toll: 944 Active cases: 1,960",en,0.0,0.0,0.0,
218,2021-03-18 23:55:40 India Standard Time,vijuinnaite,PM Modi Speaks At CMs' Meet; Calls For Zero Covid Vaccine Wastage; Avoiding Complacency   https://t.co/HTMExRoEFw  via NaMo App  https://t.co/IBSIdysSzK,en,0.0,0.0,0.0,
219,2021-03-18 23:55:30 India Standard Time,vijuinnaite,Quick steps needed to stop ‘second peak’: PM Modi cautions ‘carelessness’ against Covid-19   https://t.co/zCkUBaADal  via NaMo App  https://t.co/KZ2IBh41gH,en,0.0,0.0,0.0,
220,2021-03-18 23:55:19 India Standard Time,vijuinnaite,Over 10.75 lakh houses constructed under PMAY-U during Covid-19 pandemic: Puri   https://t.co/AJLohgtsvZ  via NaMo App  https://t.co/a173ynxSrd,en,0.0,0.0,0.0,
221,2021-03-18 23:53:23 India Standard Time,ranjanjati,Uttar Pradesh has not stated the Covid figures. Actual case may rise to 40000 per day #COVID19India #COVID19 #Corona #CoronaVaccine #COVID #CoronaVirusUpdates #coronavirus #Covaxin #Covishield #COVID19Vaccine #Corona #Corona #CovidVaccine #Corona #CoronaVaccine  https://t.co/r4m8KAvhiH,en,0.0,0.0,1.0,
222,2021-03-18 23:50:05 India Standard Time,kakakhail,How you are ensuring COVID vaccination for older peolpe living in shelter/ old homes?  @Asad_Umar @ImranKhanPTI @SaniaNishtar @MuradAliShahPPP  @faid_pakistan @HelpAge #CovidVaccine,en,0.0,0.0,1.0,
223,2021-03-18 23:45:42 India Standard Time,chemburchapters,"COVID-19: BMC starts reactivating hotels, halls, civic buildings as quarantine centres in Mumbai  https://t.co/wGTlAhakzN via @mumbaimirror",en,0.0,0.0,5.0,
224,2021-03-18 23:45:04 India Standard Time,chemburchapters,COVID-19 in Mumbai: Doubling rate of two wards fall below 100 days | freepressjournal  https://t.co/IZGPLrl7RR,en,0.0,0.0,2.0,
225,2021-03-18 23:40:39 India Standard Time,bsugataes,"#EiSamay#Kolkata,COVID relapsed as 2nd wave.West Bengal are in serious position.But Political party are not concerned. In state Assembly election campaign they are not follow COVID protocal.Which are affect the public health drastically.ECI worried.But political party don't care.",en,0.0,0.0,0.0,
226,2021-03-18 23:36:23 India Standard Time,dpkrajjha,"@ECISVEEP Dear Team, The way Covid cases are increasing again , i guess Election should be postponed as of now.",en,0.0,0.0,0.0,
227,2021-03-18 23:30:33 India Standard Time,sipgrab,"Oxford welcomes EU, UK regulator backing for COVID-19 vaccine  https://t.co/oPIYamh5EC #Sipgrab #UnitingPeopleWithThePossibilities",en,0.0,0.0,0.0,
228,2021-03-18 23:19:08 India Standard Time,akioasakura16,@irfanachos Mcm mne nk hilangkan covid satu dunia?,in,1.0,0.0,1.0,
229,2021-03-18 23:13:02 India Standard Time,drmurukadas,No of #Covid_19 +cases in Maharashtra today at 25833 is really worrisome;it has spiked to2877 in Mumbai. Main reason appears to be apathy of people in wearing masks&amp;maintaining social distancing.Maharashtra Govt has failed to take adequate steps to prevent crowding of people.,en,0.0,0.0,1.0,
230,2021-03-21 05:23:25 India Standard Time,rengat_barat,"*Polsek Rengat Barat Bersama TNI Dan Sat Pol PP Melaksanakan Pembagian Masker Dalam Rangka 100 Hari Kerja Kapolri , Di Wilkum Polsek Rengat Barat , Guna Cegah Penyebaran Virus Covid 19*  https://t.co/fWYiNqbTeQ",in,0.0,0.0,0.0,
231,2021-03-21 05:18:40 India Standard Time,ashubagri14,#tweets #advice #Management  #research  #fintech #smallbusiness #stock #love  #cryptocurrency #cryptocurrencies #Covid_19 #birthday #investing #sister #SBI #research #technicalguruji   #picks #Nifty #insiders #interesting #business #VentureCapital #smallbusiness  #fintech,und,0.0,0.0,0.0,
232,2021-03-21 05:02:09 India Standard Time,sravandasoju,"While @TelanganaCMO makes tall claims in the Assembly about 24/7 uninterrupted power supply, #Covid-19 patient dies on ventilator due to power outage..",en,0.0,16.0,25.0,
233,2021-03-21 04:59:36 India Standard Time,kchandra58,@Rajput_ssr2 Idiots...they could have said all this in one sentence....'Treat all hospital deaths as due to Covid regardless of comorbidities!',en,0.0,0.0,1.0,
234,2021-03-21 04:36:56 India Standard Time,tasterajasthan1,"#Covid_19 #Trending #news #sports #Entertainment #toothpick #tissuepaper #desserts,#minerals #Sit #eat #tea #coffee #MILK #the #taste #of #Rajasthan #restaurant #madhapur #Hyderabad  #latenightfood  #dinnerrecipes #breakfastideas #restaurantnearby #restaurantapp #restaurantdepot",und,0.0,0.0,0.0,
235,2021-03-21 04:36:43 India Standard Time,karnatakaportf,Forgot about Maharashtra ministry and their corruption just focus on Karnataka corrupted government who is not thinking about dre state people safety and in this covid situation and they have no plan too  #Karnataka #MaharashtraGovernment #Maharashtra #MahaVikasAghadi #SachinVaze,en,0.0,3.0,11.0,
236,2021-03-21 04:31:19 India Standard Time,malinibasu_,"It was a 20 hour journey. I made it safely to India a few hours ago.  Glad to see India taking proper precautions. Hard to see in the picture, but everyone is required to take a mandatory COVID test upon landing.   I’ll be spending time with family, &amp; underprivileged kids. 💜 🇮🇳  https://t.co/jIHNAXdHeW",en,15.0,0.0,105.0,
237,2021-03-21 04:27:28 India Standard Time,forsomedaysonly,Covid test in Jammu.....  https://t.co/pC8fZ2WI70,en,0.0,0.0,0.0,
238,2021-03-21 04:26:26 India Standard Time,emadfreex,And yeah Covid-19 has nothing to do with all that,en,0.0,0.0,0.0,
239,2021-03-21 04:10:37 India Standard Time,chsaghiriqbal1,I have come to know that Prime Minister @ImranKhanPTI has tested positive for COVID.  May Allah grant him full &amp; speedy recovery.,en,0.0,0.0,0.0,
240,2021-03-21 04:01:41 India Standard Time,amirhu39924940,Wishing Pm Imran Khan speedy recovery for covid-19,en,0.0,0.0,0.0,
241,2021-03-21 03:48:38 India Standard Time,zerryy____,"i'm 28 and i'm broke, nk beli monitor baru pn dh berbulan pikir .. covid had me good tho .. as a freelance 2 3 small job is totally small money dude .. its a covid apocalypse lol",en,0.0,0.0,0.0,
242,2021-03-21 03:30:23 India Standard Time,cheenaagha,"Please Covid, be over now",en,0.0,0.0,2.0,
243,2021-03-21 03:16:50 India Standard Time,janish_andu,Covid 19 Cases are increasing !!! Numbers are scaring... But More than that  Wearing that PPE in summer 😭😭😭 No... Not this again 😭😭😭,en,0.0,0.0,2.0,
244,2021-03-21 03:10:48 India Standard Time,vishmarine,in quarantine cause itz a requiremt.. Prior to me flyin out.. But I came after completing a covid test.. Still @JWMarriottJuhu I am not gettin room cleaning service like the rest!! Why? Whoz more safe? me? Ur staff? Or other guests? U want me 2 stay in a dirty room for 14 days?,en,1.0,0.0,0.0,
245,2021-03-21 03:10:09 India Standard Time,hasnatkhan7,Best wishes to Prime Minister @ImranKhanPTI for a speedy recovery from COVID-19.,en,0.0,0.0,0.0,
246,2021-03-21 03:10:04 India Standard Time,sipgrab,"Brazil Covid variant detected in New York resident for the first time, Cuomo says  https://t.co/WQP63zI7CO #Nifty #Sipgrab #UnitingPeopleWithThePossibilities",en,0.0,0.0,0.0,
247,2021-03-21 03:04:38 India Standard Time,saqik775,#PMImranKhan covid 19 positive. Hope he will recover soon Inshalha....  https://t.co/tvOBZ83yO2,en,0.0,0.0,0.0,
248,2021-03-21 03:01:58 India Standard Time,sirajnoorani,"Tamil Nadu reports 1,243 fresh COVID-19 cases, 634 discharges, and 8 deaths  Total cases: 8,65,693 Total discharges: 8,45,812 Active cases: 7,291 Death toll: 12,590  https://t.co/GVlVPkXLEe",en,0.0,0.0,0.0,
249,2021-03-21 02:59:26 India Standard Time,sirajnoorani,"Jharkhand reported 123 new COVID-19 cases and 54 recoveries yesterday, as per State Health Department   Total cases: 1,21,178 Active cases: 722 Total recoveries: 1,19,361 Death toll: 1,095",en,0.0,0.0,0.0,
250,2021-03-24 02:52:27 India Standard Time,sybushraa,"Inside a long Covid clinic: ’I look normal, but my body is breaking down’ – video  https://t.co/DzOTtxKJAx",en,0.0,0.0,0.0,
251,2021-03-24 02:47:34 India Standard Time,sipgrab,Personal Finance Daily: Over 90% of CEOs want to know the employee answer to this question and a person with a COVID vaccine will get a Krispy Kreme doughnut every day this year  https://t.co/gVmuQZzANo #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,en,0.0,0.0,0.0,
252,2021-03-24 02:21:46 India Standard Time,sravandasoju,"@BharatBiotech is 4M Hyderabad, why can't State government @TelanganaCMO procure sufficient quantities of Covid-19 vaccine doses &amp; supply it for free to all citizens of #Telangana? Why can’t #BastiDawakhanas be turned into Free Vaccine Centres? @KTRTRS   https://t.co/DfUhp7w2Fw",en,2.0,13.0,20.0,
253,2021-03-24 01:32:37 India Standard Time,chhachharadv,@FoziaMaliq Re Action /Side Effact Of the congo Vaccination Of Covid 19.,en,0.0,0.0,0.0,
254,2021-03-24 00:44:34 India Standard Time,sipgrab,Catalent says J&amp;J COVID-19 vaccine manufacturing facility received FDA authorization  https://t.co/KvKYHXrGnQ #Sipgrab #UnitingPeopleWithThePossibilities,en,0.0,0.0,0.0,
255,2021-03-24 00:39:04 India Standard Time,aakaashreddevil,We need Blood group A+ Plasma donors in MUMBAI urgently  ☑️ *BASIC CRITERIA:* ▪Recovered from Covid-19 after 1 Dec 2020 ▪28+ days post recovery *OR* 14+ days   PLEASE REGISTER as a Plasma donor on this link:  https://t.co/8HM7ptzxhV,en,1.0,0.0,2.0,
256,2021-03-24 00:24:17 India Standard Time,kumble_kavita,Reading this book #soulofawomen by this Chilean award winning author @isabelallende. She imagines post Covid would be the end of the patriarchy. These brutish men who rule the world would be run out. It would mean a world in which men and women share equally in running the planet  https://t.co/cMFPpKJo14,en,0.0,0.0,0.0,
257,2021-03-23 23:57:11 India Standard Time,iammayankkar,@ANI Covid ?,en,0.0,0.0,0.0,
258,2021-03-23 23:37:24 India Standard Time,chhachharadv,@memon_tabasum Niazi Also Effected From Covid 19 Having Totally Fec: Its All From Almighty Allah .,en,1.0,0.0,0.0,
259,2021-03-23 23:31:40 India Standard Time,harishkumardaga,"With raising COVID No’s Would req @TelanganaDGP A bar on public celebration of the coming Holi, Shab-e-Barat &amp; Navratra festivals  + Theatre + Pubs + No of people for wedding + Mask fine  @CPHydCity @cpcybd @AddlCPCrimesHyd @DCPEASTZONE @Director_EVDM @umasudhir @Nabinder_TOI",en,1.0,1.0,6.0,
260,2021-03-23 23:31:35 India Standard Time,sipgrab,Number of COVID patients in intensive care in France at highest level this year  https://t.co/3989sIjDXv #Sipgrab #UnitingPeopleWithThePossibilities,en,0.0,0.0,0.0,
261,2021-03-23 23:29:07 India Standard Time,katejones_teach,Very excited to be a guest host for @TTRadio2021 talking about how Covid has changed professional learning.   My guests are the wonderful @Missaahistory &amp; the brilliant @DanEdwards_77 😁😁  https://t.co/pC5RbGk6uy,en,0.0,8.0,15.0,
262,2021-03-23 23:28:46 India Standard Time,sanjuktasinha6,"@ArvindKejriwal its a humble request from a resident of Dwarka and a mom to look into the matter of mosquitoes in Dwarka. We shouldn't forget dengue, malaria and consider only covid.Plz spray mosquitoe fumes so that we can atleast survive.Millions of mosquitoes #dwarka22#",en,0.0,1.0,1.0,
263,2021-03-23 23:24:33 India Standard Time,nisht88,The best vaccine for Çovid are election rallies,ca,0.0,0.0,0.0,
264,2021-03-23 23:04:14 India Standard Time,rajivsodhani,@PMOIndia Sirs my father is 93 years old and immobile . Pls allow and support private doctors to Administer Covid vaccine at home . Due to attendants he is always under risk to get the infection!,en,0.0,0.0,0.0,
265,2021-03-23 22:48:48 India Standard Time,renusubramaniam,@NMMConline It's such a task getting Covid test even for travelling here in Maharashtra. Everywhere पैसे बनाने का मौका है बस. Why font you increase free testing and vaccination centres? Learn from other states. Khali mazi jawabdari? Govt chi nahi?,en,0.0,0.0,0.0,
266,2021-03-23 22:45:38 India Standard Time,renusubramaniam,"@NMMConline Who will bear the price of Covid testing at malls entry? Is it free? Learn something from Delhi. Metro /bus/railway stations, many public places have free testing facility. See the result of it how Delhi controlled Covid rise.",en,1.0,0.0,1.0,
267,2021-03-23 22:44:09 India Standard Time,syed_danish10,232 fresh covid cases found in Lucknow today.  #COVID19 #COVIDー19,en,0.0,0.0,0.0,
268,2021-03-23 22:39:37 India Standard Time,jasimmohammad_,"@Dm_Aligarh का ध्यान Delhi sees highest spike of 1,101 fresh Covid cases, tally nearing 650,000  https://t.co/wQrIRii2os #Covid के टेस्टिंग ओर दिलाना चाहता हूँ। भीड़भाड़ वाली जगह पे औचक कोरोना का टेस्ट करवाया जाए। मास्क ना पहनने पे जुर्माना अनिवार्य किया जाए। @AwasthiAwanishK",hi,0.0,0.0,0.0,
269,2021-03-23 22:35:09 India Standard Time,jasimmohammad_,"#Aligarh @Dm_Aligarh का ध्यान #Covid के बढ़ते संख्या की ओर दिलाना चाहूँगा। अलीगढ़ में मास्क पहनना अनिवार्य कर दिया जाए, सरकारी अधिकारी हो या जनता मास्क ना पहनने पे जुर्माना लिया जाए। दो गज़ की दूरी को अनिवार्य किया जाए। @AwasthiAwanishK @CommissionerAli @myogiadityanath",hi,0.0,0.0,1.0,
270,2021-03-29 04:56:33 India Standard Time,forcemultan,"The WHO has declared COVID-19 a pandemic. Currently, the Government is making all-out efforts to deal with a rapidly evolving situation which is a challenge, not only for Pakistan but the whole world. #FollowCovidSOPs",en,0.0,0.0,0.0,
271,2021-03-29 04:37:54 India Standard Time,sirajnoorani,"In view of the rise in fresh Covid-19 cases, #Maharashtra Chief Minister Uddhav Thackeray asked officials to prepare a plan for implementation of a lockdown which will have a minimum impact on the economy, on the recommendation of the state Covid-19 task force.",en,0.0,0.0,0.0,
272,2021-03-29 04:36:33 India Standard Time,sipgrab,Birx says COVID death toll in U.S. would have been mitigated with earlier action  https://t.co/XeUsxHP6gR #Sipgrab #UnitingPeopleWithThePossibilities,en,0.0,0.0,0.0,
273,2021-03-29 04:36:27 India Standard Time,ashif3,"🎨May God give you all the colours of life, colours of joy,colours of happiness, colours of friendship,colours of love and all other colours you want to paint in your life.Happy Holi Plz Be Safe And Follow All Rules On COVID-19 Precaution. “Safety isn’t expensive,it’s priceless”  https://t.co/kFndToRGYz",en,0.0,1.0,3.0,
274,2021-03-29 04:36:23 India Standard Time,r_tmohammed,@RDream22 COVID color 🤢🤢🤢,ro,1.0,0.0,0.0,
275,2021-03-29 04:32:29 India Standard Time,fadzilatan,@KKMPutrajaya  New Zealand dah be as Covid  https://t.co/y36MO9dRKc,en,0.0,0.0,0.0,
276,2021-03-29 04:32:15 India Standard Time,umaircheema75,جماعت اسلامی کے امیر @SirajOfficial صاحب @OfficialNcoc کی جاری کردہ کورونا SOP's پر راولپنڈی میں عملدرآمد کرتے ہوئے۔  #CoronaVirusUpdates #Covid_19  🙏 🙏 🙏 #StaySafe 🙏 🙏 🙏  https://t.co/qu8ZYjBuZd,ur,1.0,0.0,1.0,
277,2021-03-29 03:27:17 India Standard Time,minal_bhatia,@Azamlebbai1 @INCMumbai @GaikwadSpeaks @VarshaEGaikwad @INCMinority @hajibabbukhan @akrammohamed786 #AmarMahal Signal #the service road going towards #Cheddha Nagar is in pathetic conditions #not a single cleanup in past 3years #before and after Covid #scene remains the same #irresponsible #noaccountability  https://t.co/RJ2HkYYf2g,en,0.0,0.0,0.0,
278,2021-03-29 03:21:00 India Standard Time,bhnews_eng,"Out of 16820 COVID-19 tests carried out on 28 March  2021, 1027 new cases have been detected among 309 expatriate workers, 702 new cases are contacts of active cases, and 16 are travel related. There were 643 recoveries from COVID19, increasing total recoveries to 133098  https://t.co/MTNLeQRYsE",en,0.0,1.0,0.0,
279,2021-03-29 02:55:44 India Standard Time,umiipeer,"Covid-19 Lockdown March 28 Highlights: Maharashtra reports highest ever single-day spike in virus infection; Delhi and Punjab, too, see record surge",en,0.0,0.0,0.0,
280,2021-03-29 02:47:12 India Standard Time,masseyabhay,Fvck covid 19,tl,0.0,0.0,0.0,
281,2021-03-29 02:09:04 India Standard Time,sipgrab,Soccer: Canada v Cayman Islands World Cup qualifier postponed over COVID-19 tests  https://t.co/HNFHy8jLKh #Sipgrab #UnitingPeopleWithThePossibilities,en,0.0,0.0,0.0,
282,2021-03-29 02:07:33 India Standard Time,sipgrab,Merkel presses German states to get tough with COVID curbs  https://t.co/GOYKiVub2e #Sipgrab #UnitingPeopleWithThePossibilities,en,0.0,0.0,0.0,
283,2021-03-29 01:55:07 India Standard Time,mubashiryouzf,So sachin tendulkar tests positive for covid: isolated ! ☹️ #CoronaVirusUpdates  https://t.co/LOXS1wEr00,en,1.0,0.0,9.0,
284,2021-03-29 01:38:53 India Standard Time,shahhifxan333,Holi nhi Covid hai!🙊  #Advice  #COVID19,cy,1.0,0.0,0.0,
285,2021-03-29 01:36:33 India Standard Time,sipgrab,Doctors issue warning over rise in French COVID-19 intensive care patients  https://t.co/D2C2AAaeQq #Sipgrab #UnitingPeopleWithThePossibilities,en,0.0,0.0,0.0,
286,2021-03-31 05:15:50 India Standard Time,rainazar,الباکستانی مذہبی جہالت پر، لعنت بےشمار... 😡 #Covid_19  https://t.co/LC01prE1R7,ur,1.0,1.0,1.0,
287,2021-03-31 05:13:04 India Standard Time,djm3cpazbzpz62i,អត់​ហ៊ាន​ចេញ​ក្រៅ​ខ្លាច​បងវិដ​(covid 19)  https://t.co/sFn39BuVp5,km,15.0,6.0,232.0,
288,2021-03-31 05:08:02 India Standard Time,djm3cpazbzpz62i,@IY2gdk4yEoUm0rA គ្មាន​គ្នា…​មាន​តែ​វិធី​នេះ​ហេីយ​ អត់​ហ៊ាន​ចេញ​ក្រៅ​ខ្លាច​ បងវិដ​(covid 19)  https://t.co/jzW5WspS8A,km,0.0,0.0,3.0,
289,2021-03-31 05:07:57 India Standard Time,aftabchandio786,Breathing in Mask 😷 is Easier than Breathing on a Ventilator 🚑  #WearAMask   #Coronaviruspakistan  #Covid_19  https://t.co/UUVW6Bfiu2,en,0.0,0.0,0.0,
290,2021-03-31 04:53:25 India Standard Time,thailandee_com,@yummie_bangkok Le covid a permis une regeneration donc c'est mieux. Mais restera a bien le gérer au retour des touristes,fr,0.0,0.0,1.0,
291,2021-03-31 04:43:24 India Standard Time,basisomega,@mkini_bm Apa aoa je lah berita yg bangang lagi cibai.Tak de kena  mengena dgn hidup masyarakat yg terkesan ekonomi covid dan gejala rasuah berleluasa.Berita chap lancau,in,0.0,0.0,1.0,
292,2021-03-31 04:34:04 India Standard Time,sipgrab,T cells induced by COVID-19 infection respond to new virus variants: U.S. study  https://t.co/kzqyS0DUnu #Sipgrab #UnitingPeopleWithThePossibilities,en,0.0,0.0,0.0,
293,2021-03-31 04:31:52 India Standard Time,adityan2003,Today the Future of Odisha is burning Why the government plays the life of students? This is the right time to take examination? Who are responsible for students if they will found Covid-19 +ve? There is no value of the students? Reply @CMO_Odisha  @Naveen_Odisha @samirdash01  https://t.co/psK37NTBJH,en,0.0,2.0,3.0,
294,2021-03-31 04:23:50 India Standard Time,zaailor,"But @seanwharton you’re getting ahead of issue of who’s at &gt; risk of a #covid impact, by not pointing out @CPHO_Canada’s failures in @Murray_Brewster’s  https://t.co/KTzQpnP2M0 are reflected TODAY, in #phac not warning the 85 &amp; 69% of ♂&amp; ♀that are #overfat, of their higher risk.  https://t.co/RaDfkNKzCE",en,0.0,0.0,0.0,
295,2021-03-31 04:01:48 India Standard Time,fulcrum005,"Vale madre, mi hermana salió positiva de COVID, necesitamos buenas vibras",es,0.0,0.0,1.0,
