,tweet,clean_tweet,label
1415,Trade and Development Report by @UNCTAD shows how India lost 27.7% of its Pre Covid era growth. It's way below Global average of 12.3% loss.  It's an indictment that @narendramodi @nsitharaman failed to control the economic slide or the Covid pandemic.  https://t.co/JvDlgqJkEt,trade develop report show india lose pre covid era growth way global averag loss indict fail control econom slide covid pandem ,0
1416,"@CMOMaharashtra @OfficeofUT @rajeshtope11 @AnilDeshmukhNCP Pls close all clubs, pubs, public places, public market, banquet halls, beaches, mass gathering for15 days, stop general public travel by train and bus till 31st March - to break the Corona cycle #Covid No to Lockdown",close club pub public place public market banquet hall beach mass gather day stop gener public travel train till march break corona cycl lockdown ,0
1417,#covishield_vaccine💉✌🏻💓  a fight of COVID 19🔥 . . . #vaccine #covid #coronavirus #pandemic #health #corona #vaccination #virus #billgates #medicine #lockdown #science #quarantine #influenza #news #doctor #stayhome #healthcare #flu #immunization #socialdistancing #memes2021  https://t.co/U3n5emy8kG,fight covid ,0
1418,Regarding the Covid-19 Vaccine Certificate #VaccinePassport   https://t.co/5OckybOVba,covid vaccin certif ,0
1419,I have taken ‘Jan Andolan for COVID-19 Appropriate Behaviour’ Pledge and committed myself to the responsibility of taking necessary precautions to prevent the spread of COVID-19. You can also take the pledge at  https://t.co/rHvTzJSCDr  https://t.co/2NREehinxN via @mygovindia,jan andolan covid appropri behaviour pledg commit respons necessari precaut prevent spread covid pledg ,0
1420,"@Narendramodi_PM @PMOIndia @HMOIndia @AmitShah @digvijaya_28 @AmitShahOffice @NitishKumar @ArvindKejriwal @myogiadityanath @DrMohanBhagwat @narenderamodi_ @narendramodi @RSSorg @RSS_Org @KapilMishraAAP @arunjaitley @MamataOfficial @yadavtejashwi @yadavakhileshsp @GaurMalini @CMOMaharashtra @cmohry @CMOGuj @CMOUP_RC @CMORajsthan @Manekagandhibjp @GandhiSonia2013 @NarandraT @BJP4India @KailashOnline @ShatruganSinha @BeingSalmanKhan @SirPareshRawal @filmfare @akshaykumar @SUNILSHETTY @comindore @IndoreCollector @dmchhindwara @KamalNath_ @OfficeOfKNath @ashokgehlot51 @RahulGandhi @ChouhanShivraj @DGP_MP @hariips @ADG_INDORE_ZONE @naroo_mon @bhupendrasingho Madhya Pradesh: Indore reports 309 fresh COVID-19 cases and 214 recoveries in the last 24 hours  Total cases: 63,510 Total recoveries: 60,606 Death toll: 944 Active cases: 1,960  https://t.co/YwDnJDdV3A",madhya pradesh indor report fresh covid case recoveri hour total case total recoveri death toll activ case ,1
1421,A one year of COVID-19 in Vizag. #Covid_19 #covid19 #pandamic #coronavirus #covidvacccine  https://t.co/5bohFGrWZb,year covid vizag ,0
1422,"Madhya Pradesh: Indore reports 309 fresh COVID-19 cases and 214 recoveries in the last 24 hours  Total cases: 63,510 Total recoveries: 60,606 Death toll: 944 Active cases: 1,960",madhya pradesh indor report fresh covid case recoveri hour total case total recoveri death toll activ case ,1
1423,PM Modi Speaks At CMs' Meet; Calls For Zero Covid Vaccine Wastage; Avoiding Complacency   https://t.co/HTMExRoEFw  via NaMo App  https://t.co/IBSIdysSzK,modi speak meet call zero covid vaccin wastag avoid complac namo app ,0
1424,Quick steps needed to stop ‘second peak’: PM Modi cautions ‘carelessness’ against Covid-19   https://t.co/zCkUBaADal  via NaMo App  https://t.co/KZ2IBh41gH,quick step stop second peak modi caution careless covid namo app ,0
1425,Over 10.75 lakh houses constructed under PMAY-U during Covid-19 pandemic: Puri   https://t.co/AJLohgtsvZ  via NaMo App  https://t.co/a173ynxSrd,lakh hous construct pmayu covid pandem puri namo app ,0
1426,Uttar Pradesh has not stated the Covid figures. Actual case may rise to 40000 per day #COVID19India #COVID19 #Corona #CoronaVaccine #COVID #CoronaVirusUpdates #coronavirus #Covaxin #Covishield #COVID19Vaccine #Corona #Corona #CovidVaccine #Corona #CoronaVaccine  https://t.co/r4m8KAvhiH,uttar pradesh state covid figur actual case rise day ,0
1427,How you are ensuring COVID vaccination for older peolpe living in shelter/ old homes?  @Asad_Umar @ImranKhanPTI @SaniaNishtar @MuradAliShahPPP  @faid_pakistan @HelpAge #CovidVaccine,ensur covid vaccin older peolp live shelter old home ,0
1428,"COVID-19: BMC starts reactivating hotels, halls, civic buildings as quarantine centres in Mumbai  https://t.co/wGTlAhakzN via @mumbaimirror",covid bmc start reactiv hotel hall civic build quarantin centr mumbai ,0
1429,COVID-19 in Mumbai: Doubling rate of two wards fall below 100 days | freepressjournal  https://t.co/IZGPLrl7RR,covid mumbai doubl rate ward fall day freepressjourn ,0
1430,"#EiSamay#Kolkata,COVID relapsed as 2nd wave.West Bengal are in serious position.But Political party are not concerned. In state Assembly election campaign they are not follow COVID protocal.Which are affect the public health drastically.ECI worried.But political party don't care.",relaps wavewest bengal positionbut polit parti concern state assembl elect campaign follow covid protocalwhich affect public health drasticallyeci worriedbut polit parti dont care ,0
1431,"@ECISVEEP Dear Team, The way Covid cases are increasing again , i guess Election should be postponed as of now.",dear team way covid case increas guess elect postpon ,0
1432,"Oxford welcomes EU, UK regulator backing for COVID-19 vaccine  https://t.co/oPIYamh5EC #Sipgrab #UnitingPeopleWithThePossibilities",oxford welcom regul back covid vaccin ,0
1433,No of #Covid_19 +cases in Maharashtra today at 25833 is really worrisome;it has spiked to2877 in Mumbai. Main reason appears to be apathy of people in wearing masks&amp;maintaining social distancing.Maharashtra Govt has failed to take adequate steps to prevent crowding of people.,case maharashtra today worrisomeit spike mumbai main reason appear apathi peopl wear masksampmaintain social distancingmaharashtra govt fail adequ step prevent crowd peopl ,0
1434,"While @TelanganaCMO makes tall claims in the Assembly about 24/7 uninterrupted power supply, #Covid-19 patient dies on ventilator due to power outage..",tall claim assembl uninterrupt power suppli patient ventil power outag ,0
1435,@Rajput_ssr2 Idiots...they could have said all this in one sentence....'Treat all hospital deaths as due to Covid regardless of comorbidities!',idiotsthey sentencetreat hospit death covid regardless comorbid ,0
1436,Forgot about Maharashtra ministry and their corruption just focus on Karnataka corrupted government who is not thinking about dre state people safety and in this covid situation and they have no plan too  #Karnataka #MaharashtraGovernment #Maharashtra #MahaVikasAghadi #SachinVaze,forgot maharashtra ministri corrupt focu karnataka corrupt govern dre state peopl safeti covid situat plan ,0
1437,"It was a 20 hour journey. I made it safely to India a few hours ago.  Glad to see India taking proper precautions. Hard to see in the picture, but everyone is required to take a mandatory COVID test upon landing.   I’ll be spending time with family, &amp; underprivileged kids. 💜 🇮🇳  https://t.co/jIHNAXdHeW",hour journey safe india hour ago glad india proper precaut hard pictur requir mandatori covid test land ill spend time famili underprivileg kid ,0
1438,Covid test in Jammu.....  https://t.co/pC8fZ2WI70,covid test jammu ,0
1439,And yeah Covid-19 has nothing to do with all that,yeah covid ,0
1440,I have come to know that Prime Minister @ImranKhanPTI has tested positive for COVID.  May Allah grant him full &amp; speedy recovery.,prime minist test posit covid allah grant speedi recoveri ,0
1441,Wishing Pm Imran Khan speedy recovery for covid-19,wish imran khan speedi recoveri covid ,0
1442,"i'm 28 and i'm broke, nk beli monitor baru pn dh berbulan pikir .. covid had me good tho .. as a freelance 2 3 small job is totally small money dude .. its a covid apocalypse lol",broke beli monitor baru berbulan pikir covid tho freelanc small job total small money dude covid apocalyps lol ,0
1443,"Please Covid, be over now",covid ,0
1444,Covid 19 Cases are increasing !!! Numbers are scaring... But More than that  Wearing that PPE in summer 😭😭😭 No... Not this again 😭😭😭,covid case increas number scar wear ppe summer ,0
1445,in quarantine cause itz a requiremt.. Prior to me flyin out.. But I came after completing a covid test.. Still @JWMarriottJuhu I am not gettin room cleaning service like the rest!! Why? Whoz more safe? me? Ur staff? Or other guests? U want me 2 stay in a dirty room for 14 days?,quarantin caus itz requiremt prior flyin complet covid test gettin room clean servic like rest whoz safe staff guest stay dirti room day ,0
1446,Best wishes to Prime Minister @ImranKhanPTI for a speedy recovery from COVID-19.,best wish prime minist speedi recoveri covid ,0
1447,"Brazil Covid variant detected in New York resident for the first time, Cuomo says  https://t.co/WQP63zI7CO #Nifty #Sipgrab #UnitingPeopleWithThePossibilities",brazil covid variant detect new york resid time cuomo ,0
1448,#PMImranKhan covid 19 positive. Hope he will recover soon Inshalha....  https://t.co/tvOBZ83yO2,covid posit hope recov soon inshalha ,0
1449,"Tamil Nadu reports 1,243 fresh COVID-19 cases, 634 discharges, and 8 deaths  Total cases: 8,65,693 Total discharges: 8,45,812 Active cases: 7,291 Death toll: 12,590  https://t.co/GVlVPkXLEe",tamil nadu report fresh covid case discharg death total case total discharg activ case death toll ,1
1450,"Jharkhand reported 123 new COVID-19 cases and 54 recoveries yesterday, as per State Health Department   Total cases: 1,21,178 Active cases: 722 Total recoveries: 1,19,361 Death toll: 1,095",jharkhand report new covid case recoveri yesterday state health depart total case activ case total recoveri death toll ,1
1451,"Inside a long Covid clinic: ’I look normal, but my body is breaking down’ – video  https://t.co/DzOTtxKJAx",insid long covid clinic look normal bodi break down video ,0
1452,Personal Finance Daily: Over 90% of CEOs want to know the employee answer to this question and a person with a COVID vaccine will get a Krispy Kreme doughnut every day this year  https://t.co/gVmuQZzANo #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,person financ daili ceo employe answer question person covid vaccin krispi kreme doughnut day year ,0
1453,"@BharatBiotech is 4M Hyderabad, why can't State government @TelanganaCMO procure sufficient quantities of Covid-19 vaccine doses &amp; supply it for free to all citizens of #Telangana? Why can’t #BastiDawakhanas be turned into Free Vaccine Centres? @KTRTRS   https://t.co/DfUhp7w2Fw",hyderabad cant state govern procur suffici quantiti covid vaccin suppli free citizen cant turn free vaccin centr ,0
1454,@FoziaMaliq Re Action /Side Effact Of the congo Vaccination Of Covid 19.,action side effact congo vaccin covid ,0
1455,Catalent says J&amp;J COVID-19 vaccine manufacturing facility received FDA authorization  https://t.co/KvKYHXrGnQ #Sipgrab #UnitingPeopleWithThePossibilities,catal jampj covid vaccin manufactur facil receiv fda author ,0
1456,We need Blood group A+ Plasma donors in MUMBAI urgently  ☑️ *BASIC CRITERIA:* ▪Recovered from Covid-19 after 1 Dec 2020 ▪28+ days post recovery *OR* 14+ days   PLEASE REGISTER as a Plasma donor on this link:  https://t.co/8HM7ptzxhV,blood group plasma donor mumbai urgent basic criterion recov covid dec day post recoveri day regist plasma donor link ,0
1457,Reading this book #soulofawomen by this Chilean award winning author @isabelallende. She imagines post Covid would be the end of the patriarchy. These brutish men who rule the world would be run out. It would mean a world in which men and women share equally in running the planet  https://t.co/cMFPpKJo14,read book chilean award win author imago post covid end patriarchi brutish men rule world mean world men woman share equal planet ,0
1458,@ANI Covid ?,covid ,0
1459,@memon_tabasum Niazi Also Effected From Covid 19 Having Totally Fec: Its All From Almighty Allah .,niazi effect covid total fec almighti allah ,0
1460,"With raising COVID No’s Would req @TelanganaDGP A bar on public celebration of the coming Holi, Shab-e-Barat &amp; Navratra festivals  + Theatre + Pubs + No of people for wedding + Mask fine  @CPHydCity @cpcybd @AddlCPCrimesHyd @DCPEASTZONE @Director_EVDM @umasudhir @Nabinder_TOI",rais covid req bar public celebr holi shabebarat navratra festiv theatr pub peopl wed mask fine ,0
1461,Number of COVID patients in intensive care in France at highest level this year  https://t.co/3989sIjDXv #Sipgrab #UnitingPeopleWithThePossibilities,number covid patient intens care franc highest level year ,0
1462,Very excited to be a guest host for @TTRadio2021 talking about how Covid has changed professional learning.   My guests are the wonderful @Missaahistory &amp; the brilliant @DanEdwards_77 😁😁  https://t.co/pC5RbGk6uy,excit guest host talk covid chang profession learn guest wonder brilliant ,0
1463,"@ArvindKejriwal its a humble request from a resident of Dwarka and a mom to look into the matter of mosquitoes in Dwarka. We shouldn't forget dengue, malaria and consider only covid.Plz spray mosquitoe fumes so that we can atleast survive.Millions of mosquitoes #dwarka22#",humbl request resid dwarka mom look matter mosquito dwarka shouldnt forget dengu malaria consid covidplz spray mosquito fume atleast survivemillion mosquito ,0
1464,@PMOIndia Sirs my father is 93 years old and immobile . Pls allow and support private doctors to Administer Covid vaccine at home . Due to attendants he is always under risk to get the infection!,sir father year old immobil allow support privat doctor administ covid vaccin home attend risk infect ,0
1465,@NMMConline It's such a task getting Covid test even for travelling here in Maharashtra. Everywhere पैसे बनाने का मौका है बस. Why font you increase free testing and vaccination centres? Learn from other states. Khali mazi jawabdari? Govt chi nahi?,task covid test travel maharashtra font increas free test vaccin centr learn state khali mazi jawabdari govt chi nahi ,0
1466,"@NMMConline Who will bear the price of Covid testing at malls entry? Is it free? Learn something from Delhi. Metro /bus/railway stations, many public places have free testing facility. See the result of it how Delhi controlled Covid rise.",bear price covid test mall entri free learn delhi metro busrailway station public place free test facil result delhi control covid rise ,0
1467,232 fresh covid cases found in Lucknow today.  #COVID19 #COVIDー19,fresh covid case found lucknow today ,0
1468,"The WHO has declared COVID-19 a pandemic. Currently, the Government is making all-out efforts to deal with a rapidly evolving situation which is a challenge, not only for Pakistan but the whole world. #FollowCovidSOPs",declar covid pandem current govern allout effort deal rapidli evolv situat challeng pakistan world ,0
1469,"In view of the rise in fresh Covid-19 cases, #Maharashtra Chief Minister Uddhav Thackeray asked officials to prepare a plan for implementation of a lockdown which will have a minimum impact on the economy, on the recommendation of the state Covid-19 task force.",view rise fresh covid case chief minist uddhav thackeray ask offici prepar plan implement lockdown minimum impact economi recommend state covid task forc ,0
1470,Birx says COVID death toll in U.S. would have been mitigated with earlier action  https://t.co/XeUsxHP6gR #Sipgrab #UnitingPeopleWithThePossibilities,birx covid death toll mitig earlier action ,0
1471,"🎨May God give you all the colours of life, colours of joy,colours of happiness, colours of friendship,colours of love and all other colours you want to paint in your life.Happy Holi Plz Be Safe And Follow All Rules On COVID-19 Precaution. “Safety isn’t expensive,it’s priceless”  https://t.co/kFndToRGYz",god colour life colour joycolour happi colour friendshipcolour love colour paint lifehappi holi plz safe follow rule covid precaut safeti isnt expensiveit priceless ,0
1472,@KKMPutrajaya  New Zealand dah be as Covid  https://t.co/y36MO9dRKc,new zealand dah covid ,0
1473,@Azamlebbai1 @INCMumbai @GaikwadSpeaks @VarshaEGaikwad @INCMinority @hajibabbukhan @akrammohamed786 #AmarMahal Signal #the service road going towards #Cheddha Nagar is in pathetic conditions #not a single cleanup in past 3years #before and after Covid #scene remains the same #irresponsible #noaccountability  https://t.co/RJ2HkYYf2g,signal servic road nagar pathet condit singl cleanup past year covid remain ,0
1474,"Out of 16820 COVID-19 tests carried out on 28 March  2021, 1027 new cases have been detected among 309 expatriate workers, 702 new cases are contacts of active cases, and 16 are travel related. There were 643 recoveries from COVID19, increasing total recoveries to 133098  https://t.co/MTNLeQRYsE",covid test carri march new case detect expatri worker new case contact activ case travel relat recoveri covid increas total recoveri ,1
1475,"Covid-19 Lockdown March 28 Highlights: Maharashtra reports highest ever single-day spike in virus infection; Delhi and Punjab, too, see record surge",covid lockdown march highlight maharashtra report highest singleday spike viru infect delhi punjab record surg ,0
1476,Soccer: Canada v Cayman Islands World Cup qualifier postponed over COVID-19 tests  https://t.co/HNFHy8jLKh #Sipgrab #UnitingPeopleWithThePossibilities,soccer canada cayman island world cup qualifi postpon covid test ,0
1477,Merkel presses German states to get tough with COVID curbs  https://t.co/GOYKiVub2e #Sipgrab #UnitingPeopleWithThePossibilities,merkel press german state tough covid curb ,0
1478,So sachin tendulkar tests positive for covid: isolated ! ☹️ #CoronaVirusUpdates  https://t.co/LOXS1wEr00,sachin tendulkar test posit covid isol ,0
1479,Doctors issue warning over rise in French COVID-19 intensive care patients  https://t.co/D2C2AAaeQq #Sipgrab #UnitingPeopleWithThePossibilities,doctor issu warn rise french covid intens care patient ,0
1480,Breathing in Mask 😷 is Easier than Breathing on a Ventilator 🚑  #WearAMask   #Coronaviruspakistan  #Covid_19  https://t.co/UUVW6Bfiu2,breath mask easier breath ventil ,0
1481,T cells induced by COVID-19 infection respond to new virus variants: U.S. study  https://t.co/kzqyS0DUnu #Sipgrab #UnitingPeopleWithThePossibilities,cell induc covid infect respond new viru variant studi ,0
1482,Today the Future of Odisha is burning Why the government plays the life of students? This is the right time to take examination? Who are responsible for students if they will found Covid-19 +ve? There is no value of the students? Reply @CMO_Odisha  @Naveen_Odisha @samirdash01  https://t.co/psK37NTBJH,today futur odisha burn govern play life student time examin respons student found covid valu student repli ,0
1483,"But @seanwharton you’re getting ahead of issue of who’s at &gt; risk of a #covid impact, by not pointing out @CPHO_Canada’s failures in @Murray_Brewster’s  https://t.co/KTzQpnP2M0 are reflected TODAY, in #phac not warning the 85 &amp; 69% of ♂&amp; ♀that are #overfat, of their higher risk.  https://t.co/RaDfkNKzCE",your ahead issu who risk impact point failur reflect today warn higher risk ,0
1484,WTA urges players to get COVID-19 vaccine  https://t.co/xxYbqu6deg #Sipgrab #UnitingPeopleWithThePossibilities,wta urg player covid vaccin ,0
1485,"It looks like COVID Cases will only increase with the opening of schools and colleges, the crowd of students celebrating Holi on the streets of Kota, and the crowds in the elections are not affecting the Corona Cases. @CollectorKota #Reopencolleges @EduMinOfIndia @ashokgehlot51",look like covid case increas open school colleg crowd student celebr holi street kota crowd elect affect corona case ,0
1486,".@seanwharton When 85 &amp; 69% of ♂&amp; ♀are #overfat, &amp; #obesity’s higher than believed due to #bmi underreports #obesity &gt;36% ( https://t.co/T9nssjLM8g), delaying 2nd #COVID jab 16wks to vax everyone, achieves sans stigmatizing, the prioritization u pitch in  https://t.co/AIVQjxp7V5.  https://t.co/IOiicmDFFN",higher believ underreport delay jab vax achiev san stigmat priorit pitch ,0
1487,@JAlevels @HniaziISF @mominsaqib Correction: their only stance was if covid continues like this only then exams can be cancelled. (You started with a past tense),correct stanc covid continu like exam cancel you start past tens ,0
1488,#March2021  - @BCCI wins series against @englandcricket - #Evergreen Ship gets blocked at #Suez Canal Egypt - 2nd wave of #COVID in #India . #lockdown is several states - @IPL set to start on 9th #April wid 0 attendance   #INDvENG #SuezBLOCKED #COVID19India #IPL2021 #tuesdayvibe,win seri ship block canal egypt wave state set start wid attend ,0
1489,"Govt and private schools for class 1 to class 8 have been instructed to remain shut till April 4, in the view of COVID19. Other schools have been instructed to ensure full compliance with COVID protocol: UP Govt",govt privat school class class instruct remain shut till april view covid school instruct ensur complianc covid protocol govt ,0
1490,Need O+ covid cured atleast 4 week ago plazma immediately. Plz contact 7044690795,covid cure atleast week ago plazma immedi plz contact ,0
1491,NIH study shows promising Covid results against some variants that could be good news for vaccines  https://t.co/sC9JaXHqVc #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,nih studi show promis covid result variant news vaccin ,0
1492,Oh the places we used to be able to go. And the people we used to be able to celebrate. #BruceLee #HongKong #COVID19 #Covid_19 #depressed  https://t.co/Fxusi1DJmn,place abl peopl abl celebr ,0
1493,"If you are eligible and have access, please get vaccinated. Also plz note that vaccine is only effective after 28 days of 2nd dose. Even with vaccine, one can still get covid and transmit. Vaccine only helps your body fight virus better. So please continue to follow SOPs.",elig access vaccin plz note vaccin effect day dose vaccin covid transmit vaccin help bodi fight viru better continu follow sop ,0
1494,NewsWatch: The stock market could double by 2030 because COVID has ‘utterly changed’ the policy environment: analyst  https://t.co/LLJHhiJ7Rv #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,newswatch stock market doubl covid utterli chang polici environ analyst ,0
1495,"Personal Finance Daily: What to know about vaccine passports, and 1 million borrowers ‘ignored by Washington’ now eligible for COVID-related pause on student debt and collections  https://t.co/cLijQwpf7r #Nifty #Sipgrab #UnitingPeopleWithThePossibilities",person financ daili vaccin passport million borrow ignor washington elig covidrel paus student debt collect ,0
1496,GSK to support manufacture of Novavax' COVID-19 vaccine  https://t.co/FELgUv340Q #Nifty #sipgrab,gsk support manufactur novavax covid vaccin ,0
1497,@TOIMumbai @CMOMaharashtra @AUThackeray cases for covid 19 are running too high... this is not good thing😞,case covid high thing ,0
1498,Look deep into nature and then you will understand everything better.  #MujahidHussainSiddiqui #instagramdown #CentralAcademy #Covid_19 #StaySafe #Mujahid5097958  https://t.co/bVRj8RPwOQ,look deep natur understand better ,0
1499,Fourteen countries raise concern over WHO report on COVID origin | Coronavirus pandemic News | Al Jazeera  https://t.co/l3uknxGJOa via @AJEnglish,fourteen countri rais concern report covid origin coronaviru pandem news jazeera ,0
1500,The Margin: Don’t laminate your COVID vaccination card before doing these 5 things  https://t.co/ZWiUK3RrAl #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,margin dont lamin covid vaccin card thing ,0
1501,"@nighatdad Very nice to see in #Pakistan Shops closing properly time ordered by #Government to defeat #COVID19 as #3rdWave at its peek Today on Tuesday 30th March,2021 100 deaths recorded after testing #COVID unknowns #WearAMask  unreported due to aggressive testing!  https://t.co/jkWzwsnM3D",shop close properli time order defeat peek today tuesday march death record test unknown unreport aggress test ,0
1502,Highlight of the year... so far! Giving #Covid_19 vaccines to around 40 people!  Thank you @KSUMSC1 for giving us such opportunity! @KSUvaccines #جبناها_للغالين  https://t.co/Jri7q665IY,highlight year far give vaccin peopl give opportun ,0
1503,How many human beings have to die before some people understand the gravity of the situation?  -Wear your mask. -Observe social distancing. -Follow COVID SoPs. -Be empathetic. -Have Faith.  For the love of God stop being #COVIDIOT,human die peopl understand graviti situat wear mask observ social distanc follow covid sop empathet faith love god stop ,0
1504,@Suhelseth Lets keep the focus and push  on speeding up  vaccinations . COVID is here to stay and vaccinations for all are the only path to the new normal .,focu push speed vaccin covid stay vaccin path new normal ,0
1505,Head of busiest U.S. port urges companies to pick up their cargo more quickly to ease Covid congestion  https://t.co/OkZM6aee7w #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,head busiest port urg compani pick cargo quickli eas covid congest ,0
1506,If Maharashtra government was taken in priority to control COVID-19. Than no doubt covid can be washed out from our state. But they focused on some other..... Which was actual problem. In last Lockdown government didn't paid electricity bills nor house rents. @CMOMaharashtra,maharashtra govern prioriti control covid doubt covid wash state focu actual problem lockdown govern didnt paid electr bill hous rent ,0
1507,@ANI Maharashtra require negative test till 2024 for coming election .Becoz here state Government is failure to handale covid and public problems,maharashtra requir neg test till elect becoz state govern failur handal covid public problem ,0
1508,@KarnatakaWorld do people visiting karnataka from andhra Pradesh need a covid-19 negetive before entering the state. Please give us a clarity about it. Thank you,peopl visit karnataka andhra pradesh covid neget enter state clariti ,0
1509,My city Mayor has built up his content game on all social media platforms just by posting covid cases update daily in the city since last year.  Covid has surely increased social media awareness &amp; made sure that content game is here to stay for long time.,citi mayor built content game social medium platform post covid case updat daili citi year covid sure increas social medium awar sure content game stay long time ,0
1510,"India should use its vast experience to speed up the administering of the COVID vaccine. No awareness has been created around the vaccine. Leave scepticism, ordinary people don't know about its importance. When cases are on the rise, all exports of the vaccine needs to stop.",india vast experi speed administ covid vaccin awar creat vaccin leav sceptic ordinari peopl dont import case rise export vaccin stop ,0
1511,🤣🤣🤣🤣🤣 Covid dress🤣 . . . . . @ladygaga,covid dress ,0
1512,"@swatantraveer @XpressHyderabad @PintoDeepakTNIE @SabithaindraTRS @HSPAIndia A social Security Fund of 5000 crore shud be setup to help Pvt job holders, Teachers, unemployed youth etc to give monthly Groceries , Rs. 5000 assistance, ESI type medical Help to stop suicides of teaching staff in covid time @EduMinOfIndia @PMOIndia @narendramodi",social secur fund crore shud setup help pvt job holder teacher unemploy youth monthli groceri assist esi type medic help stop suicid teach staff covid time ,0
1513,U.S. joins 13 other nations in criticizing WHO for a lack of transparency in China Covid report  https://t.co/rsImDdV2fM #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,join nation critic transpar china covid report ,0
1514,"#Covid_19 #Pune #COVID19 Halt COVID Vaccine Diplomacy, Focus On “India First”  https://t.co/LWbiQgpjUI",halt covid vaccin diplomaci focu india first ,0
1515,Let the possibilities come to form a govt in MH . They will automatically immune to covid and cases will drop like anything .,possibl form govt automat immun covid case drop like ,0
1516,@MahuaMoitra @narendramodi @PMOIndia @AmitShah why is even a road show taking place amid covid surge #CovidSecondWave #COVID19India,road place amid covid surg ,0
1517,"Achiveing 100,000 thousand tourist post covid in a month is a great achievement by @visitmaldives . Thank you to everyone who made this happen. #sunnysideoflife #Maldives",achiv thousand tourist post covid month great achiev happen ,0
1518,@aaistvairport what are the COVID protocol from Sharjah to surat flights  How many days quarantine require and also do we need to do carry PCR test reports ?  Kindly guide us.,covid protocol sharjah surat flight day quarantin requir carri pcr test report kindli guid ,0
1519,China to work with UAE for 'affordable' Covid vaccines  https://t.co/OufhZ9WucD ...,china work uae afford covid vaccin ,0
1520,@BembalaS Show not happened due to covid restrictions 😔,happen covid restrict ,0
1521,I TOOK THE COVID-19 VACCINE SEE WHAT HAPPENED TO ME🥵😰😱🤮🤮🤮🤮  https://t.co/TcgjvpEUCr #CovidVaccine #COVIDVaccination,covid vaccin happen ,0
1522,30.03.2021 Recently #Covid+ve cases in India has shown declining trend.But past few days witnessed rise in cases;in last 24hrs risen by 68020 much higher than  ye'day. Total cases today-12148405; recovery so far-11393021 (94.29%); atalities-162114 (1.34%)&amp; active - 540720 (4.47%),recent case india show declin trendbut past day wit rise casesin risen higher yeday total case today recoveri far atal activ ,0
1523,@SenatorRMTeam @SenRehmanMalik We need COVID vaccine 💉,covid vaccin ,0
1524,@pmln_org @SKhaqanAbbasi London lock down KSA partially lock down UAE partially lock down Italy partially lock down Most of the countries  Suffer with covid. But ex PM does not know about it. پاپا اے کھوتھی کسس نیں اے,london lock ksa partial lock uae partial lock itali partial lock countri suffer covid ,0
1525,Holi celebration at home🏡🏕️stay safe. Covid 19##  https://t.co/N7hFYhHIO5,holi celebr homestay safe covid ,0
1526,"France reports 2021 high of 5,072 people in intensive care with COVID-19  https://t.co/mpVgGoOBCZ #Sipgrab #UnitingPeopleWithThePossibilities",franc report high peopl intens care covid ,0
1527,Rising Covid cases to help in pushing accomodative policy  https://t.co/ADTKTBWd9X #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,rise covid case help push accomod polici ,0
1528,"Masks 😷 work, use them and save lives #COVID19 #Covid_19  https://t.co/eMePVSpyaT",mask work save life ,0
1529,"COVID-19 probably passed from bats, further studies required - WHO report  https://t.co/NRBH6gN0Zx #Sipgrab #UnitingPeopleWithThePossibilities",covid probabl pass bat studi requir report ,0
1530,"29.03.2021 InTamilNadu,nearly after 4 months daily #Covid_19 +ve cases exceeded 2000&amp;today stood at 2279. In Chennai it reached 815&amp;1460in other districts. Total cases inTN:881752;inChennai-245534  (27.5%).Discharged cases- 855085(97.9%);fatalities-  12684(1.4%)active cases 13983",intamilnadunearli month daili case exceed amptoday stood chennai reach ampin district total case intninchennai discharg case fatal activ case ,1
1531,Rising Covid cases to help in pushing accommodative policy  https://t.co/ijLF3Nx0q6 #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,rise covid case help push accommod polici ,0
1532,4. While Europian countries are focusing on vaccination we are busy doing election campaigns relentlessly day by day and on the other hand doctors are looting in the name of covid to common people. Power should remain while people ??? No worries go to hell sort of.  #Covid_19,europian countri focu vaccin busi elect campaign relentlessli day day hand doctor loot covid common peopl power remain peopl worri hell sort ,0
1533,3. You gather lakhs and lakhs of people and then if someone have marriage party or social gatherings then apply a rule that it cannot be more than 50. So basically all the rules and regulations is for people.  #Covid_19,gather lakh lakh peopl marriag parti social gather appli rule basic rule regul peopl ,0
1534,@MtfRoads @Namma_ORRCA @ArvindLBJP @manoharGABJP @JCREDDYPK @Clementcjayakum @rk_misra Great update.. Wish to have remaining owners agree soon and we can have this functional in next few months before the normalcy post Covid.,great updat wish remain owner agre soon function month normalci post covid ,0
1535,2. last 3 months I wonder any media person is aware about any other positive thing in the world happening apart from these elections and coverage. No media person apart from a single @sardanarohit ji raised there voices about this pandemic due to relentless campaigning.#Covid_19,month wonder medium person awar posit thing world happen apart elect coverag medium person apart singl rais voic pandem relentless campaign ,0
