tweet,clean_tweet,hastags,attherate,urls,emojis,tokenized_Tweet,filteredToken,label
Is @CMOMaharashtra is waking I am suffering from cough and get positive results of covid but no government employees are taking my call,wake suffer cough posit result covid govern employe ,[],['@CMOMaharashtra'],[],[],"['is', 'is', 'waking', 'i', 'am', 'suffering', 'cough', 'and', 'positive', 'results', 'of', 'covid', 'but', 'no', 'government', 'employees', 'are', 'taking', 'my', 'call']","['waking', 'suffering', 'cough', 'positive', 'result', 'covid', 'government', 'employee', 'taking', 'call']",0
04036 anvt-jbn holi spacial AB1 even in 2AC no handwash liquid available in any of toilet. railway should atleast take care of sanitization and all atleast in covid-19 scenario. @RailMinIndia  @PiyushGoyal  @spjdivn  @drm_kir  @_Aaj_Tak,anvtjbn holi spacial handwash liquid avail toilet railway atleast care sanit atleast covid scenario ,[],"['@RailMinIndia', '@PiyushGoyal', '@spjdivn', '@drm_kir', '@_Aaj_Tak']",[],[],"['anvtjbn', 'holi', 'spacial', 'ab', 'in', 'ac', 'no', 'handwash', 'liquid', 'available', 'in', 'any', 'of', 'toilet', 'railway', 'should', 'atleast', 'care', 'of', 'sanitization', 'and', 'all', 'atleast', 'in', 'covid', 'scenario']","['anvtjbn', 'holi', 'spacial', 'ab', 'ac', 'handwash', 'liquid', 'available', 'toilet', 'railway', 'atleast', 'care', 'sanitization', 'atleast', 'covid', 'scenario']",0
I am covid patient and of government employees taking call of mine...maharashtra government @CMOMaharashtra @OfficeofUT @narendramodi @AmitShah @myogiadityanath @MoHFW_INDIA,covid patient govern employe minemaharashtra govern ,[],"['@CMOMaharashtra', '@OfficeofUT', '@narendramodi', '@AmitShah', '@myogiadityanath', '@MoHFW_INDIA']",[],[],"['i', 'am', 'covid', 'patient', 'and', 'of', 'government', 'employees', 'taking', 'call', 'of', 'minemaharashtra', 'government']","['covid', 'patient', 'government', 'employee', 'taking', 'call', 'minemaharashtra', 'government']",0
London: Zero COVID-19 deaths ❤️,london zero covid death ,[],[],[],['❤️'],"['london', 'zero', 'covid', 'deaths']","['london', 'zero', 'covid', 'death']",0
Ticket will be issuing from this weekend. So be ready to grab your tickets as soon as possible.  only limited number of tickets will be issue due to current situation. (COVID 19).  https://t.co/OdOw3C2nVW,ticket issu weekend readi grab ticket soon possibl limit number ticket issu current situat covid ,[],[],['https://t.co/OdOw3C2nVW'],[],"['ticket', 'will', 'issuing', 'this', 'weekend', 'so', 'ready', 'to', 'grab', 'your', 'tickets', 'as', 'soon', 'as', 'possible', 'only', 'limited', 'number', 'of', 'tickets', 'will', 'issue', 'due', 'to', 'current', 'situation', 'covid']","['ticket', 'issuing', 'weekend', 'ready', 'grab', 'ticket', 'soon', 'possible', 'limited', 'number', 'ticket', 'issue', 'due', 'current', 'situation', 'covid']",0
"3rd brain 🧠 acts are real. Ulter nonsense it would be to face 3rd wave of Covid-19(00) after spending billions on VACCINATION. Still basic rules need to followed, it appears. NYTimes  https://t.co/aKcN2xUzTF",brain act real ulter nonsens face wave covid spend billion vaccin basic rule follow appear nytim ,[],[],['https://t.co/aKcN2xUzTF'],['🧠'],"['rd', 'brain', 'acts', 'are', 'real', 'ulter', 'nonsense', 'it', 'to', 'face', 'rd', 'wave', 'of', 'covid', 'after', 'spending', 'billions', 'on', 'vaccination', 'still', 'basic', 'rules', 'to', 'followed', 'it', 'appears', 'nytimes']","['rd', 'brain', 'act', 'real', 'ulter', 'nonsense', 'face', 'rd', 'wave', 'covid', 'spending', 'billion', 'vaccination', 'still', 'basic', 'rule', 'followed', 'appears', 'nytimes']",0
"Personal Finance Daily: The struggle is real to buy a home during the pandemic, and can colleges mandate COVID-19 vaccines for students?  https://t.co/jtwiwyxBeC #Nifty #Sipgrab #UnitingPeopleWithThePossibilities",person financ daili struggl real buy home pandem colleg mandat covid vaccin student ,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/jtwiwyxBeC'],[],"['personal', 'finance', 'daily', 'struggle', 'is', 'real', 'to', 'buy', 'a', 'home', 'during', 'pandemic', 'and', 'can', 'colleges', 'mandate', 'covid', 'vaccines', 'for', 'students']","['personal', 'finance', 'daily', 'struggle', 'real', 'buy', 'home', 'pandemic', 'college', 'mandate', 'covid', 'vaccine', 'student']",0
Vaccination for 50+ has been started. Everyone please get your parents registered by sending CNIC to 1166 Please 🥺🥺 #Covid_19,vaccin start parent regist send cnic ,['#Covid_19'],[],[],"['🥺', '🥺']","['vaccination', 'for', 'has', 'been', 'started', 'everyone', 'please', 'your', 'parents', 'registered', 'by', 'sending', 'cnic', 'to', 'please']","['vaccination', 'started', 'everyone', 'please', 'parent', 'registered', 'sending', 'cnic', 'please']",0
Here's New York City's potential road to economic recovery after the Covid-19 pandemic  https://t.co/yVbjElSGL1 #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,here new york citi potenti road econom recoveri covid pandem ,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/yVbjElSGL1'],[],"['heres', 'new', 'york', 'citys', 'potential', 'road', 'to', 'economic', 'recovery', 'after', 'covid', 'pandemic']","['here', 'new', 'york', 'city', 'potential', 'road', 'economic', 'recovery', 'covid', 'pandemic']",0
"Chhattisgarh's COVID-19 tally rises to 3,41,516 with addition of 1,423 fresh cases, while death toll rises by 20 to reach 4,096",chhattisgarh covid talli rise addit fresh case death toll rise reach ,[],[],[],[],"['chhattisgarhs', 'covid', 'tally', 'rises', 'to', 'with', 'addition', 'of', 'fresh', 'cases', 'while', 'death', 'toll', 'rises', 'by', 'to', 'reach']","['chhattisgarhs', 'covid', 'tally', 'rise', 'addition', 'fresh', 'case', 'death', 'toll', 'rise', 'reach']",0
"A pub in the northern #Bengaluru suburbs has been shut down after 14 of its staff tested #Covid positive, an official said on Monday.  https://t.co/kxTHE9Ha7O",pub northern suburb shut staff test posit offici monday ,"['#Bengaluru', '#Covid']",[],['https://t.co/kxTHE9Ha7O'],[],"['a', 'pub', 'in', 'northern', 'suburbs', 'has', 'been', 'shut', 'down', 'after', 'of', 'its', 'staff', 'tested', 'positive', 'an', 'official', 'said', 'on', 'monday']","['pub', 'northern', 'suburb', 'shut', 'staff', 'tested', 'positive', 'official', 'said', 'monday']",0
#JummahMubarak to every muslim out there.. 🕌  May Allah keep us safe from third wave of Covid...🌺❤️ #fridaymorning,muslim allah safe wave covid ,"['#JummahMubarak', '#fridaymorning']",[],[],"['🕌', '🌺', '❤️']","['to', 'every', 'muslim', 'out', 'there', 'allah', 'keep', 'us', 'safe', 'third', 'wave', 'of', 'covid']","['every', 'muslim', 'allah', 'keep', 'u', 'safe', 'third', 'wave', 'covid']",0
"@Khairykj Seeing many reports of frontliners getting their COVID Vaccine from the National Vaccination programme, a really good sign there, but just a question: Are private ambulance services, which are kind of left out in Malaysia, a part of the first phase of vaccination?  https://t.co/qGRMwDGX2H",report frontlin covid vaccin nation vaccin programm sign question privat ambul servic kind left malaysia phase vaccin ,[],['@Khairykj'],['https://t.co/qGRMwDGX2H'],[],"['seeing', 'reports', 'of', 'frontliners', 'getting', 'their', 'covid', 'vaccine', 'national', 'vaccination', 'programme', 'a', 'really', 'sign', 'there', 'but', 'just', 'a', 'question', 'are', 'private', 'ambulance', 'services', 'which', 'are', 'kind', 'of', 'left', 'out', 'in', 'malaysia', 'a', 'part', 'of', 'first', 'phase', 'of', 'vaccination']","['seeing', 'report', 'frontliners', 'getting', 'covid', 'vaccine', 'national', 'vaccination', 'programme', 'really', 'sign', 'question', 'private', 'ambulance', 'service', 'kind', 'left', 'malaysia', 'part', 'first', 'phase', 'vaccination']",0
@DRMJodhpurNWR dear a passenger travelling on seat no 7 coach A2 is having fever (as told by his family) asked TT but no response rec'd s look into the matter and stop a potential covid case train no 04645,dear passeng travel seat coach fever told famili ask respons recd look matter stop potenti covid case train ,[],['@DRMJodhpurNWR'],[],[],"['dear', 'a', 'passenger', 'travelling', 'on', 'seat', 'no', 'coach', 'a', 'is', 'having', 'fever', 'as', 'told', 'by', 'his', 'family', 'asked', 'tt', 'but', 'no', 'response', 'recd', 's', 'look', 'into', 'matter', 'and', 'stop', 'a', 'potential', 'covid', 'case', 'train', 'no']","['dear', 'passenger', 'travelling', 'seat', 'coach', 'fever', 'a', 'told', 'family', 'asked', 'tt', 'response', 'recd', 'look', 'matter', 'stop', 'potential', 'covid', 'case', 'train']",0
الحَمْدُ ِلله کرونا سے نجات مل گیا۔ There is one consolation in being sick; and that is the possibility that you may recover to a better state than you were ever in before #covid #coronavirus #corona #staysafe #stayathome #lockdown #Recvered #quarantine #SocialDistance  #healthy  https://t.co/OVSZcGe0Lr,consol sick possibl recov better state ,"['#covid', '#coronavirus', '#corona', '#staysafe', '#stayathome', '#lockdown', '#Recvered', '#quarantine', '#SocialDistance', '#healthy']",[],['https://t.co/OVSZcGe0Lr'],[],"['الحَمْدُ', 'ِلله', 'کرونا', 'سے', 'نجات', 'مل', 'گیا۔', 'there', 'is', 'one', 'consolation', 'in', 'being', 'sick', 'and', 'that', 'is', 'possibility', 'that', 'you', 'recover', 'to', 'a', 'better', 'state', 'than', 'you', 'were', 'ever', 'in', 'before']","['الحَمْدُ', 'ِلله', 'کرونا', 'سے', 'نجات', 'مل', 'گیا۔', 'one', 'consolation', 'sick', 'possibility', 'recover', 'better', 'state', 'ever']",0
New York's Stubbornly High Covid Rates Complicate Reopening  https://t.co/JoE2o4AnX3,new york stubbornli high covid rate complic reopen ,[],[],['https://t.co/JoE2o4AnX3'],[],"['new', 'yorks', 'stubbornly', 'high', 'covid', 'rates', 'complicate', 'reopening']","['new', 'york', 'stubbornly', 'high', 'covid', 'rate', 'complicate', 'reopening']",0
"The Covid situation in Somalia is so heartbreaking 274 people alone died this week , and they’re running out of oxygen tanks . The Uk variant has also entered the country . May Allah have mercy on all those who have passed and grant shifa to the ones currently fighting .",covid situat somalia heartbreak peopl die week theyr oxygen tank variant enter countri allah merci pass grant shifa one current fight ,[],[],[],[],"['covid', 'situation', 'in', 'somalia', 'is', 'so', 'heartbreaking', 'people', 'alone', 'died', 'this', 'week', 'and', 'they', '’', 're', 'running', 'out', 'of', 'oxygen', 'tanks', 'uk', 'variant', 'has', 'entered', 'country', 'allah', 'have', 'mercy', 'on', 'all', 'those', 'who', 'have', 'passed', 'and', 'grant', 'shifa', 'to', 'ones', 'currently', 'fighting']","['covid', 'situation', 'somalia', 'heartbreaking', 'people', 'alone', 'died', 'week', 'they’re', 'running', 'oxygen', 'tank', 'uk', 'variant', 'entered', 'country', 'allah', 'mercy', 'passed', 'grant', 'shifa', 'one', 'currently', 'fighting']",0
"#PSL62021 BTW, this is interesting that Covid Positive is only of Players who were in Secure Bubble, but Journalists, PCB Staff, Stadium Staff, Logistic and Security ppl etc have  No Covid , they were out of Bubble suprised,",interest covid posit player secur bubbl journalist pcb staff stadium staff logist secur ppl covid bubbl supris ,['#PSL62021'],[],[],[],"['this', 'is', 'interesting', 'that', 'covid', 'positive', 'is', 'only', 'of', 'players', 'who', 'were', 'in', 'secure', 'bubble', 'but', 'journalists', 'pcb', 'staff', 'stadium', 'staff', 'logistic', 'and', 'security', 'ppl', 'have', 'no', 'covid', 'they', 'were', 'out', 'of', 'bubble', 'suprised']","['interesting', 'covid', 'positive', 'player', 'secure', 'bubble', 'journalist', 'pcb', 'staff', 'stadium', 'staff', 'logistic', 'security', 'ppl', 'covid', 'bubble', 'suprised']",0
"DAMN. Our state is on the list.🙄  ""Over 85% of new COVID-19 cases are from six states across India""   https://t.co/Lg4XKZU5Jt",damn state list new covid case state india ,[],[],['https://t.co/Lg4XKZU5Jt'],['🙄'],"['damn', 'our', 'state', 'is', 'on', 'list', 'over', 'of', 'new', 'covid', 'cases', 'are', 'six', 'states', 'across', 'india']","['damn', 'state', 'list', 'new', 'covid', 'case', 'six', 'state', 'across', 'india']",0
Made-in-India COVID vaccines have the lowest prices in the world if any eligible citizen chooses to pay for the inoculation. It’s free at all the government centres.  #LargestVaccinationDrive #Vaccine4All  https://t.co/WdNO7foesy,madeinindia covid vaccin lowest price world elig citizen choos pay inocul free govern centr ,"['#LargestVaccinationDrive', '#Vaccine4All']",[],['https://t.co/WdNO7foesy'],[],"['madeinindia', 'covid', 'vaccines', 'have', 'lowest', 'prices', 'in', 'world', 'if', 'any', 'eligible', 'citizen', 'chooses', 'to', 'pay', 'for', 'inoculation', 'it', '’', 's', 'free', 'at', 'all', 'government', 'centres']","['madeinindia', 'covid', 'vaccine', 'lowest', 'price', 'world', 'eligible', 'citizen', 'chooses', 'pay', 'inoculation', 'it’s', 'free', 'government', 'centre']",0
Covid dok thong,covid dok thong ,[],[],[],[],"['covid', 'dok', 'thong']","['covid', 'dok', 'thong']",0
"With a focus on the Covid crisis, innovation, India-Sweden to hold virtual summit  https://t.co/JInBqm43dT  @wionews",focu covid crisi innov indiasweden hold virtual summit ,[],['@wionews'],['https://t.co/JInBqm43dT'],[],"['with', 'a', 'focus', 'on', 'covid', 'crisis', 'innovation', 'indiasweden', 'to', 'hold', 'virtual', 'summit']","['focus', 'covid', 'crisis', 'innovation', 'indiasweden', 'hold', 'virtual', 'summit']",0
"@PiyushGoyalOffc   Sir, kindly explain both firstpassenger train's and express train's ac chair cars fare how to be same ? After covid lockdown, we are facing injustice from Indian railways. In the name of covid, we need to pay extra money for short travel. Please do something.",sir kindli explain firstpasseng train express train chair car fare covid lockdown face injustic indian railway covid pay extra money short travel ,[],['@PiyushGoyalOffc'],[],[],"['sir', 'kindly', 'explain', 'both', 'firstpassenger', 'trains', 'and', 'express', 'trains', 'ac', 'chair', 'cars', 'fare', 'how', 'to', 'same', 'after', 'covid', 'lockdown', 'we', 'are', 'facing', 'injustice', 'indian', 'railways', 'in', 'name', 'of', 'covid', 'we', 'to', 'pay', 'extra', 'money', 'for', 'short', 'travel', 'please', 'something']","['sir', 'kindly', 'explain', 'firstpassenger', 'train', 'express', 'train', 'ac', 'chair', 'car', 'fare', 'covid', 'lockdown', 'facing', 'injustice', 'indian', 'railway', 'name', 'covid', 'pay', 'extra', 'money', 'short', 'travel', 'please', 'something']",0
My mom receiving covid vaccine Thank you govt of India making it possible for comman man to receive the vaccine  https://t.co/IhUVVGXvxN,mom receiv covid vaccin govt india possibl comman man receiv vaccin ,[],[],['https://t.co/IhUVVGXvxN'],[],"['my', 'mom', 'receiving', 'covid', 'vaccine', 'you', 'govt', 'of', 'india', 'making', 'it', 'possible', 'for', 'comman', 'man', 'to', 'receive', 'vaccine']","['mom', 'receiving', 'covid', 'vaccine', 'govt', 'india', 'making', 'possible', 'comman', 'man', 'receive', 'vaccine']",0
Very poor management in Surat Gujarat for covid vaccination program even hospital staff not wearing mask and misbehaving with senior citizens # SMC # poor management # Maitreyi hospital vesu,poor manag surat gujarat covid vaccin program hospit staff wear mask misbehav senior citizen smc poor manag maitreyi hospit vesu ,"['#', '#', '#']",[],[],[],"['very', 'poor', 'management', 'in', 'surat', 'gujarat', 'for', 'covid', 'vaccination', 'program', 'hospital', 'staff', 'wearing', 'mask', 'and', 'misbehaving', 'with', 'senior', 'citizens', 'smc', 'poor', 'management', 'maitreyi', 'hospital', 'vesu']","['poor', 'management', 'surat', 'gujarat', 'covid', 'vaccination', 'program', 'hospital', 'staff', 'wearing', 'mask', 'misbehaving', 'senior', 'citizen', 'smc', 'poor', 'management', 'maitreyi', 'hospital', 'vesu']",0
"@Dipankar_cpiml @kavita_krishnan Has the ECI been told that 'THE' photos in petrol pumps are costing the BJP votes?What about the the ""THE""images on Covid vaccine certificates? Are they part of India's Covid protocol? छुपकली lizard🦎allmost सब के घरों में दिखाई देती है,उसे कोईभी पालना नहीं चाहता? क्योंकि वो🦎है?  https://t.co/uGr6c4owyD",eci told photo petrol pump cost bjp voteswhat theimag covid vaccin certif india covid protocol lizardallmost ,[],"['@Dipankar_cpiml', '@kavita_krishnan']",['https://t.co/uGr6c4owyD'],"['🦎', '🦎']","['has', 'eci', 'been', 'told', 'that', 'photos', 'in', 'petrol', 'pumps', 'are', 'costing', 'bjp', 'voteswhat', 'about', 'theimages', 'on', 'covid', 'vaccine', 'certificates', 'are', 'they', 'part', 'of', 'indias', 'covid', 'protocol', 'छुपकली', 'lizardallmost', 'सब', 'के', 'घरों', 'में', 'दिखाई', 'देती', 'हैउसे', 'कोईभी', 'पालना', 'नहीं', 'चाहता', 'क्योंकि', 'वोहै']","['eci', 'told', 'photo', 'petrol', 'pump', 'costing', 'bjp', 'voteswhat', 'theimages', 'covid', 'vaccine', 'certificate', 'part', 'india', 'covid', 'protocol', 'छुपकली', 'lizardallmost', 'सब', 'के', 'घरों', 'में', 'दिखाई', 'देती', 'हैउसे', 'कोईभी', 'पालना', 'नहीं', 'चाहता', 'क्योंकि', 'वोहै']",0
@A_kolarath Even covid stayed longer than her😂,covid stay longer ,[],['@A_kolarath'],[],['😂'],"['covid', 'stayed', 'longer', 'than', 'her']","['covid', 'stayed', 'longer']",0
@saleemkhaliq Including international cricket in covid testing times ab Psl ki 1 mismanagement ki Sari responsibility wasim Khan pr dalne pr MA lanat bhejta Ho apki sahafat pr ap ki Sari psl franchises ki krtote ap mere se behtr jante ha. Everyone involve in this mismanagement including pcb,includ intern cricket covid test time psl mismanag sari respons wasim khan daln lanat bhejta apki sahafat sari psl franchis krtote mere behtr jant involv mismanag includ pcb ,[],['@saleemkhaliq'],[],[],"['including', 'international', 'cricket', 'in', 'covid', 'testing', 'times', 'ab', 'psl', 'ki', 'mismanagement', 'ki', 'sari', 'responsibility', 'wasim', 'khan', 'pr', 'dalne', 'pr', 'ma', 'lanat', 'bhejta', 'ho', 'apki', 'sahafat', 'pr', 'ap', 'ki', 'sari', 'psl', 'franchises', 'ki', 'krtote', 'ap', 'mere', 'se', 'behtr', 'jante', 'ha', 'everyone', 'involve', 'in', 'this', 'mismanagement', 'including', 'pcb']","['including', 'international', 'cricket', 'covid', 'testing', 'time', 'ab', 'psl', 'ki', 'mismanagement', 'ki', 'sari', 'responsibility', 'wasim', 'khan', 'pr', 'dalne', 'pr', 'lanat', 'bhejta', 'ho', 'apki', 'sahafat', 'pr', 'ap', 'ki', 'sari', 'psl', 'franchise', 'ki', 'krtote', 'ap', 'mere', 'se', 'behtr', 'jante', 'ha', 'everyone', 'involve', 'mismanagement', 'including', 'pcb']",0
"The day after PSL was cancelled, because we're still taking Covid lightly.",day psl cancel covid lightli ,[],[],[],[],"['day', 'after', 'psl', 'was', 'cancelled', 'because', 'were', 'still', 'taking', 'covid', 'lightly']","['day', 'psl', 'cancelled', 'still', 'taking', 'covid', 'lightly']",0
"He came with shortness of breath and cough, saw the x-ray and v said its COVID.Started the treatment &amp; told his daughter that it’s v.suggestive. But after confirming will tell him. He got +, told him not to worry, it will be ok. He passed away, v did our best. May Allah bless him",short breath cough saw xray covidstart treatment told daughter vsuggest confirm tell told worri pass away best allah bless ,[],[],[],[],"['he', 'came', 'with', 'shortness', 'of', 'breath', 'and', 'cough', 'saw', 'xray', 'and', 'v', 'said', 'its', 'covidstarted', 'treatment', 'told', 'his', 'daughter', 'that', 'it', '’', 's', 'vsuggestive', 'but', 'after', 'confirming', 'will', 'tell', 'him', 'he', 'got', 'told', 'him', 'to', 'worry', 'it', 'will', 'ok', 'he', 'passed', 'away', 'v', 'did', 'our', 'best', 'allah', 'bless', 'him']","['came', 'shortness', 'breath', 'cough', 'saw', 'xray', 'v', 'said', 'covidstarted', 'treatment', 'told', 'daughter', 'it’s', 'vsuggestive', 'confirming', 'tell', 'got', 'told', 'worry', 'ok', 'passed', 'away', 'v', 'best', 'allah', 'bless']",0
Fuck off🙄 #Covid_19  https://t.co/rAvrXd9QFp,fuck ,['#Covid_19'],[],['https://t.co/rAvrXd9QFp'],['🙄'],"['fuck', 'off']",['fuck'],0
@airindiain at its best !! Wow..  When denied boarding the over crowded bus.. The ramp staff literally forced by saying that there is only one bus as of now.   Literally....!! Wondering where COVID Rules are now..!!  #AI642 #BOQ #BOM @HardeepSPuri  https://t.co/N8QusYF7kr,best wow deni board crowd ramp staff liter forc liter wonder covid rule ,"['#AI642', '#BOQ', '#BOM']","['@airindiain', '@HardeepSPuri']",['https://t.co/N8QusYF7kr'],[],"['at', 'its', 'best', 'wow', 'when', 'denied', 'boarding', 'over', 'crowded', 'bus', 'ramp', 'staff', 'literally', 'forced', 'by', 'saying', 'that', 'there', 'is', 'only', 'one', 'bus', 'as', 'of', 'now', 'literally', 'wondering', 'where', 'covid', 'rules', 'are', 'now']","['best', 'wow', 'denied', 'boarding', 'crowded', 'bus', 'ramp', 'staff', 'literally', 'forced', 'saying', 'one', 'bus', 'literally', 'wondering', 'covid', 'rule']",0
@PMOIndia shame on Govt. High court asking Cos making covid vaccine what's capacity to produce vaccine. Govt encourages to export rather than to vaccinate aam admi. Double std of Govt #Budget2021 #_modi_rojgar_do @republic @sardesairajdeep @drharshvardhan. A,shame govt high court ask covid vaccin what capac produc vaccin govt encourag export vaccin aam admi doubl std govt ,"['#Budget2021', '#_modi_rojgar_do']","['@PMOIndia', '@republic', '@sardesairajdeep', '@drharshvardhan.']",[],[],"['shame', 'on', 'govt', 'high', 'court', 'asking', 'cos', 'making', 'covid', 'vaccine', 'whats', 'capacity', 'to', 'produce', 'vaccine', 'govt', 'encourages', 'to', 'export', 'than', 'to', 'vaccinate', 'aam', 'admi', 'double', 'std', 'of', 'govt', 'a']","['shame', 'govt', 'high', 'court', 'asking', 'co', 'making', 'covid', 'vaccine', 'whats', 'capacity', 'produce', 'vaccine', 'govt', 'encourages', 'export', 'vaccinate', 'aam', 'admi', 'double', 'std', 'govt']",0
"Mr. Hameed Ahmad Baloch, CEO, EANQA AL MUHIT AL DUWALIA, presented cheque amounting to OMR 5,000 (PKR 2.0 Million) to Ambassador for PM COVID-19 pandemic Relief Fund account. Greatly appreciate the noble gesture of young Pakistani businessman for his contribution for the PM Fund.  https://t.co/XZuVq8qlB0",hame ahmad baloch ceo eanqa muhit duwalia present chequ amount omr pkr million ambassador covid pandem relief fund account greatli appreci nobl gestur young pakistani businessman contribut fund ,[],[],['https://t.co/XZuVq8qlB0'],[],"['mr', 'hameed', 'ahmad', 'baloch', 'ceo', 'eanqa', 'al', 'muhit', 'al', 'duwalia', 'presented', 'cheque', 'amounting', 'to', 'omr', 'pkr', 'million', 'to', 'ambassador', 'for', 'pm', 'covid', 'pandemic', 'relief', 'fund', 'account', 'greatly', 'appreciate', 'noble', 'gesture', 'of', 'young', 'pakistani', 'businessman', 'for', 'his', 'contribution', 'for', 'pm', 'fund']","['mr', 'hameed', 'ahmad', 'baloch', 'ceo', 'eanqa', 'al', 'muhit', 'al', 'duwalia', 'presented', 'cheque', 'amounting', 'omr', 'pkr', 'million', 'ambassador', 'pm', 'covid', 'pandemic', 'relief', 'fund', 'account', 'greatly', 'appreciate', 'noble', 'gesture', 'young', 'pakistani', 'businessman', 'contribution', 'pm', 'fund']",0
@npseaver New thing is an optional COVID statement in portfolios for tenure/reappointment review.,new thing option covid statement portfolio tenurereappoint review ,[],['@npseaver'],[],[],"['new', 'thing', 'is', 'an', 'optional', 'covid', 'statement', 'in', 'portfolios', 'for', 'tenure/reappointment', 'review']","['new', 'thing', 'optional', 'covid', 'statement', 'portfolio', 'tenurereappointment', 'review']",0
"Mandatory Face Mask, Social Distancing: Govt Issues Fresh COVID Guidelines For Malls, Restaurants   https://t.co/7ycO0rBCQO Source : "" https://t.co/Hq5aBlpD8R""",mandatori face mask social distanc govt issu fresh covid guidelin mall restaur sourc ,[],[],"['https://t.co/7ycO0rBCQO', 'https://t.co/Hq5aBlpD8R""']",[],"['mandatory', 'face', 'mask', 'social', 'distancing', 'govt', 'issues', 'fresh', 'covid', 'guidelines', 'for', 'malls', 'restaurants', 'source']","['mandatory', 'face', 'mask', 'social', 'distancing', 'govt', 'issue', 'fresh', 'covid', 'guideline', 'mall', 'restaurant', 'source']",0
@SandeepMall Mother and wife tested positive in Jul... Lost Father in law to Covid related complications in Sep..,mother wife test posit jul lose father law covid relat complic sep ,[],['@SandeepMall'],[],[],"['mother', 'and', 'wife', 'tested', 'positive', 'in', 'jul', 'lost', 'father', 'in', 'law', 'to', 'covid', 'related', 'complications', 'in', 'sep']","['mother', 'wife', 'tested', 'positive', 'jul', 'lost', 'father', 'law', 'covid', 'related', 'complication', 'sep']",0
@VishalBhargava5 Absolutely I thought the same..this is with prop tiger as well... Reports speak something and actual status is something different.. At ground real estate is not moving on pre covid levels.,absolut thought samethi prop tiger report speak actual statu differ ground real estat move pre covid level ,[],['@VishalBhargava5'],[],[],"['absolutely', 'i', 'thought', 'samethis', 'is', 'with', 'prop', 'tiger', 'as', 'well', 'reports', 'speak', 'something', 'and', 'actual', 'status', 'is', 'something', 'different', 'at', 'ground', 'real', 'estate', 'is', 'moving', 'on', 'pre', 'covid', 'levels']","['absolutely', 'thought', 'samethis', 'prop', 'tiger', 'well', 'report', 'speak', 'something', 'actual', 'status', 'something', 'different', 'ground', 'real', 'estate', 'moving', 'pre', 'covid', 'level']",0
# The Brain Fog !!! # Covid ....!!!! After effects,brain fog covid effect ,"['#', '#']",[],[],[],"['brain', 'fog', 'covid', 'after', 'effects']","['brain', 'fog', 'covid', 'effect']",0
"@KotakCares When I seen my credit card Bill got irritated like anything. I am already suffering with covid effect. Still not got my card, but late fee, over Limit fee, financial charges, gst etc.. Earlier ur executive promised that I won't get any extra charges .Now all charges waste service",credit card bill irrit like suffer covid effect card late fee limit fee financi charg gst earlier execut promis wont extra charg charg wast servic ,[],['@KotakCares'],[],[],"['when', 'i', 'seen', 'my', 'credit', 'card', 'bill', 'got', 'irritated', 'like', 'anything', 'i', 'am', 'already', 'suffering', 'with', 'covid', 'effect', 'still', 'got', 'my', 'card', 'but', 'late', 'fee', 'over', 'limit', 'fee', 'financial', 'charges', 'gst', 'earlier', 'ur', 'executive', 'promised', 'that', 'i', 'wont', 'any', 'extra', 'charges', 'now', 'all', 'charges', 'waste', 'service']","['seen', 'credit', 'card', 'bill', 'got', 'irritated', 'like', 'anything', 'already', 'suffering', 'covid', 'effect', 'still', 'got', 'card', 'late', 'fee', 'limit', 'fee', 'financial', 'charge', 'gst', 'earlier', 'ur', 'executive', 'promised', 'wont', 'extra', 'charge', 'charge', 'waste', 'service']",0
Covid-19,covid ,[],[],[],[],['covid'],['covid'],0
"Germany's Covid response ""was the envy of the world"" - your daily reminder that the world just means ""white people"".  https://t.co/dxbkOVjBCZ  via @GoogleNews",germani covid respons envi world daili remind world mean white peopl ,[],['@GoogleNews'],['https://t.co/dxbkOVjBCZ'],[],"['germanys', 'covid', 'response', 'was', 'envy', 'of', 'world', 'your', 'daily', 'reminder', 'that', 'world', 'just', 'means', 'white', 'people', 'via']","['germany', 'covid', 'response', 'envy', 'world', 'daily', 'reminder', 'world', 'mean', 'white', 'people', 'via']",0
