,Unnamed: 0,created_at,username,tweet,language,replies_count,retweets_count,likes_count
2103,364,2021-06-22 04:58:44 India Standard Time,bhatiaglobal,"Vaccination provides protection against Covid-19 hospitalisations. Covishield vaccination is available for all the adults above 18 years of age at Bhatia Global Hospital &amp; Endosurgery Institute,Ambika Vihar,New Delhi. Cost: 780/- Timing: 9.00am-5.00pm Please carry your id(Aadhar)",en,0.0,1.0,1
2104,365,2021-06-22 04:58:10 India Standard Time,siongsiong16,"There are many main reasons why ALLAH / Tuhan / God , created the pandemic of COVID-19. Regardless the below is a sub reason, but it is really really torturous and could kill any innocent human beings! Human beings like us, please stop that actions for your own goodness.",en,0.0,1.0,1
2105,366,2021-06-22 04:49:15 India Standard Time,venupnair_nrmu,24 th RT PCR test since COVID-19 Pandemic starts last year .....🙏🚩🚩🚩  https://t.co/8uWiBeumHv,en,43.0,60.0,263
2106,367,2021-06-22 04:18:26 India Standard Time,kayown,"I lost my MRSM batch mate to Covid-19 this morning. After 3 weeks fighting for his life. He was a good man, a caring and a wonderful father. Al Fatihah. Every minute of delay in getting people vaccinated is costing lives. It's not just statistics.. It's family and people we love.",en,1.0,0.0,1
2108,369,2021-06-22 03:51:51 India Standard Time,lady_aphrael,"@jeonggukmyheart Well before all this Covid shit happened, I was pub hopping with friends &amp; was a little bored at one of the pubs. Guy friend thought it would be funny to snatch my hp to see whats making me giggle &amp; ended up making him &amp; 2 other guy friends wana claw their eyes out.  Weak 🤷🏼‍♀️",en,1.0,0.0,1
2109,370,2021-06-22 02:44:25 India Standard Time,syedhasanhaider,"Children okay at Seaview in Karachi, which was opened to public after a long closure due to the third wave of Covid.   #Covid_19 #seaview #karachi #Pakistan #kids  https://t.co/6E0UWfTgsy",en,0.0,1.0,4
2110,371,2021-06-22 02:25:56 India Standard Time,usmanch06878397,"NIH along with WHO and the Government of Balochistan jointly conducted training on COVID-19 Laboratory Diagnostic Methods at Provicinal Public Health Ref Lab FJ Chest Hospital, Quetta.👍👍👍",en,0.0,0.0,1
2111,372,2021-06-22 02:22:29 India Standard Time,louieag23,"hey twitter, i tested positive for covid 🤡",en,0.0,0.0,0
2112,373,2021-06-22 01:57:03 India Standard Time,rajdeeprajassam,"@PMOIndia  @CMOfficeAssam @PomiBaruah @nhm_assam @DCTinsukia @airnews_ghy @aajtak @ABPNews @moayush  Observation of 7th International Yoga Day at Golden Jubilee Covid Care Center, Digboi of Tinsukia District, Assam, by the Covid Positive patients and the Medical Staffs of the CCC  https://t.co/XG7nkMrGSC",en,0.0,0.0,0
2114,375,2021-06-22 01:54:55 India Standard Time,sagarsa48433683,Hlo every one covid 19 vaccines are available from to day at every government hospitals with out registration so who can not vaccinated visit the nearest govt hospitals 🙏  https://t.co/aWbutN6xQ6,en,0.0,0.0,0
2115,376,2021-06-22 01:51:06 India Standard Time,sudhanshugarg6,Free Covid-19 vaccine for all adult from June 21: All you need to know  https://t.co/HEBwrb5Ihd  via NaMo App  https://t.co/QZIz7qzZyv,en,0.0,0.0,0
2118,379,2021-06-25 05:26:17 India Standard Time,drjamalul,Singapore Outlines Roadmap To Living With Endemic Covid-19  https://t.co/a5B3FieaMd,en,0.0,0.0,0
2120,381,2021-06-25 04:56:13 India Standard Time,virdikuldeep,Hats off to @kunalkamra88 . 'Modi Caused a 'Covid Massacre'  https://t.co/5gfCstrLM8,en,0.0,0.0,0
2123,384,2021-06-25 04:24:55 India Standard Time,zaimhq,"To think that the Covid 19 virus cannot survive for more than 10 days without a new host body. But never mind, we can keep on doing the same thing but changing the name and hope it works out differently.  https://t.co/N1A5DpPXj6",en,0.0,0.0,0
2124,385,2021-06-25 04:20:35 India Standard Time,acraftyscouser,"@ColMarie17 I totally agree with everything you say. I've had covid and wouldn't wish it upon anyone. I've now had 2 jabs and wear a mask all day every day. Happy to do so, but there seems to be a lack of consistency. Football can go ahead, but travel is stinted?",en,1.0,0.0,3
2127,388,2021-06-25 04:04:05 India Standard Time,shubhamdutta01,#StaySafeStayHealthy   If  you all  have any questions related to COVID-19 or Covid Vaccinetion go to  https://t.co/lOm3Z9Lk15 You can alo mail at technicalquery.covid19@gov.in Or if You are belonging form Jharkhand and using Twitter then tweet @jharkhand181  #ExpertsKiSuno,en,0.0,0.0,1
2129,390,2021-06-25 03:03:36 India Standard Time,cscandroth_kara,Covid details on 24.06.2021,en,0.0,0.0,0
2131,392,2021-06-25 02:46:27 India Standard Time,jayanta13998620,"United Airlines, union agree against mandatory COVID-19 vaccinations for pilots  https://t.co/0xxW52fgh9",en,0.0,0.0,0
2132,393,2021-06-25 02:46:11 India Standard Time,jayanta13998620,"Biden, Jill and Fauci hit road to combat COVID vaccine hesitancy  https://t.co/mh4N98moST via @MailOnline",en,0.0,0.0,0
2133,394,2021-06-25 02:30:43 India Standard Time,jayanta13998620,Russia's south to demand tourists get vaccine amid COVID-19 surge  https://t.co/z79a12YEew,en,0.0,0.0,0
2135,396,2021-06-25 01:56:16 India Standard Time,mishranikhil09,"Sir, just for info ...anyone who is meeting PM physically is required to go for rtpcr covid test a day before and negative report is mandatory to meet him. This protocol was followed and meeting happened today ...",en,0.0,0.0,0
2139,400,2021-06-26 04:50:47 India Standard Time,anilaali,@BDUTT @themojostory I’m visiting Pakistan &amp; I hear empathy &amp; concern for India’s Covid situation. 🇵🇰 🇮🇳 are neighbors &amp; share a rich &amp; beautiful heritage together. Sending duas to all those suffering. Your s🇵🇰🇺🇸 sister.,en,1.0,0.0,0
2141,402,2021-06-26 04:28:00 India Standard Time,mansahoca,"For a country of 5 million population, winning World Cups as easily as New Zealand, they must be doing some things right.  And leading the world in Covid-19 recovery plans.  And 2nd only to Finland in the best educational model.  Forget Look East policy. We need to Look South.  https://t.co/zQl0Ps5xtO",en,0.0,6.0,9
2144,405,2021-06-26 03:13:33 India Standard Time,pradeeepjourno,Third COVID-19 wave unlikely to be as severe as second: ICMR:  https://t.co/9Yhq24dvMK,en,0.0,0.0,0
2145,406,2021-06-26 02:59:36 India Standard Time,nicholas_gomez,"@KKMPutrajaya @kkmm_gov @DGHisham @AzminAli @MITIMalaysia @PDRMsia please audit and investigate. What is MARii ""Medical Advisor"" deregistered Dr. Faizal Anwar's involvement?  #Covid #covid19  https://t.co/reA1pZUnsl",en,0.0,3.0,7
2146,407,2021-06-26 02:33:38 India Standard Time,editorkumar,Nearly all Covid deaths in US are now among unvaccinated #COVID19,en,0.0,0.0,3
2147,408,2021-06-26 02:28:11 India Standard Time,jamesphillips72,@Stillicho82 @hawkred7 Not even that noble I’m afraid. Just stealing photos from a 2020 #Guardian article on Covid which they probably owe copyright fees on.,en,0.0,0.0,1
2151,412,2021-06-26 01:45:02 India Standard Time,extra_fluffyx,@abdullhaseebk Agr apko pta hu covid situation hai right toppers bi fail situation pr aa ghy everyone struggled with anxiety just because ap sy hogeya yeh nj hai k matlaab mock kro ap,en,2.0,0.0,0
2152,413,2021-06-26 01:25:15 India Standard Time,jammangguite,Income Tax Portal - Pathetic. Petrol price - Sky high. Covid Cases - worst. Tax payers pay for your elected goons  @Infosys @FinMinIndia @narendramodi @PMOIndia,en,0.0,0.0,0
2154,415,2021-06-26 01:18:21 India Standard Time,the_pattayanews, https://t.co/6TFWVpbGTA  One Thai senator has tested positive for Covid-19 following referendum meetings earlier this week in #Bangkok,en,0.0,0.0,1
2155,416,2021-06-26 01:10:23 India Standard Time,_rodahidup,How many new COVID-19 cases are there in Singapore?  https://t.co/SqrOvOZ9kQ via @ChannelNewsAsia,en,0.0,0.0,0
2156,417,2021-06-27 05:26:53 India Standard Time,nicholas_gomez,"@MITImalaysia please don't #BLOCK me. I am a taxpaying Malaysian citizen highlighting an important matter regarding a struck off cosmetic doc Faizal Anwar taken on as @MARiiMalaysia covid ""Medical Advisor"". @AzminAli @limbanhong please help. The rakyat need answers not #BLOCKING.  https://t.co/zxIb0lKRdg",en,1.0,6.0,14
2157,418,2021-06-27 05:10:31 India Standard Time,bhatiaglobal,"Walk in vaccination   Vaccination provides protection against Covid-19 hospitalisations. Covishield vaccination is available for all the adults above 18 years of age at Bhatia Global Hospital &amp; Endosurgery Institute,Ambika Vihar780/- 9.00am-5.00pm Carry your Aadhar/PAN card.",en,0.0,0.0,1
2163,424,2021-06-27 04:32:43 India Standard Time,travelingcrypto,It was an honor to meet everyone at our first international meetup in Dubai. Unfortunately due to Covid rules we couldn’t have more than 10 people but I appreciate it nonetheless 🙏 Next one coming soon!  https://t.co/Hk56DosDEH,en,7.0,2.0,69
2164,425,2021-06-27 04:29:56 India Standard Time,jamesmk93,getting covid vaccine soon and im pretty drunk. gunna drink more so i dont remember i got it,en,1.0,0.0,1
2165,426,2021-06-27 03:45:34 India Standard Time,vishnoisays,Taiwan Confirms First Local Covid Cases of Delta Variant  https://t.co/lDIghJdIts,en,0.0,0.0,0
2166,427,2021-06-27 03:30:57 India Standard Time,avijit_patnaik,@closeappindia Happy to help to beat third wave!  #TheCoronasaurusStories #Covid19 #Coronavirus #stories #books #bookreview #bookstagram #booklover #kindlebooks #amazonbook #covidindia #covid_19 #CoronaCheck #CovidVaccine #book #BookReview #readingcommunity #romance #pandemic #Corona  https://t.co/YXo67zetwF,en,0.0,0.0,1
2167,428,2021-06-27 02:54:30 India Standard Time,hathodapost,"For spreading covid 19 varient, just now we stopped this both discos late night , there were more than 500 youths violating covid pandemic rules. Why should we suffer more lockdowns due to this violations, kindly stop immediatly all suchactivities. @CMOMaharashtra @Dwalsepatil",en,1.0,0.0,2
2168,429,2021-06-27 02:52:22 India Standard Time,smrutiranjanod,Our covid warriors are not getting salary in #Odisha but no outrage in National Level !!  Woho its not BJP ruled state . @republic @Outlookindia @IndiaToday remember this when u r giving award next time . Becoz our CM is best CM by your award only not in ground . @Naveen_Odisha,en,0.0,0.0,0
2170,431,2021-06-27 02:16:05 India Standard Time,wearepathankot,Thank you for your incredible life saving donation #Raghav. Don’t forget to donate blood before your #COVID jab ! @RaktDaanIndia 🅰️🅱️🆎🅾️🩸  #pbd #fbdoi #giveblood #givelife #spreadlove #rokothalassemia #pathankot #punjab #india #humanity #cause #realheroes  https://t.co/UghZEyqAIG,en,0.0,1.0,2
2171,432,2021-06-27 02:15:27 India Standard Time,wearepathankot,Thank you for your incredible life saving donation #Kuldeep. Don’t forget to donate blood before your #COVID jab ! @RaktDaanIndia 🅰️🅱️🆎🅾️🩸  #pbd #fbdoi #giveblood #givelife #spreadlove #rokothalassemia #pathankot #punjab #india #humanity #cause #realheroes  https://t.co/sWuzux6lco,en,0.0,1.0,2
2172,433,2021-06-27 02:14:54 India Standard Time,wearepathankot,Thank you for your incredible life saving donation #Dikshant. Don’t forget to donate blood before your #COVID jab ! @RaktDaanIndia 🅰️🅱️🆎🅾️🩸  #pbd #fbdoi #giveblood #givelife #spreadlove #rokothalassemia #pathankot #punjab #india #humanity #cause #realheroes  https://t.co/dok0s68N9z,en,0.0,1.0,3
2173,434,2021-06-27 01:39:21 India Standard Time,shettypramith,"Hi @bhumipednekar ji, Thank you for being a ray of hope for so many families going through the difficulties of COVID-19. You are an inspiration to all of us from around the country.",en,2.0,0.0,41
2174,435,2021-06-27 01:33:30 India Standard Time,t_rishabrawat,"Chadwick Falls #chadwickfalls #forest #shimla #lucknow #uttarpradesh #uttarakhand #google #instagram #facebook #covid #covid_19 #indiranagar #newpost #viralpost #first #sundayfunday @ Chadwick Falls, Shimla  https://t.co/cm7Nsfv1lU",en,0.0,0.0,0
2179,440,2021-06-27 01:21:08 India Standard Time,sec_thoddoo,✳️ COVID-19 Live Updates: 26/06/2021 @thoddoo_hc  https://t.co/Z2NytRy165,en,0.0,1.0,2
2180,441,2021-06-27 01:20:48 India Standard Time,cathydc1973,@RandoxHealth is it ok to drive to the drive through to get day 2 and 8 Covid test as where I am home quarantining is difficult to receive post. Is there as restriction as to how far you ca drive from as I’d be driving 60 miles,en,0.0,0.0,0
2181,442,2021-06-27 01:13:54 India Standard Time,leenacricket,She’s absolutely brilliant ! And it is a direct failure of FO Pak when UAE allows Indians to enter and we’re not allowed inspite of being at a better position vis-à-vis COVID ! IK should stop talking abt women’s clothes and concentrate elsewhere!,en,1.0,0.0,2
2182,443,2021-06-27 01:10:49 India Standard Time,cathydc1973,@RandoxHealth I’d like  to book for a day 2 and 8 Covid test at the end of July at the drive through at Manchester airport but I can’t see where to book it. Can you share the link please,en,0.0,0.0,0
2187,448,2021-06-27 01:06:35 India Standard Time,am1996x,"Just had the worst on call since I started in Covid wards, this wave is unlike anything we’ve experienced the past year, please get vaccinated...   والله نصيحة من قلب",en,1.0,2.0,5
2200,461,2021-06-27 00:44:27 India Standard Time,waleedrahman20,We are looking for a covid free Pakistan. This person is an obstruction in the process. I received this from a friend who shared with me. Concerned authorities should take action &amp;  stop people like these. @Asad_Umar @PakPMO @DhoIslamabad @MoIB_Official @ShkhRasheed  https://t.co/wM763RrsaU,en,1.0,3.0,5
2205,466,2021-06-27 00:39:18 India Standard Time,thefirefistace8,@taviishii Covid?,en,1.0,0.0,0
2208,469,2021-06-27 00:37:17 India Standard Time,kolathursenthil,@mkstalin CM sir. (covid-19 ) RIP family any help me sir,en,0.0,0.0,1
2209,470,2021-06-27 00:26:37 India Standard Time,_rodahidup,"13 new COVID-19 community cases, 1 more death reported in Singapore   https://t.co/OarNpNluwQ",en,0.0,0.0,0
2210,471,2021-06-27 00:17:52 India Standard Time,sustainme_in,Shop #sustainmefacemask ⬇️  https://t.co/6CuaZxe3sO . #SmallBusiness #sustainability #ShopeeID #branding #brand #Dubai #uae #green #TamilNadu #Tamil #ecommerce #AmazonPrimeDay #Amazon #Prabhas #Pushpa #Sivaangi #Nifty #Masks #mask #WearAMask #COVID19 #CovidVaccine #covid Shein  https://t.co/25FRuxCoZs,en,0.0,0.0,0
2211,472,2021-06-27 00:17:36 India Standard Time,prabhat_nsui,"I have received my first dose of the #Covid_19 (#COVISHIELD vaccine) . I appeal all those who are eligible to take the vaccine. Together, let us make India #COVID19  free अफवाहों से दूर रहें ,  वैक्सीन जरूर लगवाएं!!🙏  Thankyou @mybmc #Covishield #vaccinated_today  https://t.co/V1hhZhTWD3",en,0.0,1.0,4
2212,473,2021-06-27 00:12:53 India Standard Time,paulaaziz,Only in Bangladesh an issue like lockdown can turn into a joke! 🤦🏽‍♀️🤦🏽‍♀️ #lockdown #pandemic #CovidVaccine #covid,en,3.0,0.0,0
2213,474,2021-06-27 00:09:04 India Standard Time,azfarnx,"How do you keep smiling when you’ve lost all reasons to? Why, good lighting and a mirror of course! (Just got out of COVID ICU, I reek of coronaaaa) @ Hospital Universiti Kebangsaan Malaysia  https://t.co/7U1RgDPhte",en,0.0,0.0,1
2214,475,2021-06-27 00:04:27 India Standard Time,sandesh_samant,Now this is getting too much. Govts are overdoing lockdowns and curfews. Covid is going to be here forever. Are we going to live like this only all our life?,en,2.0,0.0,15
2216,477,2021-06-28 05:22:16 India Standard Time,teohpaikleong,@TokJoeMY This government is lacking in using logic and science in battling this Covid. All factories are control by Semburit MITI !?!,en,0.0,0.0,2
2218,479,2021-06-28 05:11:02 India Standard Time,pradeepkalekar3,"@IndianExpress MVA govt lacks cohesiveness,  logic &amp; plularity in its decision process. Appreciate the confidence of our CM vis-a-vis corona containment by converting temporary jumbo covid centres to permanent. That means another year of partial lockdowns, wow!",en,0.0,0.0,0
2220,481,2021-06-28 04:55:43 India Standard Time,umodhe,"@RailMinIndia PNR 8438705424. For Covid, you stopped pantry in Rajdhani. But, outside food is served at high cost. I believe pantry charges are included in my ticket. Don't understand what is happening here.",en,4.0,1.0,1
2221,482,2021-06-28 04:50:46 India Standard Time,elynn_nazlyn06,ATTENTION!   Siapa pernah buat saringan covid 19 di ppum? I need help. I have a question to ask. Please dm me if you have been to ppum utk buat saringan. Thank you.,en,0.0,0.0,0
2230,491,2021-06-28 02:17:08 India Standard Time,williamfdsouza1,"@PMOIndia @narendramodi Haha Ha , The villagers without education &amp; bellievers of aandh vishwas are difficult to convince on Covid 19 Vaccine &amp; Digital India.",en,0.0,0.0,0
2231,492,2021-06-28 02:12:47 India Standard Time,samirshaikh1219,Our inspiration Real Covid Yoddha My Brother @ShahnawazSuv #OxygenMen,en,0.0,0.0,2
2232,493,2021-06-28 02:08:01 India Standard Time,anurag876,"@MajorPoonia Only CM / govt which gives 1 cr to five categories. 1-Fire personel , 2-police, 3-covid warriors, 4-septic tank cleaners &amp; 5-defence personnel. Rest 70 years is big ANDAA. TOTAL FRAUD.",en,0.0,1.0,3
2236,497,2021-06-28 01:39:36 India Standard Time,nikhilkhoirom,@JoyceMeyer Provisions.rice also we got from covid distribution and vegetable one aunty helping us sometime but most of the time we eat rice with water or boil bean and cabbage and i had son 12 months old.and we don't have our own house we stayed at two uncle home because when dad was doing,en,1.0,0.0,0
2237,498,2021-06-28 01:29:06 India Standard Time,nikhilkhoirom,@JoyceMeyer Start dailysis from today but I said Doc right now we cannot do so when we are ready will come for dailysis.whereever the tick we have to do test and that day we did covid test for 1400 rupee and we did all the the even KFT also but except HIV and doctor says your dad need two  https://t.co/uMWArgvWtu,en,0.0,0.0,0
2238,499,2021-06-28 01:28:20 India Standard Time,jayprakashjosh,#MannKiBaat Strengthening our fight against Covid  https://t.co/yGDaXpQT8G,en,0.0,0.0,0
2240,501,2021-06-28 01:15:38 India Standard Time,jayprakashjosh,#MannKiBaat Covid protocols in Rural India  https://t.co/YMsKV0OUHw,en,0.0,0.0,0
2241,502,2021-06-28 00:56:53 India Standard Time,palit_arijeet,@ydnadydnad @singingamatya @dranuharshal @bmcbbsr @TheAnsumanRath @firdous_sofia @jkmohantySWOSTI @BBSRBuzz @DebabrataTOI @raykasturi @Krishnendu_N  https://t.co/rhiEhJ4SBF the pdf file contains information regarding covid care centre's in bbsr,en,1.0,0.0,2
2242,503,2021-06-28 00:56:17 India Standard Time,vaibhavrajkash1,"Law Students' biography after 2020-  ""Covid Pandemic: From LAW Student to LOST Student""",en,4.0,0.0,6
2243,504,2021-06-28 00:56:13 India Standard Time,sec_thoddoo,✳️ COVID-19 Live Updates: 27/06/2021 @thoddoo_hc  https://t.co/yvUHhpl0Q4,en,0.0,0.0,0
2245,506,2021-06-28 00:45:13 India Standard Time,shafeeg,"No numbers or quarantine: Singapore’s radical plan to live with covid. “We can’t eradicate it, but we can turn the pandemic into something much less threatening, like influenza or chickenpox, and get on with our lives,”   https://t.co/u1jOAxz48B",en,0.0,2.0,3
2246,507,2021-06-28 00:41:38 India Standard Time,rahulshinde1083,@narendramodi Do we have any covid protocol for protests or for Andolanjivi?? People are coming on road in mass to protests.. #andolanjivi,en,0.0,0.0,0
2247,508,2021-06-28 00:35:49 India Standard Time,faima_india_,"@FAIMA_INDIA_ demands Strict Action against the Culprit of this inhumane act of violence against 2 Resident Doctors of LTMGH Sion Hospital,Mumbai.This is the respect given by Public to Our Covid Heroes.  #shameful @OfficeofUT @PawarSpeaks @CMOMaharashtra  Kindly do the needful.  https://t.co/X2liHCb6re",en,1.0,24.0,35
2248,509,2021-06-28 00:25:33 India Standard Time,khwampa,@cryptopom1 I can feel you there. The recent COVID lockdown brought some similar experiences for me. Insane and disorienting. I hope you are better now.,en,0.0,0.0,1
2249,510,2021-06-28 00:23:53 India Standard Time,dipaynb,"Baisakhi, 1-year-old, with her older sister standing beside the railway track. Due to COVID-19, their school is closed for a long time. The whole education system of the country has hit badly as online mediums can't be accessible everywhere.  #LumixIndia #S5  https://t.co/IYGLXfA9t1",en,0.0,0.0,0
2251,512,2021-06-28 00:20:53 India Standard Time,bilalahmedglt,Today the Covid Positivity Ratio Is Increase 11% In Gilgit. . Its Very Dangerous but still there is no precautionary measure are taken by the Government. .!! # @HomeDeptGB @DCGILGIT @RandhawaAli,en,1.0,0.0,1
2252,513,2021-06-28 00:20:01 India Standard Time,tapasiroy7,"@DCPNewDelhi @LtGovDelhi @BJP4Delhi @CPDelhi Dear sir, hereby with a lot of regrets I want to inform you that even after contacting police during this covid time @hotelperfect who had given his hotel for lease for pg, both the parties are harassing us.",en,0.0,0.0,0
2253,514,2021-06-28 00:11:09 India Standard Time,nikhilkhoirom,@ameesha_patel @iamBobbyDeol We will do.rice we got from covid distribution and vegetable one aunty helping us sometime but most of the time we eat rice with water or boil bean and cabbage and i had son 12 months old.that much we suffer sister.  https://t.co/AZJ6rjhgU6,en,0.0,0.0,0
2254,515,2021-06-28 00:06:46 India Standard Time,tajindersts,"Visited #Covid Vaccination center at The Regional Institute for Co-Operative Management Sector 32-C, Chandigarh. Organised by Varinder Rana ji (VP BJYM), Deepak Madhav ji (BJYP), Raj Yaduvanshi (BJP IT CELL)  #COVID19 #VaccinationDrive @PMOIndia @arunsoodbjp @saudansinghbjp  https://t.co/8bBYpmYUV6",en,1.0,7.0,12
2255,516,2021-06-28 00:05:08 India Standard Time,lbikolana,"Get vaccinated soon! .... recently, I lost 2 persons in the family in just 2 weeks caused by covid... 😢😢😢  https://t.co/D0Q8z0nh8Y",en,0.0,0.0,0
2256,517,2021-06-28 00:05:06 India Standard Time,self_lover_0210,"Respected sir/madam we are requesting to postpone BTech exam(4-07-2021).covid may effect so many students, because of this you cancelled inter and 10th exams last month byt why not betch.we are also humans,we will also effect by covid . @WHO  @SabithaindraTRS   @KTRTRS",en,0.0,2.0,2
2257,518,2021-06-28 00:00:39 India Standard Time,monu_max2002,My Certificate for COVID-19 Vaccination - 1 st Dose 😊  https://t.co/mDP4OkDi4T,en,0.0,0.0,0
2261,522,2021-06-27 23:50:08 India Standard Time,sakerjamader,No river will be deep enough to drown the truth No noise will be loud enough to silence the voices  Never forgive. Never forget #BJPLiesIndiaCries #BJPExposedAgain  '10 people died in every village': Another BJP leader slams UP govt's COVID management  https://t.co/TxdszTq2vp,en,0.0,0.0,0
2262,523,2021-06-27 23:31:11 India Standard Time,drmurukadas,27.06.2021 In India #Covid_19 +ve cases surged fastly during 2nd wave to414554.Then stared falling; in last 24hrs rise in fresh cases is50050-slightly higher than y'day(48698)Total cases so far is 30233183;recovery- 29251029(96.75%);fatalities- 395751(1.31%)&amp;active- 595565(1.94%),en,0.0,0.0,0
2263,524,2021-06-27 23:23:20 India Standard Time,jayanta13998620,"Covid vaccine may not be enough, masks, distancing must continue: WHO  https://t.co/Hve1w6lGpe via @bangaloremirror",en,0.0,0.0,0
2264,525,2021-06-27 23:22:39 India Standard Time,syed_mahfuz,Post covid birthday. . .  .  . .  . . . .  . . . . .  . . . .  . . . . . . . .  #birthdaycake #birthday #covid #lockdown  #chicken #chickengrill #grilledchicken #lgmicrowave #lgmicrowaveoven @lg_india  #cake  https://t.co/Go4rhlsSbM,en,0.0,0.0,2
2265,526,2021-06-27 23:18:41 India Standard Time,drm_ashraf,@SymsMohamed Thanks.  Apparently they haven’t closed her case on system after her recovery in February. You’d think that someone being marked COVID-19 positive for the past FOUR months should trigger some sort of concern or response.,en,1.0,0.0,0
2266,527,2021-06-27 23:18:31 India Standard Time,medicaltruecare,Started COVID-19 Vaccination #vaccination #CovidVaccine #GetVaccinated #Covishield #pathology  https://t.co/4YKj0BHROk,en,0.0,0.0,0
2267,528,2021-06-27 23:11:51 India Standard Time,rayrahul,@ArvindKejriwal Development will be like Delhi kill innocent people thru Covid,en,0.0,0.0,0
2269,530,2021-06-27 23:00:04 India Standard Time,jkdentalortho,6 units crowns are ready to go inside the mouth to strengthen 2 weak and teeth and replace 2 Missing teeth. It will restore the function and aesthetics in the patient’s mouth.  Visit @JKDENTALORTHO to get your dental check up done  #trending #ahmedabad #trendingnow #doctor #covid  https://t.co/Xjch1aZyTD,en,0.0,1.0,3
2270,531,2021-06-27 22:57:59 India Standard Time,hsingh21,"Just when second wave of covid had hit all of India badly, we slowly realized that our health system has completely collapsed.  Similarly today I realized that everything has collapse if you go into it deeply.",en,0.0,0.0,0
2271,532,2021-06-27 22:57:42 India Standard Time,rahul_j_mathur,@DulaniSunny That's sort of all the leisure activities - along with the regular gym visits  Not much more you can do during Covid-19,en,1.0,0.0,1
2272,533,2021-06-27 22:57:22 India Standard Time,rathidevisudha1,"Covid-19,mask usage ,social distance &amp; hand washing Awareness to all children's &amp; public member's  https://t.co/smIzKQU9Xi",en,0.0,0.0,0
2273,534,2021-06-27 22:53:04 India Standard Time,arifkha36307960,"@_AkshayKM Yes sir,it's serious condition for student to give exame in this covid situation.",en,0.0,0.0,2
2274,535,2021-06-27 22:49:52 India Standard Time,imaliamjad,@TheAbdullahKhan Did you get your Covid jab?,en,1.0,0.0,0
2275,536,2021-06-29 05:23:02 India Standard Time,sharifsana2,"Kuwait lists 10 more COVID-19 deaths, 1,652 infections  https://t.co/TlC6nfGXvy via @@kuwaittimesnews",en,0.0,0.0,0
2276,537,2021-06-29 05:17:24 India Standard Time,veerappavenkap1,who in the right state of mind who want to visit India post Covid ? especially after the world has seen how badly it was managed .  trust @narendramodi to come up with these ‘ gems ‘  https://t.co/UY75RWGBvs,en,1.0,2.0,10
2278,539,2021-06-29 05:09:28 India Standard Time,muksinhasibuan,"@AgamFathoni3 @NovalAssegaf Covad Covid cuma ajang bisnis, berita covad covid is the real hoax..!",en,0.0,0.0,1
2280,541,2021-06-29 04:51:03 India Standard Time,khaaadiijaahhh,"Covid 19, hit this man now. We don't need him anymore. Its super hard and hurt with this government. 😭",en,0.0,0.0,0
2283,544,2021-06-29 04:39:41 India Standard Time,iqbalho10774078,@MuhyiddinYassin Sir If wants to control covid everyday must to give vaccine minimum 180+ thousand. Without vaccine any how can’t control it. Lock down is not the soluation. Don’t stay Home. Take vaccine stay safe. Tq,en,0.0,0.0,0
2284,545,2021-06-29 04:37:31 India Standard Time,josephadsouza,@Sandeep71121431 @t_d_h_nair Any sympathetic message to families of covid 19 victims?? Except to M.P. /MLAs or celebrities???,en,0.0,0.0,1
2287,548,2021-06-29 04:15:34 India Standard Time,farooq436,@TawakkalnaApp  Dear Sir. I try to book an appointment for covid 19 . In screenshot I am qualified to  book an appointment.  Once I click to start book appointment it's give error in Red colour.  Error.  Sorry request could not be completed.  I booked for my  wife it's ok.  https://t.co/D39tJcrK0y,en,1.0,0.0,0
2288,549,2021-06-29 03:46:20 India Standard Time,mekotweet,1850 covid infections reported today (28th June)  https://t.co/EPh4AnuN0o,en,0.0,0.0,0
2290,551,2021-06-29 02:40:18 India Standard Time,dan_giribone,#covid_19 or #vaccine  on delivery? #chemtrails sciechimiche o sciemenza ? ⚗️⚛️👨‍🔬👩‍🔬🤖☣️☢️📡 6.5G @ EARTH  https://t.co/i5SlBsLbdQ,en,0.0,0.0,0
2292,553,2021-06-29 02:15:29 India Standard Time,skm43168691,Car Festival of Sri Baldevjew should continue with Covid guidelines at Tulasi Khetra. #brahmataladhwaja #CMOOdisha @cmnaveenpatnaik   @PMOIndia   https://t.co/WGAtu3O7IY,en,0.0,0.0,0
2293,554,2021-06-29 02:09:22 India Standard Time,drdrjawaharl,BUY ONE AND INDUBITABLY GET ONE FREE:THE FREE ITEM'S GAIN OR LOSS DEPENDS UPON THE QUALITY OF BOUGHT ITEM. Must-read tweet if one wants to strangulate the after-effects of Covid-19.Most educative&amp;highly didactive. ............................................................  https://t.co/DDRprrXXiI,en,0.0,0.0,0
2294,555,2021-06-29 02:07:10 India Standard Time,vinaydokania,Modi s dream is to make India Covid Guru,en,0.0,3.0,8
2295,556,2021-06-29 01:37:38 India Standard Time,salafi_rakibul,@himantabiswa #BREAKING: 12 COVID-19 Patients died suddenly at GMCH a while ago.  @keshab_mahanta can u do something please leaving politics🥺😭😔  @himantabiswa @PMOIndia @gmchgauhati @MoHFW_INDIA @HealthGoalpara @nhm_assam @WHO @RahulGandhi @mygovassam @PIB_Guwahati @salafi_rakibul #Covid_19,en,0.0,0.0,0
