UserName,userhandle,Time,comments,retweets,likes,Tweet
Ujjwal Roy,@ujjwalroy06,2021-04-19T14:08:11.000Z,,1,2,Above the age of 18 to be eligible to get vaccine against Covid-19 from May 1
Amresh Priya,@priya_amresh,2021-04-19T12:39:14.000Z,,,,"Replying to 
@narendramodi"
PIB in Tripura,@PIBAgartala,2021-04-19T12:30:06.000Z,,9,50,"#IndiaFightsCorona:

 Don't be a #COVID spreading #Gunda.

 Follow #COVIDAppropriateBehaviour 

 Be The Wall against Coronavirus.

#Unite2FightCorona 
#StaySafe"
Adam Ahmed,@AdamAhm27306410,2021-04-19T10:14:23.000Z,,,,"Replying to 
@SonuSood
 and 
@SoodFoundation"
tanima biswas,@_tanima_biswas,2021-04-19T09:48:21.000Z,1,,2,#Bengal govt #covid strategy : total 8000 covid beds in the state. More to be added
Chirasree Chakraborty,@Chirasree,2021-04-19T09:24:17.000Z,,1,5,"Got this on Twitter. #COVID19India  Emergency Support numbers for #Kolkata 
.
#covidIndiaInfo #COVIDSecondWaveInIndia #Corona #MaskUpIndia #WearAMask #COVID19"
tanima biswas,@_tanima_biswas,2021-04-19T08:58:07.000Z,,,,#Bengal govt declares holidays for state board #schools due to heat wave and 'prevailing conditions' . #Rallies of course still continue #covid #BengalElections2021
ANUP HALDER ,@Anup__Halder,2021-04-19T05:30:06.000Z,,,,"Pathetic situation at sealdha . Only one main exit point . Is they're really think about pandemic. 
#Covid"
Aman Sharma,@AmanKayamHai_,2021-04-19T05:23:42.000Z,6,9,48,PM Modi to chair another important meeting on the COVID related situation at 11:30 am today #COVID
Gouri sankar sanyal,@SanyalGouri,2021-04-19T04:56:42.000Z,,,,"Replying to 
@MamataOfficial"
Bishal,@tweetbishal,2021-04-19T04:23:40.000Z,,1,1,"Congratulations! We welcome Covid-19 so warmly.

#CoronavirusPandemic #Covid_19 #BengalElections2021 #KumbhMela2021"
BHOLA NATH SAHA,@bsaha1712,2021-04-19T03:30:29.000Z,,,,"@MoHFW_INDIA
 
@wbdhfw
 
@PMOIndia
 
@CMOfficeWB
 
@jdhankhar1
 
Senior Citizen Covid-19 Positive Patint SAMIR CHOWDHURY 
23 Creek lane Kolkata-14 aged 60 Yrs,Contct Nos- 6290759305 / 8250233264 Running post to Pillar Since Yestrday Night to get admited in any Covid Hospital,plz help him."
tanima biswas,@_tanima_biswas,2021-04-19T02:32:49.000Z,,,4,"Considering these were the scenes at a #MamataBanerjee roadshow in #Kolkata yesterday, a wise decision by the #Bengal CM. She will not campaign anymore in #Kolkata #Covid #surge"
tanima biswas,@_tanima_biswas,2021-04-19T02:30:51.000Z,,,,Amid #covid surge #MamataBanerjee won't campaign in #Kolkata anymore. Restricts timing of her rallies in districts to 30 minutes
Amit Mukherjee,@AmitMukherji15,2021-04-19T00:44:22.000Z,,1,,"No space in hospitals, crematoriums in Gujarat: Horrific scenes from Covid-19 crisis in state  https://scroll.in/video/992164/no-space-in-hospitals-crematoriums-in-gujarat-horrific-scenes-from-covid-19-crisis-in-state… via 
@scroll_in"
M N KHAN,@TheLogicKhan,2021-04-18T23:30:06.000Z,,,,"Replying to 
@ReallySwara"
Rupesh Routh,@RouthRupesh,2021-04-18T18:36:05.000Z,,,,"Every time I was thinking that we have been trying my best wishes for every one..... 
          Wher mask  n use sanitizer And stay ur home because covid 19 2nd stage has come.... Be safe"
Sneha Saha,@sahas1301,2021-04-18T17:31:28.000Z,1,,3,"My neighbour who tested COVID-19 positive a week ago passed away today. He was doing good till last night.  Had signs of pneumonia and uncontrolled diabetes. 

What times are we living in? I mean, this is pathetic. 

#WearAMask"
Siddhant Mishra,@siddhantvm,2021-04-18T15:33:38.000Z,1,,3,"@navikakumar
 did u take your eyes off the Covid 19 ball ?? 


@AmitShah
 it is nothing like that. The surge which is happening is not only happening in India. It is everywhere. 
PM has left no stone unturned fighting #COVID19 #franklyspeaking"
ইন্দ্রজিৎ | INDRAJIT,@iindrojit,2021-04-18T14:00:12.000Z,6,26,60,"8419 fresh #Covid cases recorded in #Bengal over past 24 hrs

2197 new cases in #Kolkata alone"
Md Sk Shahnawaz(মোঃ শেখ শাহনাওয়াজ),@ShahnawazSocial,2021-04-18T13:07:54.000Z,1,,3,"If any one is #Covid +ve nd is/are alone or need anythng like home cook food,groceries medicine ot anythng,I will deliver it at your doorstep in and around Metiabruz,Kiddrpore (Kolkata).You just stay at home and take care of yourself and your loved ones till u'all recover. DM plz"
SASWATI PAUL,@SASWATIPAUL4,2021-04-18T11:33:01.000Z,,,,".
@BJP4India
's stand on COVID-19 wave in India:
LET'S COVER IT UP.
#ModiMadeDisaster"
Deepanjan Banerjee,@DBanerjee169930,2021-04-18T08:14:53.000Z,1,,,"Nǐ hǎo (Hello). This week, I’ve started learning Chinese language- conversational purpose. And with the rise of COVID-19, we have started following the safety rules and wearing masks again. Stay well, stay safe | @ Damayanti"
Hiraan,@hiran_chatterji,2021-04-18T07:05:14.000Z,6,38,146,Pl wear a mask and maintain the distance and follow the rules and regulations of COVID-19 
Rohan S Mitra,@rohansmitra,2021-04-18T07:03:08.000Z,,,6,"Bookmark this thread #Kolkata
#Bengal #COVIDー19 #COVID19India #COVID19 #covid"
SahaNur Max,@MaxSahanur,2021-04-18T06:09:41.000Z,,,,"Replying to 
@RahulGandhi
 and 
@IYC"
Gopal,@Gopal04029056,2021-04-18T05:26:57.000Z,,,,"Thank you so much sir ji

Prime Minister reviews Preparedness of Public Health Response to COVID-19
http://nm-4.com/XEqaNB via NaMo App"
Suvankar Dey,@SuvankarDey7,2021-04-18T05:04:53.000Z,,,,"@PMOIndia
 Dear Sir, My humble request to you please take hard action against COVID-19 in the current situation."
Poorna Banerjee,@panushwari,2021-04-18T04:36:55.000Z,,,,"Replying to 
@drharshvardhan
 and 
@PIB_India"
Poorna Banerjee,@panushwari,2021-04-18T04:34:26.000Z,,,,"@ECISVEEP
 you're an absolute failure when it comes to maintaining COVID-19 protocols and listening to the needs of the people of Bengal. Finish voting in Bengal in one day and get it over with. #boughtbyBJP"
Sabyasachi Mukherjee,@Sabyasa78808091,2021-04-18T02:19:01.000Z,,,,"Replying to 
@SOTCTravel
 and 
@madhavanmenon55"
Santanu Biswas,@aadharlinked,2021-04-17T21:29:39.000Z,,1,,Having disturbed sleep since last few days with all the terrible COVID-19 news and visuals. Anxiety levels have gone up. Prayers for those suffering .
Dr. Shilpa Basu Roy,@drshilparoy,2021-04-17T16:27:35.000Z,1,2,2,"Forget about ICU or ventilators, even General beds for #Covid patients are running out in most #Kolkata hospitals. 

But our #PMdoesntcare because he was busy in public rallies for vote!  "
DR. S.P BHATTACHARYA,@spbwb,2021-04-17T15:36:05.000Z,,,,"COVID-19 pushes India’s middle class toward poverty

https://economictimes.indiatimes.com/news/economy/indicators/covid-19-pushes-indias-middle-class-toward-poverty/articleshow/82112290.cms…

 Download Economic Times App to stay updated with Business News - https://etapp.onelink.me/tOvY/135dde21"
Sikharendra Datta,@sikharendra,2021-04-17T13:29:55.000Z,,,,History does have an uncanny habit of repeating itself #Corona #COVID19 #CoronavirusIndia #COVID19India
Ashish chaudhary,@hotashish,2021-04-17T12:34:43.000Z,,,,"@narendramodi
 
@PMOIndia
  I have full faith in you. You will take strict decision on Killer Covid 19 2nd wave. Don't waste time people are dying Mr. Prime minister. Situation is very very bad on the ground."
Sayantan C ,@sayantanc,2021-04-17T11:20:41.000Z,,,,"I have tested positive for Covid-19 and I'm currently in isolation and undergoing home quarantine! 
#Covid"
Devosmita Bhattacharya,@Devi_B94,2021-04-17T09:48:37.000Z,,,,"Replying to 
@timesofindia"
Dr. Shilpa Basu Roy,@drshilparoy,2021-04-17T09:27:04.000Z,1,4,2,"Who is accountable for the sudden surge in #COVID cases & the consequent loss of lives in #WestBengal? Is the 
@ECISVEEP
 listening yet? Open your eyes before it is too late!!

#COVIDSecondWave 
#WestBengalElections2021 
#AllLivesMatter"
Adam Ahmed,@AdamAhm27306410,2021-04-17T09:12:11.000Z,,,,"Replying to 
@SonuSood"
Chayan Biswas,@thechayanbiswas,2021-04-17T07:56:55.000Z,,3,3,"Why WBBSE What wrong with you Why are you pushing us to the death? We don't want this test to happen in this situation went covid-19 touch highest number of cases in West Bengal and India also. You don't want to die.#cancelboardexams2021 #cancelwbboardexam2021 
@itspcofficial"
Sudipta Chaudhuri,@SudiptaChaudh13,2021-04-17T06:55:35.000Z,,,,"Replying to 
@sakshijoshii"
Surajit Dey,@Surajit57800374,2021-04-17T04:48:21.000Z,,,,"India sees new record high of 2.34 lakh new COVID-19 cases; 1,341 die in 24 hours.
We the people of West Bengal request EC to take strong steps against the rallies going on every day. @ECISVEE 
@ABPNews
  
@Zee24Ghanta
 
@abpanandatv"
Sarbajit Ghose || #WearMask,@sarbajitghose,2021-04-17T04:42:43.000Z,,,3,"After The Great Wall of China, India has built Two Great Walls under #ModiJi.

Pic 1: To Hide the POVERTY of India

Pic 2: To Hide the Death by Covid 19 

#WhereIsPM
#ModiMadeDisaster"
tanima biswas,@_tanima_biswas,2021-04-17T04:22:47.000Z,1,,4,How about #symbolic or #virtual rallies? #Bengal recorded nearly 7000 #covid cases in 24 hours. Surge shows numbers doubled in about a week
Sneha Saha,@sahas1301,2021-04-17T02:05:15.000Z,,,5,"Honestly, no one in Kolkata really cares about COVID-19. Most don’t wear mask, and when I ask them why? They say, “o kicchu hobena. Ekhane corona nei.” 

I don’t know why they can’t understand that the situation can get worse if they have this mindset.."
Suhrita Majumdar,@SuhritaMajumdar,2021-04-17T01:45:40.000Z,,,,"Replying to 
@htTweets"
The ATMASWARUP doctor,@arijitpinnacle,2021-04-16T21:02:05.000Z,,,,"Replying to 
@RiskyDR_14
 
@MirrorNow
 and 
@Kaalateetham"
The ATMASWARUP doctor,@arijitpinnacle,2021-04-16T20:49:52.000Z,,,,"Replying to 
@NavroopSingh_"
The ATMASWARUP doctor,@arijitpinnacle,2021-04-16T20:01:54.000Z,,,,"Replying to 
@Preetam_M_Rao"
Kolkata.Foodie,@digitspeaking,2021-04-16T19:51:05.000Z,,1,1,"#Gujarat has run of hostipal beds and ambulances. Thousands dyinb everyday.

That state believed two liars & a party & spent more on cricket stadium, statue. Now the Gujarat Model Bubble is bursting.

#CoronaSecondWave #CoronaPandemic #coronavirus #Corona #CoronavirusIndia"
Ujjwal Roy,@ujjwalroy06,2021-04-16T18:00:40.000Z,,2,7,"Read_My_Exclusive_Interview 
@ANI


@IamNaveenKapoor


@jdhankhar1

#COVID19India
#COVIDEmergency
#COVIDSecondWave
COVID-19 situation in Bengal worrisome, people should follow norms, says Jagdeep Dhankhar https://aninews.in/news/national/general-news/covid-19-situation-in-bengal-worrisome-people-should-follow-norms-says-jagdeep-dhankhar20210416210556#.YHnNy-UAmrY.twitter…"
Dr. Hasan SR,@Dr__Hasan,2021-04-16T17:54:29.000Z,,1,1,"People should think about it, the second wave is even more dangerous than the first one. Two of the candidate has been died due to Covid-19. Take care guys! 
#MaskUpIndia #BengalElections2021 #BengalElection2021"
Rini.M.30,@RiniM301,2021-04-16T16:58:48.000Z,,,1,"@narendramodi
 respected sir I am student of class 12 from WB,as we all know that the Covid-19 has already reached it's second stage and the cbse has already cancelled clas 10 exam ,the only we will ask for the protection of our health is to conduct exams online .Please sir."
Ishadrita Lahiri,@ishadrita,2021-04-16T13:22:24.000Z,26,10,193,The mental anguish of flu-like symptoms and then having to wait 48 hours to know your #COVID test results...while you're in the middle of an election and just want to go out and report. Please keep me in your prayers. 2 episodes of Ki Bolche Bangla waiting to be produced 
Kamru Choudhury,@Kamru_Choudhury,2021-04-16T11:12:01.000Z,,,1,Uttar Pradesh becomes the Corona Graveyard of the world. #Corona #UttarPradesh
Teenskagram,@teenskagram,2021-04-16T11:07:46.000Z,1,3,5,"Waiting for ICSE
#teenskagram #news #cbseboardexam2021 #icseboardexam2021 #coronavirus #coronavirus #COVID19 #Corona #Exam"
Megha Kejriwal,@Megha_journo,2021-04-16T10:36:49.000Z,,,,"All party meet on #Covid: 

#BJP: We suggested social distancing be followed in polling queues.Central Force will check EPIC. 

#TMC: We demanded remaining phases be clubbed into 1 phase to fight Covid. 

#Left: EC hasn’t done enough. We are ready to follow norms."
Ayan Parichha,@parichha_ayan,2021-04-16T10:28:38.000Z,1,17,29,"With CoVID 19 spreading faster than ever before WBUHS is forcing Med students to appear in exams...
#Cancel2ndMBPracs 
@drharshvardhan
 
@PMOIndia
 
@MamataOfficial
 
@jdhankhar1
 
@rashtrapatibhvn"
Adam Ahmed,@AdamAhm27306410,2021-04-16T09:16:58.000Z,,,1,A prayer for humanity till Covid 19 Pandemic vanishes from our beautiful world .
subhajit Sengupta,@subhajit1969,2021-04-16T08:31:21.000Z,,,,"@drmsdah
, 
@RailMinIndia
 plz start drive to penalize passengers travelling in local trains without mask and mask with improper use. This will help to fight against covid 19 second wave. Already kolkata metro has started this drive"
tanima biswas,@_tanima_biswas,2021-04-16T05:47:40.000Z,1,,,"#Bengal #covid daily case rise reaching the 7000/day mark. Cases have more than doubled in roughly 10 days. There aren't enough beds, shortage of vaccines and remdesivir in ##kolkata . Just some facts to keep in mind today ahead of your meeting 
@ECISVEEP"
MKRathi,@mkrathi2012,2021-04-16T05:38:29.000Z,,,,"Replying to 
@ajay43"
Pankaj Kr Kesharwani,@arc_pankaj,2021-04-16T05:19:14.000Z,,1,,Time has come to announce PM Care Fund 2.0 to takle Second wave of Covid help.  #Covid_19 #PMCares #SecondCOVIDWave #SecondWave #COVID19India.. TM
Pankaj Kr Kesharwani,@arc_pankaj,2021-04-16T05:15:58.000Z,,,,Absurd exception.. #MahaKumbh2021 #Covid_19 #Uttrakhand.. TM
MKRathi,@mkrathi2012,2021-04-16T04:03:48.000Z,,,,"Replying to 
@GVDBossche"
MKRathi,@mkrathi2012,2021-04-16T01:20:46.000Z,,,,"Replying to 
@AneeshaBedi
 and 
@ThePrintIndia"
MKRathi,@mkrathi2012,2021-04-16T00:57:04.000Z,,,,"Replying to 
@somyalakhani
 and 
@DilliDurAst"
Krishnendu Shee,@KrishnenduShee2,2021-04-15T19:00:29.000Z,,,,"We are not properly prepared for wbsc board exam

And covid - 19 cases increase fast


@narendramodi
 
@wbcmo"
Pratik B,@trailsoftravel,2021-04-15T18:20:39.000Z,2,1,11,Why does every other post needs to have #Covid tagged to it. There is a life beyond it. Wear masks and stay hygienic. But don't let Covid infect you before it actually does.
Avinash Sharma,@Avinash86125287,2021-04-15T17:31:44.000Z,,,,"The corona pandemic would be dead serious in India just after the west Bengal elections. Till then play dodgeball with covid-19

#lockdown #CoronaPandemic #CoronaSecondWave"
MKRathi,@mkrathi2012,2021-04-15T16:58:04.000Z,,,,"Replying to 
@GeorgeFareed2"
Aman banka,@AmanBanka00,2021-04-15T15:45:45.000Z,,3,5,"Hospital audit is need of the hour. 

Chief minister of different state should come up with some organised plan then only they will be able to tackle this second wave of Covid -19."
Rupanjana Mitra,@iamRupanjana,2021-04-15T13:22:44.000Z,1,,5,"Take care of your world, your family, your loved ones, your friends, your philosophers and guides. 
BE SAFE!!
#covid_19 
#secondwavecorona"
Shahnaz P Mahrose شہناز,@Shahnazsays,2021-04-15T10:17:57.000Z,1,,1,"A good decision! 

●CPI(M) declared that they will not organize any large election rallies for the remaining phases of the elections due to COVID spread
●""Due to the sharp increase in covid-19, we have decided not to hold any major rallies,"" party leader Mohammad Salim said"
GoSpace,@_GoSpace,2021-04-15T10:10:44.000Z,,,,"We are amidst the second wave so please follow the health regulations and guidelines. 
#GoSpace #secondwave #covid_19 #covidindia #keephealthy #yourhealthmatters #healthylifestyle #workfromhome #keepdistance #putyourhealthfirst #staysafe #stayhealthy"
Awanish,@Awanish62093511,2021-04-15T09:16:21.000Z,1,,,The so called highly qualified beurocrates who are aware of such pandemic did experience bihar election where in except for PM rally there was no protocol for covid 19 followed all laws were flaunted by politician maybe we can say that in cold the virus is less active than in
Nishit Shaw,@NishitShawHere,2021-04-15T08:23:23.000Z,,3,3,"#COVID19 patient died at #Shivpuri district hospital in #Madhya 
Pradesh allegedly after a ward boy removed oxygen support.
The deceased was a dialysis patient & his hemoglobin had dropped.

#Chhattisgarh #COVIDSecondWaveInIndia #Hospital #COVIDEmergency #CoronaCurfew #Corona"
tanima biswas,@_tanima_biswas,2021-04-15T08:10:40.000Z,,1,3,#Bengal #covid #report 500 beds from hotels added to deal with #kolkata beds crisis
Rima Prasad,@RimaPrasad,2021-04-15T07:53:06.000Z,4,8,55,"Helpline numbers
#Covid_19"
Kolkatatoday,@KolkatatodayCom,2021-04-15T04:44:51.000Z,,,,"Rezaul Haque, Congress candidate from Samsherganj Constituency dies of COVID-19 
#RezaulHaque #COVID19  #Murshidabad #Congress #Kolkatatoday  for more details http://kolkatatoday.com"
Abhisek Ojha,@AbhisekOjha4,2021-04-15T04:14:24.000Z,1,,1,"Due To Covid-19,The Central Government Of India Cancelled The 10th Examination And Postponed The 12th Examination Of CBSE Syllabus In India By Our Hon'ble Prime Minister Shri Narendra Modi On 14th April 2021....
Not Only Covid-19 Is Affected To CBSE Student It Is Also An Pandemic"
Megha Kejriwal,@Megha_journo,2021-04-15T03:59:34.000Z,,1,,"#BreakingNews| Congress candidate from Samsherganj AC in Murshidabad, Rezaul Haque dies of Covid-19.

#COVID19India #BengalElection2021"
MKRathi,@mkrathi2012,2021-04-15T03:54:18.000Z,,,,"Replying to 
@sonaliranade"
tanima biswas,@_tanima_biswas,2021-04-15T03:29:57.000Z,1,1,1,"#Bengal #covid #report No vaccination in the state today, neither on the 18th. In addition, parts of #Kolkata will have no vaccine drive for 6 days, due to polling.  No vaccine drive in North Kolkata for 3 days, and no vaccine drive in South Kolkata for 3 days"
Durgesh P Mishra,@iamdpm,2021-04-15T02:52:57.000Z,,,,"Nothing is precious than a #mask now a days. Wear it when you are out of home. 

Good morning friends. Stay safe.
Please stay away from covid 19 virus"
tanima biswas,@_tanima_biswas,2021-04-15T02:45:13.000Z,,,2,#Bengal #covid #report #Kolkata gets 500 more beds as state govt ropes in few #hotels as covid care centres
Megha Kejriwal,@Megha_journo,2021-04-14T17:06:42.000Z,1,3,5,"#BreakingNews: BIGGEST JUMP IN #COVID CASES IN #WestBengal

BENGAL BREACHES 5K DAILY MARK FOR THE 1st TIME SINCE OUTBREAK. 

5,892 new #Covid cases in last 24hrs & 24 deaths in last 24hrs. 
#SecondCOVIDWave #COVIDEmergency #CoronavirusIndia #MaskUpIndia #MaskUpBengal"
Turban Boy,@llakshh,2021-04-14T16:31:28.000Z,,,,"Yogi Adityanaath has tested postive for Corona. He is renaming himself as Rogi Adityanaath. 

The only 'Positive' news coming out of UP today!!

#YogiAdityanath #Corona #KumbhMela #yogi"
Sougata Mandal,@sougata_journal,2021-04-14T16:21:56.000Z,,,,"@ECISVEEP
 must ensure #covidprotocol maintained #MaskUp in #WestBengalElections2021 rallies, #railstations #localtrain #kolkatametro to resist #massdeath due to #Corona in #WestBengal 

@MoHFW_INDIA
 
@WBPolice
 
@CPKolkata
 
@jdhankhar1
 
@MamataOfficial
 
@PMOIndia
 
#VaccinateJournalists"
Ishani Duttagupta,@IshaniDg,2021-04-14T16:18:23.000Z,1,1,7,"On Twitter I’m seeing so many friends, ex-colleagues etc suffering from #covid ; doctors desperately begging people to mask up & stay home & in a WA group middle-aged women on vacation posting maskless photos. My nerves are in tatters #COVIDEmergency "
Darpan Barik,@twit_darpan,2021-04-14T14:50:03.000Z,,,,"In a progressive stand, CPI (M) has cancelled all mega election rallies and public meetings, in light of the worsening Covid-19 situation in West Bengal. 

দম লাগে বস! Kudos! 

@CPIM_WESTBENGAL
 
@cpimspeak
 #sanjuktamorch  #vote #BengalElections2021 #ElectionCommission #COVID19"
tanima biswas,@_tanima_biswas,2021-04-14T14:46:01.000Z,,10,19,"#Bengal records 5892 fresh #covid cases. It was around 2000 mark, just last week"
Lakshmi Singh@laks,@hallabollaks,2021-04-14T14:02:52.000Z,,1,4,(CBSE) has cancelled the class 10th board exams and postponed the class 12th board exams in view of the rising number of COVID-19 cases. The CBSE Board exams were scheduled to begin on May 4. The decision was taken after a key meeting chaired by PM Modi ji
Ratul Das,@ratul__10,2021-04-14T13:07:05.000Z,,2,3,"@itspcofficial

Respective Sir, maximum students of WBSE wants the cancellation of the madhyamik examination. Just like CBSE students, we also have health issues. The second wave of Covid-19 is rising day by day. That's why we also want the cancellation.
#cancelboardexams2021"
tanima biswas,@_tanima_biswas,2021-04-14T12:53:41.000Z,,,3,#Bengal #covid #report From 16th April onwards vaccination drive to be done in all 120 wards of #kolkata
tanima biswas,@_tanima_biswas,2021-04-14T12:52:06.000Z,1,,1,#Bengal #covid #report #Kolkata private #hospitals told to increase covid bed capacity more than what they had during the peak last year
tanima biswas,@_tanima_biswas,2021-04-14T12:50:36.000Z,1,,2,"#Bengal #covid #report State mulling on roping in hotels to act as satellite centres, to tackle #beds crisis"
Sreya Chatterjee,@Sreya_Chattrjee,2021-04-14T11:56:29.000Z,,3,11,"Seen in this tweet is BJP's Propaganda Head, endorsing the fact that Covid-19 situation in Bengal is under control! 

He would have shared figures from Gujarat as well, but due to a tedious task of data suppression today's update must have been delayed."
LucyInTheSky,@LucyInT01752383,2021-04-14T11:04:47.000Z,,3,3,"#cancelstateboardexam #cancelboardexam2021 The state should atleast take a decision of making the board exams online or cancellation, postponing the board exams for the sake of our lives also the schools closed for controlling the further speed of Covid 19 virus.
@itspcofficial"
Nitesh Rajak,@NiteshR55534527,2021-04-14T10:36:18.000Z,1,1,,"https://youtu.be/WahCAJqQmlc please watch this video and please let do online exam for class 10 WBBSE as CBSC board has declared that for class it will cancel and for 12 class it has been postponed..so requesting due to increasing of covid-19 cases 
 
@MamataOfficial
 

@abhishekaitc"
Aman banka,@AmanBanka00,2021-04-14T10:31:53.000Z,4,16,49,"We have sent the letter petition to Chief Justice of Calcutta High court for the cancellation of all political rallies and gatherings amidst the second wave of Covid-19 in the State.


@pooja_news


@manogyaloiwal


@sakshijoshii"
Sreyashi Dey,@SreyashiDey,2021-04-14T10:28:54.000Z,1,2,13,WB Govenor to be present in the #Covid meeting today at 6:30PM.
𝓒𝓱𝓪𝔂𝓪𝓷 𝓖𝓾𝓹𝓽𝓪,@chayan_4u,2021-04-14T07:56:06.000Z,,,,Covid-19 news: Corona infection may increase after kumbh mela fear of superspreading hinges - Anandabazar
Urbasi Bhattacharyya,@Gayatri_INC,2021-04-14T07:27:15.000Z,,,,"West Bengal Reports Highest 1-Day Spike Of 4,817 Covid-19 Cases, 20 Deaths - NDTV"
Udayani Social Action Forum,@UdayaniF,2021-04-14T07:03:51.000Z,,,,"Udayani Social Action Forum celebrated International Women's Day 2021 in Bishnupur 1, Pandua, Kalna 2, Jamalpur and Kalna 1. The theme was #ChooseToChallenge
""Women in leadership:Achieving an equal future in a COVID-19 world"". Women were in their elements."
Sidhartha Ghosh,@SGCAL,2021-04-14T06:09:57.000Z,,,,"Replying to 
@ranjona"
Srishti Clinic,@SrishtiClinic,2021-04-14T05:30:05.000Z,,,,"The rise of the second spike of Covid - 19 prompted us that we have forgotten the sufferings of 2020.

Don't forget to wear your face mask.
Let's stop the virus together. 

#stopthespread #ivf #IVF #motherhood #pregnancy #pregnant #bangladesh #kolkata #westbengal"
Kolkata.Foodie,@digitspeaking,2021-04-14T04:12:17.000Z,1,,,"No mask. No social distancing.
No precaution too. 

4817 new #Corona cases in #WestBengal in these last 24 hours. Vote is important.

Sorry 
@parnomittra

#NoVoteToBJP 
এই উদাসীনতায় সোনার বাংলা তো হতেই পারে না লক্ষ্য।"
Sanjoy Das Guitar,@sanjoygt,2021-04-13T19:17:11.000Z,,,,"Pls take care 
&
Stay safe . 

I think we know about #covid_19 
#coronaviruspandemic 

#KumbhMela2021 
#WBElection2021 
#ElectionCommissionOfIndia"
Prabhu Yadav,@iamProfficial,2021-04-13T10:14:46.000Z,,,,"Covid is doing its job, so why aren’t you ! Keep doing your work,study etc, instead of giving up on lockdown-covid claims. STOP BEING SHEEP !!! #Covid_19 #COVIDSecondWave #motivation #WorkHard #BeSafeOutThere"
Debasish Halder,@debasishtweet38,2021-04-13T08:42:14.000Z,,,,"Replying to 
@PMOIndia
 and 
@narendramodi"
Ankit,@AnkitAgarwalOfc,2021-04-13T08:40:09.000Z,,1,1,"@drharshvardhan
 Can you tell us why social distancing is not maintained here and why no one is wearing mask. This is why India is leading in #Covid cases.

#BanElectionRalliesInCovid #NationWantsToKnow"
Rohan Bhattacharya,@learnwithrohanb,2021-04-13T07:58:18.000Z,,,,"It's important to wear a Mask now a days 

#Covid_19 #StaySafe #WearMask #BeSafe #UseSanitizer #India #WestBengalElection2021"
Aman Sharma,@AmanKayamHai_,2021-04-13T07:52:51.000Z,4,21,74,Breaking: Centre fast tracks Emergency Approvals for foreign produced COVID-19 Vaccines that have been granted EUA in other countries to Expand the Basket of Vaccines for Domestic Use and Hasten the Pace and Coverage of Vaccination
Rishi,@GDebarshi,2021-04-13T04:45:17.000Z,,,,"India going through a terrible phase. People having to burn their friends and families on open grounds due to huge wait times at crematoriums. Ambulance after ambulance waiting in front of every major hospital.

Influencers- My biggest problem is, i have too many shoes. #COVID"
Namesake Bangali,@debaditya91,2021-04-13T02:11:51.000Z,,,,Our Sanatanis has let us down this time....while this would have been great opportunity to show our commitment to fight against COVID 19 otherwise.
Indian Army,@Armybli24758048,2021-04-12T16:39:09.000Z,,3,,ED minister you are saying school will take all the precaution from covid-19 did you ever go any without informing school that they are taking proper safety measures .if school will providing all the safety measure but we have to come school in public transport #boardexams2021
Indian Army,@Armybli24758048,2021-04-12T16:37:22.000Z,,,1,education minister you are saying school will take all the precaution from covid-19 did you ever go any without informing school that they are taking proper safety measures .if school will providing all the safety measure but we have to come school in AP transport#boardexams2021
Indian Army,@Armybli24758048,2021-04-12T16:32:56.000Z,1,2,1,student health is more important then board .few days ago 7 members of my family are suffering from covid-19  and near my my house there are are many covid-19  positive people are leaving . In this condition you are expecting student to come to school for board . #boardexams2021
Megha Kejriwal,@Megha_journo,2021-04-12T16:06:13.000Z,,,,"BIG #BREAKING: #WestBengal records 4,511 new COVID-19 cases in last 24hrs. 

highest one-day spike since the outbreak of the disease last year! 

#MaskUpIndia #MaskPehnoIndia"
𝔹𝕒𝕣𝕦𝕟 𝔾𝕙𝕠𝕤𝕙 বরুণ ঘোষ,@barunghosh,2021-04-12T14:11:22.000Z,,,,"Replying to 
@ddggn
 and 
@AboutIndia"
𝔹𝕒𝕣𝕦𝕟 𝔾𝕙𝕠𝕤𝕙 বরুণ ঘোষ,@barunghosh,2021-04-12T13:06:59.000Z,3,,5,"#Covid_19 might not be such a bad time for shopping 
@AboutIndia
. It's #PohelaBoishak for us despite #WestBengalElections2021 . #mondaythoughts"
Nishit Shaw,@NishitShawHere,2021-04-12T12:41:11.000Z,,,,"Replying to 
@SumitkadeI"
Rana | Please #Vaccinate,@bladeit,2021-04-12T10:40:08.000Z,,,1,"A committee of experts has granted emergency use approval to Sputnik-V, the vaccine against the coronavirus disease (Covid-19) developed by Russia, in India. #COVID19"
tanima biswas,@_tanima_biswas,2021-04-12T09:38:09.000Z,,1,,#Bengal #Covid #report cases have doubled in Bengal (including Kolkata) in less than a week
Nishit Shaw,@NishitShawHere,2021-04-12T09:35:56.000Z,3,,,"Biggest News from the Film Industry!

Our most loved heroes #SalmanKhan & #Yash most likely to release #Radhe & #KGF2 on the same day.

This will send out a strong message to all exhibitors & cinema halls need to be well equipped. 

All depends on #Covid. 


@BeingSalmanKhan"
tanima biswas,@_tanima_biswas,2021-04-12T07:58:14.000Z,,2,2,#Bengal #Covid #report Private #hospitals in #Kolkata run out of covid beds. Almost all the prominent hospitals that I spoke to are full and unfortunately many are refusing to admit more patients
