,tweet,language,hastags,attherate,urls,tokenized_Tweet,filteredToken
34,SOS I NEED COVID-19 HOSPITAL WITH DIALYSIS TREATMENT IN MUMBAI  WE ARE SEARCHING HOSPITAL BUT NO BEDS ARE AVAILABLE &amp; WHERE BEDS ARE AVAILABLE THEY ARE NOT ALLOWING DIALYSIS TREATMENT FOR PATIENT  #HelpMeUrgently @manoj_kotak  @OfficeofUT  @AUThackeray  @PawarSpeaks @PMOIndia,en,['#HelpMeUrgently'],"['@manoj_kotak', '@OfficeofUT', '@AUThackeray', '@PawarSpeaks', '@PMOIndia']",[],"['SOS', 'I', 'NEED', 'COVID-19', 'HOSPITAL', 'WITH', 'DIALYSIS', 'TREATMENT', 'IN', 'MUMBAI', 'WE', 'ARE', 'SEARCHING', 'HOSPITAL', 'BUT', 'NO', 'BEDS', 'ARE', 'AVAILABLE', 'amp', 'WHERE', 'BEDS', 'ARE', 'AVAILABLE', 'THEY', 'ARE', 'NOT', 'ALLOWING', 'DIALYSIS', 'TREATMENT', 'FOR', 'PATIENT', 'HelpMeUrgently', 'manoj_kotak', 'OfficeofUT', 'AUThackeray', 'PawarSpeaks', 'PMOIndia']","['IN', 'FOR', 'PMOIndia', 'WITH', 'DIALYSIS', 'MUMBAI', 'BEDS', 'HOSPITAL', 'ALLOWING', 'PawarSpeaks', 'HelpMeUrgently', 'THEY', 'AVAILABLE', 'NEED', 'I', 'SOS', 'WHERE', 'WE', 'amp', 'manoj_kotak', 'AUThackeray', 'PATIENT', 'ARE', 'COVID-19', 'NOT', 'BUT', 'OfficeofUT', 'TREATMENT', 'NO', 'SEARCHING']"
35,ADD press release regarding current situation in K.Dhiffushi   #ADD #ADDhiffushi #ADDNGO #Dhiffushi #ADDawares #covid #covid2019 #covid19outbreak  https://t.co/eUv7EWbm78,en,"['#ADD', '#ADDhiffushi', '#ADDNGO', '#Dhiffushi', '#ADDawares', '#covid', '#covid2019', '#covid19outbreak']",[],['https://t.co/eUv7EWbm78'],"['ADD', 'press', 'release', 'regarding', 'current', 'situation', 'in', 'K.Dhiffushi', 'ADD', 'ADDhiffushi', 'ADDNGO', 'Dhiffushi', 'ADDawares', 'covid', 'covid2019', 'covid19outbreak', 'https', 't.co/eUv7EWbm78']","['covid19outbreak', 'https', 'release', 'regarding', 'ADDNGO', 'Dhiffushi', 'ADDawares', 'covid2019', 'covid', 'situation', 'current', 'press', 'K.Dhiffushi', 't.co/eUv7EWbm78', 'ADD', 'ADDhiffushi']"
36,See the Current active cases of Tamil Nadu and how rallies are going on. Now where are the Covid Protocols? Who Will answer? Elections hoge rallies hogi but exams Nahi hogi. Tyoharo par dukane band hogi.q #ElectionHongeExamnahihogi  https://t.co/YW18MxJSF6,en,['#ElectionHongeExamnahihogi'],[],['https://t.co/YW18MxJSF6'],"['See', 'the', 'Current', 'active', 'cases', 'of', 'Tamil', 'Nadu', 'and', 'how', 'rallies', 'are', 'going', 'on', 'Now', 'where', 'are', 'the', 'Covid', 'Protocols', 'Who', 'Will', 'answer', 'Elections', 'hoge', 'rallies', 'hogi', 'but', 'exams', 'Nahi', 'hogi', 'Tyoharo', 'par', 'dukane', 'band', 'hogi.q', 'ElectionHongeExamnahihogi', 'https', 't.co/YW18MxJSF6']","['Tyoharo', 'Tamil', 'band', 'answer', 't.co/YW18MxJSF6', 'rallies', 'Who', 'cases', 'Will', 'https', 'Nadu', 'par', 'dukane', 'Now', 'Protocols', 'going', 'See', 'hogi', 'active', 'Covid', 'ElectionHongeExamnahihogi', 'hoge', 'exams', 'Elections', 'Nahi', 'hogi.q', 'Current']"
37,@LonewolfScyther The amount of opportunities i have lost because of covid have taken mental toll on me..  https://t.co/WL0g9nYhZV,en,[],['@LonewolfScyther'],['https://t.co/WL0g9nYhZV'],"['LonewolfScyther', 'The', 'amount', 'of', 'opportunities', 'i', 'have', 'lost', 'because', 'of', 'covid', 'have', 'taken', 'mental', 'toll', 'on', 'me', 'https', 't.co/WL0g9nYhZV']","['toll', 'lost', 'https', 'opportunities', 'amount', 'LonewolfScyther', 'covid', 'The', 'mental', 'taken', 't.co/WL0g9nYhZV']"
38,Got #Vaccination of COVID-19.. ...Feeling thankful to government of india  https://t.co/I9HRdC6YHu,en,['#Vaccination'],[],['https://t.co/I9HRdC6YHu'],"['Got', 'Vaccination', 'of', 'COVID-19', 'Feeling', 'thankful', 'to', 'government', 'of', 'india', 'https', 't.co/I9HRdC6YHu']","['COVID-19', 'Got', 'https', 'thankful', 'government', 'Vaccination', 't.co/I9HRdC6YHu', 'india', 'Feeling']"
39,TODAY NO VENTILATOR FREE IN HOSPITAL ON EVERY VENTILATOR COVID PATIENT FAMILY PRAYING  WORSHIP FOR SAVEING LIFE JUST LISTEN THREE MINUTE VEDIO SAY WHO BECOME COVID GOD @IndoreCollector @iShankarLalwani @JansamparkMP  #COVID19 #CoronavirusPandemic   https://t.co/LexRAldGcw,en,"['#COVID19', '#CoronavirusPandemic']","['@IndoreCollector', '@iShankarLalwani', '@JansamparkMP']",['https://t.co/LexRAldGcw'],"['TODAY', 'NO', 'VENTILATOR', 'FREE', 'IN', 'HOSPITAL', 'ON', 'EVERY', 'VENTILATOR', 'COVID', 'PATIENT', 'FAMILY', 'PRAYING', 'WORSHIP', 'FOR', 'SAVEING', 'LIFE', 'JUST', 'LISTEN', 'THREE', 'MINUTE', 'VEDIO', 'SAY', 'WHO', 'BECOME', 'COVID', 'GOD', 'IndoreCollector', 'iShankarLalwani', 'JansamparkMP', 'COVID19', 'CoronavirusPandemic', 'https', 't.co/LexRAldGcw']","['ON', 'IN', 't.co/LexRAldGcw', 'FOR', 'LISTEN', 'IndoreCollector', 'JUST', 'PRAYING', 'COVID', 'FAMILY', 'https', 'WHO', 'HOSPITAL', 'CoronavirusPandemic', 'TODAY', 'VEDIO', 'SAY', 'MINUTE', 'LIFE', 'COVID19', 'EVERY', 'VENTILATOR', 'BECOME', 'PATIENT', 'GOD', 'FREE', 'THREE', 'iShankarLalwani', 'JansamparkMP', 'NO', 'SAVEING', 'WORSHIP']"
40,local council elections #LCE2021 has cured covid. 😒😂 #covid19dhifaau,en,"['#LCE2021', '#covid19dhifaau']",[],[],"['local', 'council', 'elections', 'LCE2021', 'has', 'cured', 'covid', '😒😂', 'covid19dhifaau']","['cured', '😒😂', 'council', 'LCE2021', 'covid', 'covid19dhifaau', 'local', 'elections']"
41,@manojkjhadu @EduMinOfIndia Well that has to be followed by students when the likes of you not following Covid protocol how u expect students to do so.,en,[],"['@manojkjhadu', '@EduMinOfIndia']",[],"['manojkjhadu', 'EduMinOfIndia', 'Well', 'that', 'has', 'to', 'be', 'followed', 'by', 'students', 'when', 'the', 'likes', 'of', 'you', 'not', 'following', 'Covid', 'protocol', 'how', 'u', 'expect', 'students', 'to', 'do', 'so']","['following', 'students', 'Well', 'expect', 'likes', 'u', 'protocol', 'EduMinOfIndia', 'followed', 'manojkjhadu', 'Covid']"
42,"@fadlism @kudanai ""Sinopharm is for the opposition and Covishield is for govt pro.""  &amp;  Covid-19 is for everyone.",en,[],"['@fadlism', '@kudanai']",[],"['fadlism', 'kudanai', 'Sinopharm', 'is', 'for', 'the', 'opposition', 'and', 'Covishield', 'is', 'for', 'govt', 'pro', 'amp', 'Covid-19', 'is', 'for', 'everyone']","['kudanai', 'Sinopharm', 'pro', 'everyone', 'govt', 'fadlism', 'opposition', 'amp', 'Covid-19', 'Covishield']"
43,Just got this message from covid vaccination helpline. Such efficiency. 1 hour left in the day. Wow! 👏🏽👏🏽 @OfficialNcoc  https://t.co/OMliNrjQrF,en,[],['@OfficialNcoc'],['https://t.co/OMliNrjQrF'],"['Just', 'got', 'this', 'message', 'from', 'covid', 'vaccination', 'helpline', 'Such', 'efficiency', '1', 'hour', 'left', 'in', 'the', 'day', 'Wow', '👏🏽👏🏽', 'OfficialNcoc', 'https', 't.co/OMliNrjQrF']","['got', 'left', 'https', 'helpline', 'Such', 't.co/OMliNrjQrF', 'vaccination', '1', 'OfficialNcoc', 'covid', 'efficiency', 'Just', '👏🏽👏🏽', 'day', 'hour', 'Wow', 'message']"
44,Europe recasts COVID-19 vaccine playbook after first-round flop  https://t.co/G6uv5yFtpg #Sipgrab #UnitingPeopleWithThePossibilities,en,"['#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/G6uv5yFtpg'],"['Europe', 'recasts', 'COVID-19', 'vaccine', 'playbook', 'after', 'first-round', 'flop', 'https', 't.co/G6uv5yFtpg', 'Sipgrab', 'UnitingPeopleWithThePossibilities']","['COVID-19', 'Europe', 'UnitingPeopleWithThePossibilities', 'recasts', 'https', 'first-round', 't.co/G6uv5yFtpg', 'playbook', 'flop', 'Sipgrab', 'vaccine']"
45,"As covid cases are rising in Maharashtra,But @CMofKarnataka has not given any order regarding the closure of route for people coming or going to Maharashtra .I humbly request honorable CM to please take precautionary measures to tackle the virus. @siddaramaiah  @hd_kumaraswamy",en,[],"['@CMofKarnataka', '@siddaramaiah', '@hd_kumaraswamy']",[],"['As', 'covid', 'cases', 'are', 'rising', 'in', 'Maharashtra', 'But', 'CMofKarnataka', 'has', 'not', 'given', 'any', 'order', 'regarding', 'the', 'closure', 'of', 'route', 'for', 'people', 'coming', 'or', 'going', 'to', 'Maharashtra', 'I', 'humbly', 'request', 'honorable', 'CM', 'to', 'please', 'take', 'precautionary', 'measures', 'to', 'tackle', 'the', 'virus', 'siddaramaiah', 'hd_kumaraswamy']","['take', 'regarding', 'measures', 'cases', 'order', 'hd_kumaraswamy', 'But', 'CMofKarnataka', 'people', 'Maharashtra', 'covid', 'request', 'tackle', 'coming', 'I', 'going', 'honorable', 'precautionary', 'As', 'given', 'siddaramaiah', 'CM', 'closure', 'please', 'virus', 'humbly', 'route', 'rising']"
46,81300+ Covid cases today .. is Virus getting super activated or people have become reluctant and do not care about getting infected. Let's open Vaccination for all adults basis availability @drharshvardhan @PMOIndia #StaySafe #WearMask #SocialDistancing #WFH #LiveWithCare  https://t.co/MLS9POBBKb,en,"['#StaySafe', '#WearMask', '#SocialDistancing', '#WFH', '#LiveWithCare']","['@drharshvardhan', '@PMOIndia']",['https://t.co/MLS9POBBKb'],"['81300', 'Covid', 'cases', 'today', 'is', 'Virus', 'getting', 'super', 'activated', 'or', 'people', 'have', 'become', 'reluctant', 'and', 'do', 'not', 'care', 'about', 'getting', 'infected', 'Let', ""'s"", 'open', 'Vaccination', 'for', 'all', 'adults', 'basis', 'availability', 'drharshvardhan', 'PMOIndia', 'StaySafe', 'WearMask', 'SocialDistancing', 'WFH', 'LiveWithCare', 'https', 't.co/MLS9POBBKb']","['LiveWithCare', 'SocialDistancing', 'WFH', 'PMOIndia', '81300', ""'s"", 'WearMask', 'reluctant', 'cases', 'become', 'Virus', 'https', 'people', 'infected', 'drharshvardhan', 'getting', 'care', 'today', 'open', 'Let', 'Covid', 'adults', 't.co/MLS9POBBKb', 'basis', 'StaySafe', 'activated', 'availability', 'Vaccination', 'super']"
47,"""France to enter a third national lockdown for four weeks amid COVID-19 surge""   https://t.co/mFZiZEbKfz",en,[],[],['https://t.co/mFZiZEbKfz'],"['France', 'to', 'enter', 'a', 'third', 'national', 'lockdown', 'for', 'four', 'weeks', 'amid', 'COVID-19', 'surge', 'https', 't.co/mFZiZEbKfz']","['COVID-19', 'https', 'surge', 'weeks', 'four', 'third', 'enter', 'national', 'lockdown', 'amid', 't.co/mFZiZEbKfz', 'France']"
48,@OfficialDMRC You are praise these thing everyday on twitter but what for them who travel daily in crowded metro. There is any covid safety measure taken by dmrc for there passenger? Metro running as the same as running before Corona period and people are traveling same too.,en,[],['@OfficialDMRC'],[],"['OfficialDMRC', 'You', 'are', 'praise', 'these', 'thing', 'everyday', 'on', 'twitter', 'but', 'what', 'for', 'them', 'who', 'travel', 'daily', 'in', 'crowded', 'metro', 'There', 'is', 'any', 'covid', 'safety', 'measure', 'taken', 'by', 'dmrc', 'for', 'there', 'passenger', 'Metro', 'running', 'as', 'the', 'same', 'as', 'running', 'before', 'Corona', 'period', 'and', 'people', 'are', 'traveling', 'same', 'too']","['praise', 'metro', 'passenger', 'You', 'everyday', 'running', 'measure', 'daily', 'thing', 'people', 'There', 'twitter', 'travel', 'OfficialDMRC', 'Corona', 'covid', 'period', 'Metro', 'safety', 'taken', 'dmrc', 'traveling', 'crowded']"
49,TOI Edit Page : Covid year in review: Four areas where India acquitted itself well during the worldwide pandemic crisis  https://t.co/aTamPkYzxM,en,[],[],['https://t.co/aTamPkYzxM'],"['TOI', 'Edit', 'Page', 'Covid', 'year', 'in', 'review', 'Four', 'areas', 'where', 'India', 'acquitted', 'itself', 'well', 'during', 'the', 'worldwide', 'pandemic', 'crisis', 'https', 't.co/aTamPkYzxM']","['worldwide', 'Page', 'https', 't.co/aTamPkYzxM', 'India', 'TOI', 'Edit', 'areas', 'pandemic', 'well', 'crisis', 'review', 'year', 'Four', 'Covid', 'acquitted']"
50,the security was nice enough to let me take pics of the place but it’s closed rn cuz of covid :( i literally felt like i was in another world  https://t.co/0I2LZTjmYl,en,[],[],['https://t.co/0I2LZTjmYl'],"['the', 'security', 'was', 'nice', 'enough', 'to', 'let', 'me', 'take', 'pics', 'of', 'the', 'place', 'but', 'it', '’', 's', 'closed', 'rn', 'cuz', 'of', 'covid', 'i', 'literally', 'felt', 'like', 'i', 'was', 'in', 'another', 'world', 'https', 't.co/0I2LZTjmYl']","['’', 'world', 'take', 'nice', 'pics', 'closed', 'security', 'another', 'https', 't.co/0I2LZTjmYl', 'covid', 'like', 'felt', 'enough', 'literally', 'let', 'cuz', 'rn', 'place']"
51,@Asad_Umar Please close Schools And Colleges in Chiniot And Jhang as Covid Cases are increasing day by day.... People are not following any Sops....No social distancing. @Shafqat_Mahmood  @DrMuradPTI  @NCOC_Official @Asad_Umar,en,[],"['@Asad_Umar', '@Shafqat_Mahmood', '@DrMuradPTI', '@NCOC_Official', '@Asad_Umar']",[],"['Asad_Umar', 'Please', 'close', 'Schools', 'And', 'Colleges', 'in', 'Chiniot', 'And', 'Jhang', 'as', 'Covid', 'Cases', 'are', 'increasing', 'day', 'by', 'day', 'People', 'are', 'not', 'following', 'any', 'Sops', 'No', 'social', 'distancing', 'Shafqat_Mahmood', 'DrMuradPTI', 'NCOC_Official', 'Asad_Umar']","['Asad_Umar', 'following', 'No', 'Please', 'Chiniot', 'Sops', 'NCOC_Official', 'Jhang', 'DrMuradPTI', 'distancing', 'day', 'People', 'Shafqat_Mahmood', 'close', 'Covid', 'And', 'Colleges', 'Schools', 'Cases', 'social', 'increasing']"
52,Congratulations @subodhagarwal Ji. This is really very kind work you have done during COVID. @ZeeNews @ashokgehlot51 @DrBDKalla @PSKhachariyawas @RajSampark,en,[],"['@subodhagarwal', '@ZeeNews', '@ashokgehlot51', '@DrBDKalla', '@PSKhachariyawas', '@RajSampark']",[],"['Congratulations', 'subodhagarwal', 'Ji', 'This', 'is', 'really', 'very', 'kind', 'work', 'you', 'have', 'done', 'during', 'COVID', 'ZeeNews', 'ashokgehlot51', 'DrBDKalla', 'PSKhachariyawas', 'RajSampark']","['ZeeNews', 'This', 'really', 'COVID', 'ashokgehlot51', 'RajSampark', 'subodhagarwal', 'PSKhachariyawas', 'DrBDKalla', 'Congratulations', 'Ji', 'work', 'done', 'kind']"
53,@_VIDHUSHAK Covid,en,[],['@_VIDHUSHAK'],[],"['VIDHUSHAK', 'Covid']","['Covid', 'VIDHUSHAK']"
54,"Total Covid Cases till date :  US : 31,175,882  Brazil : 12,753,258 India : 12,753,258  and CHINA : 90,217  Source : Worldometer !   And apparently it all started in Wuhan  #WuhanVirus",en,['#WuhanVirus'],[],[],"['Total', 'Covid', 'Cases', 'till', 'date', 'US', '31,175,882', 'Brazil', '12,753,258', 'India', '12,753,258', 'and', 'CHINA', '90,217', 'Source', 'Worldometer', 'And', 'apparently', 'it', 'all', 'started', 'in', 'Wuhan', 'WuhanVirus']","['India', 'Wuhan', 'apparently', 'WuhanVirus', 'date', 'till', 'Brazil', '12,753,258', 'Total', 'US', 'CHINA', 'Worldometer', 'Covid', 'And', 'Source', 'Cases', 'started', '31,175,882', '90,217']"
55,"Of vaccines for which we created gaga and did publicity during elections?Are we not ready infrastructure wise even after 1year of COVID-19 that we are talking about lockdown. Lockdown is not solution,we need solution.@narendramodi @AmitShah @drharshvardhan #nightcurfew #COVID19",en,"['#nightcurfew', '#COVID19']","['@AmitShah', '@drharshvardhan']",[],"['Of', 'vaccines', 'for', 'which', 'we', 'created', 'gaga', 'and', 'did', 'publicity', 'during', 'elections', 'Are', 'we', 'not', 'ready', 'infrastructure', 'wise', 'even', 'after', '1year', 'of', 'COVID-19', 'that', 'we', 'are', 'talking', 'about', 'lockdown', 'Lockdown', 'is', 'not', 'solution', 'we', 'need', 'solution', 'narendramodi', 'AmitShah', 'drharshvardhan', 'nightcurfew', 'COVID19']","['ready', 'created', 'vaccines', 'lockdown', 'solution', 'publicity', 'even', 'AmitShah', 'talking', 'wise', 'Are', 'COVID19', 'drharshvardhan', 'elections', '1year', 'need', 'Lockdown', 'infrastructure', 'COVID-19', 'narendramodi', 'gaga', 'Of', 'nightcurfew']"
56,I just don't understand the point of spending billions in producing COVID-19 vaccine if we are not able to control the virus even after 1year. We are talking about imposing lockdown and in few states it's already imposed.Then what was the point of readines and production 1/2,en,[],[],[],"['I', 'just', 'do', ""n't"", 'understand', 'the', 'point', 'of', 'spending', 'billions', 'in', 'producing', 'COVID-19', 'vaccine', 'if', 'we', 'are', 'not', 'able', 'to', 'control', 'the', 'virus', 'even', 'after', '1year', 'We', 'are', 'talking', 'about', 'imposing', 'lockdown', 'and', 'in', 'few', 'states', 'it', ""'s"", 'already', 'imposed.Then', 'what', 'was', 'the', 'point', 'of', 'readines', 'and', 'production', '1/2']","['1/2', 'understand', 'lockdown', 'imposing', 'production', 'even', ""'s"", 'imposed.Then', 'control', 'already', 'readines', 'talking', 'able', 'I', 'states', 'producing', '1year', 'We', 'spending', ""n't"", 'COVID-19', 'virus', 'point', 'billions', 'vaccine']"
57,@ThatDjVega But that’s kinda always been a thing since before COVID.,en,[],['@ThatDjVega'],[],"['ThatDjVega', 'But', 'that', '’', 's', 'kinda', 'always', 'been', 'a', 'thing', 'since', 'before', 'COVID']","['’', 'kinda', 'But', 'COVID', 'thing', 'ThatDjVega', 'always', 'since']"
58,@uditprakash  And sir university is forcing us to give undertaking that mentions that university will not be responsible if anyone becomes covid positive &amp; no provision for students who miss their exams due to some emergency. Kind request Sir pls look into this matter...,en,[],['@uditprakash'],[],"['uditprakash', 'And', 'sir', 'university', 'is', 'forcing', 'us', 'to', 'give', 'undertaking', 'that', 'mentions', 'that', 'university', 'will', 'not', 'be', 'responsible', 'if', 'anyone', 'becomes', 'covid', 'positive', 'amp', 'no', 'provision', 'for', 'students', 'who', 'miss', 'their', 'exams', 'due', 'to', 'some', 'emergency', 'Kind', 'request', 'Sir', 'pls', 'look', 'into', 'this', 'matter']","['students', 'look', 'pls', 'undertaking', 'Sir', 'matter', 'us', 'covid', 'request', 'give', 'emergency', 'anyone', 'sir', 'forcing', 'miss', 'amp', 'uditprakash', 'university', 'And', 'Kind', 'responsible', 'exams', 'mentions', 'becomes', 'provision', 'due', 'positive']"
59,Alhamdulillah got my 2nd dose of Covid 19 vaccine 2 days ago ✨  https://t.co/tIi5TNwTZ9,en,[],[],['https://t.co/tIi5TNwTZ9'],"['Alhamdulillah', 'got', 'my', '2nd', 'dose', 'of', 'Covid', '19', 'vaccine', '2', 'days', 'ago', '✨', 'https', 't.co/tIi5TNwTZ9']","['got', 'https', 'days', '19', 'ago', '✨', 'Alhamdulillah', '2nd', 'dose', 't.co/tIi5TNwTZ9', 'Covid', '2', 'vaccine']"
60,A beautiful and self exploratory message... #WearAMask  #Covid_19  https://t.co/mStNaciISa,en,"['#WearAMask', '#Covid_19']",[],['https://t.co/mStNaciISa'],"['A', 'beautiful', 'and', 'self', 'exploratory', 'message', 'WearAMask', 'Covid_19', 'https', 't.co/mStNaciISa']","['WearAMask', 'https', 'Covid_19', 'A', 't.co/mStNaciISa', 'beautiful', 'self', 'exploratory', 'message']"
61,Jay Hind....🇮🇳🇮🇳🇮🇳  #upsc #ias #ips #ifs #irs #ies #upscexam #iasofficer #ipsofficer #ssc #gk #bpsc #kpsc #ukpsc #MBBS #iasmotivation #gpsc #mpsc #mp #crpf #Bihar #Punjabi #IPL2021 #Covid_19 #lbsnaa #ARMY #Delhi #India  #Modi #study #student #college ❤️ Like ➡️Comment  💚follow  https://t.co/XjnfvP7k1G,en,"['#upsc', '#ias', '#ips', '#ifs', '#irs', '#ies', '#upscexam', '#iasofficer', '#ipsofficer', '#ssc', '#gk', '#bpsc', '#kpsc', '#ukpsc', '#MBBS', '#iasmotivation', '#gpsc', '#mpsc', '#mp', '#crpf', '#Bihar', '#Punjabi', '#IPL2021', '#Covid_19', '#lbsnaa', '#ARMY', '#Delhi', '#India', '#Modi', '#study', '#student', '#college']",[],['https://t.co/XjnfvP7k1G'],"['Jay', 'Hind', '🇮🇳🇮🇳🇮🇳', 'upsc', 'ias', 'ips', 'ifs', 'irs', 'ies', 'upscexam', 'iasofficer', 'ipsofficer', 'ssc', 'gk', 'bpsc', 'kpsc', 'ukpsc', 'MBBS', 'iasmotivation', 'gpsc', 'mpsc', 'mp', 'crpf', 'Bihar', 'Punjabi', 'IPL2021', 'Covid_19', 'lbsnaa', 'ARMY', 'Delhi', 'India', 'Modi', 'study', 'student', 'college', '❤️', 'Like', '➡️Comment', '💚follow', 'https', 't.co/XjnfvP7k1G']","['🇮🇳🇮🇳🇮🇳', 'upsc', 'India', 'Like', 'Covid_19', 'ARMY', 'mpsc', 'bpsc', 'upscexam', 'iasmotivation', 'Bihar', 'ukpsc', 'ias', 'study', 'mp', 'https', 'Modi', 'ipsofficer', 'lbsnaa', 'Hind', '➡️Comment', 'gpsc', 'ips', 'kpsc', 't.co/XjnfvP7k1G', 'Jay', '💚follow', 'iasofficer', '❤️', 'ies', 'crpf', 'Delhi', 'gk', 'MBBS', 'irs', 'college', 'ifs', 'student', 'IPL2021', 'Punjabi', 'ssc']"
