,tweet,language,hastags,attherate,urls,tokenized_Tweet
1337,@sss3amitg This information or for them who is criticising Maharashtra government in comparison of covid numbers compared to other state’s . The tweet is for people to know Maharashtra state is not alone in this each and every state is facing !,en,[],['@sss3amitg'],[],"['sss3amitg', 'This', 'information', 'or', 'for', 'them', 'who', 'is', 'criticising', 'Maharashtra', 'government', 'in', 'comparison', 'of', 'covid', 'numbers', 'compared', 'to', 'other', 'state', '’', 's', 'The', 'tweet', 'is', 'for', 'people', 'to', 'know', 'Maharashtra', 'state', 'is', 'not', 'alone', 'in', 'this', 'each', 'and', 'every', 'state', 'is', 'facing']"
1338,WHOSOEVER FEELS COVID IS GONE OR ISN’T SERIOUS READ THIS. THERE ARE PEOPLE SACRIFICING THEIR LIVES FOR US. HAVE A HEART AND BE A GOOD CITIZEN. COVID APPROPRIATE BEHAVIOUR IS NEEDED NOW!!!!  https://t.co/RiONR0G1Su,en,[],[],['https://t.co/RiONR0G1Su'],"['WHOSOEVER', 'FEELS', 'COVID', 'IS', 'GONE', 'OR', 'ISN', '’', 'T', 'SERIOUS', 'READ', 'THIS', 'THERE', 'ARE', 'PEOPLE', 'SACRIFICING', 'THEIR', 'LIVES', 'FOR', 'US', 'HAVE', 'A', 'HEART', 'AND', 'BE', 'A', 'GOOD', 'CITIZEN', 'COVID', 'APPROPRIATE', 'BEHAVIOUR', 'IS', 'NEEDED', 'NOW', 'https', 't.co/RiONR0G1Su']"
1339,@sss3amitg At least we are getting basic amenities from our state government  •Jumbo Covid centre’s  •1 million vaccinations done ✔️  •Free meal through (Shivbhoojan Thali)Scheme  •Proper guidance from Government officials. •Testing labs,en,[],['@sss3amitg'],[],"['sss3amitg', 'At', 'least', 'we', 'are', 'getting', 'basic', 'amenities', 'from', 'our', 'state', 'government', '•Jumbo', 'Covid', 'centre', '’', 's', '•1', 'million', 'vaccinations', 'done', '✔️', '•Free', 'meal', 'through', 'Shivbhoojan', 'Thali', 'Scheme', '•Proper', 'guidance', 'from', 'Government', 'officials', '•Testing', 'labs']"
1340,@ChawanDcp Thank you so much for your positive Response Sir  KDMC and other Corporations are Providing #Inj_Remdisivir free of cost to their local Covid Patients.. Plz talk with Commissioner and Mayor so that here also  we can provide such facilities to locals🙏,en,['#Inj_Remdisivir'],['@ChawanDcp'],[],"['ChawanDcp', 'Thank', 'you', 'so', 'much', 'for', 'your', 'positive', 'Response', 'Sir', 'KDMC', 'and', 'other', 'Corporations', 'are', 'Providing', 'Inj_Remdisivir', 'free', 'of', 'cost', 'to', 'their', 'local', 'Covid', 'Patients', 'Plz', 'talk', 'with', 'Commissioner', 'and', 'Mayor', 'so', 'that', 'here', 'also', 'we', 'can', 'provide', 'such', 'facilities', 'to', 'locals🙏']"
1341,@Faizankhaan91 Best of luck. I quit smoking after COVID in December last. Never smoked again. And pray to Allah that i do not touch that cigarette again. #RamzanMubarak #RamadanKareem #Pakistan #TLPProtest #FailedStatePakistan,en,"['#RamzanMubarak', '#RamadanKareem', '#Pakistan', '#TLPProtest', '#FailedStatePakistan']",['@Faizankhaan91'],[],"['Faizankhaan91', 'Best', 'of', 'luck', 'I', 'quit', 'smoking', 'after', 'COVID', 'in', 'December', 'last', 'Never', 'smoked', 'again', 'And', 'pray', 'to', 'Allah', 'that', 'i', 'do', 'not', 'touch', 'that', 'cigarette', 'again', 'RamzanMubarak', 'RamadanKareem', 'Pakistan', 'TLPProtest', 'FailedStatePakistan']"
1342,"@TS_SinghDeo  @bhupeshbaghel  Pls help .....sir  My friends father BRIJENDRA KUMAR VASHISHTH ,has been admitted to city hospital,bhilai3, due to covid, and we are facing big financial issues in paying the bill. @GovernorCG  @Devendra_1925  @DevjiBhaiPatel_  https://t.co/cOW1jDK8SJ",en,[],"['@TS_SinghDeo', '@bhupeshbaghel', '@GovernorCG', '@Devendra_1925', '@DevjiBhaiPatel_']",['https://t.co/cOW1jDK8SJ'],"['TS_SinghDeo', 'bhupeshbaghel', 'Pls', 'help', 'sir', 'My', 'friends', 'father', 'BRIJENDRA', 'KUMAR', 'VASHISHTH', 'has', 'been', 'admitted', 'to', 'city', 'hospital', 'bhilai3', 'due', 'to', 'covid', 'and', 'we', 'are', 'facing', 'big', 'financial', 'issues', 'in', 'paying', 'the', 'bill', 'GovernorCG', 'Devendra_1925', 'DevjiBhaiPatel', 'https', 't.co/cOW1jDK8SJ']"
1343,"@Dharmen46587056 @yashhchaudhary You are absolutely right.  We need to Stop large gatherings   Will we ?  No, inspite of the fact we end up with wave of Covid cases.  I wander whether we can test all people in these large gathering  Will testing stop the spread  No  Testing is not vaccine",en,[],"['@Dharmen46587056', '@yashhchaudhary']",[],"['Dharmen46587056', 'yashhchaudhary', 'You', 'are', 'absolutely', 'right', 'We', 'need', 'to', 'Stop', 'large', 'gatherings', 'Will', 'we', 'No', 'inspite', 'of', 'the', 'fact', 'we', 'end', 'up', 'with', 'wave', 'of', 'Covid', 'cases', 'I', 'wander', 'whether', 'we', 'can', 'test', 'all', 'people', 'in', 'these', 'large', 'gathering', 'Will', 'testing', 'stop', 'the', 'spread', 'No', 'Testing', 'is', 'not', 'vaccine']"
1344,@No_Sarcasmm Working in covid cell,en,[],['@No_Sarcasmm'],[],"['No_Sarcasmm', 'Working', 'in', 'covid', 'cell']"
1345,Ramzan Mubarak to everyone. May this Holy month fill your heart with peace and joy. Let’s pray that this deadly virus (Covid-19) vanishes completely. Remember all muslims in your prayers  Stay Blessed ❤️  #ramadanmubarak #RamadanKareem  #Islam  #رمضان_مبارك #رمضان_كريم,en,"['#ramadanmubarak', '#RamadanKareem', '#Islam', '#رمضان_مبارك', '#رمضان_كريم']",[],[],"['Ramzan', 'Mubarak', 'to', 'everyone', 'May', 'this', 'Holy', 'month', 'fill', 'your', 'heart', 'with', 'peace', 'and', 'joy', 'Let', '’', 's', 'pray', 'that', 'this', 'deadly', 'virus', 'Covid-19', 'vanishes', 'completely', 'Remember', 'all', 'muslims', 'in', 'your', 'prayers', 'Stay', 'Blessed', '❤️', 'ramadanmubarak', 'RamadanKareem', 'Islam', 'رمضان_مبارك', 'رمضان_كريم']"
1346,Market Extra: J&amp;J debt trades lower after pause of one-shot COVID-19 vaccine  https://t.co/26BlpqFcdW #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,en,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/26BlpqFcdW'],"['Market', 'Extra', 'J', 'amp', 'J', 'debt', 'trades', 'lower', 'after', 'pause', 'of', 'one-shot', 'COVID-19', 'vaccine', 'https', 't.co/26BlpqFcdW', 'Nifty', 'Sipgrab', 'UnitingPeopleWithThePossibilities']"
1347,"No to cancel the exam, please take the exams with precautions and release the students tensions, Covid is not stopping ,it's politicians will is stopping the exam ?Govt can issue Guide lines for school's &amp; students to follow strictly during the examination time to make successful  https://t.co/p6Qg8NihrV",en,[],[],['https://t.co/p6Qg8NihrV'],"['No', 'to', 'cancel', 'the', 'exam', 'please', 'take', 'the', 'exams', 'with', 'precautions', 'and', 'release', 'the', 'students', 'tensions', 'Covid', 'is', 'not', 'stopping', 'it', ""'s"", 'politicians', 'will', 'is', 'stopping', 'the', 'exam', 'Govt', 'can', 'issue', 'Guide', 'lines', 'for', 'school', ""'s"", 'amp', 'students', 'to', 'follow', 'strictly', 'during', 'the', 'examination', 'time', 'to', 'make', 'successful', 'https', 't.co/p6Qg8NihrV']"
1348,We will see disastrous situation of COVID coming up in India.,en,[],[],[],"['We', 'will', 'see', 'disastrous', 'situation', 'of', 'COVID', 'coming', 'up', 'in', 'India']"
1349,"@blsanthosh @DuttYogi how sanghi fool the nation,  from 450 bed on Twitter its become 600 bed.  another reality is its just hostel where asymptomatic covid patient will be staying. question mark is RSS have a habit of lying so whether 450 is also a real figure its have doubt  https://t.co/tDS4LoaPJx",en,[],"['@blsanthosh', '@DuttYogi']",['https://t.co/tDS4LoaPJx'],"['blsanthosh', 'DuttYogi', 'how', 'sanghi', 'fool', 'the', 'nation', 'from', '450', 'bed', 'on', 'Twitter', 'its', 'become', '600', 'bed', 'another', 'reality', 'is', 'its', 'just', 'hostel', 'where', 'asymptomatic', 'covid', 'patient', 'will', 'be', 'staying', 'question', 'mark', 'is', 'RSS', 'have', 'a', 'habit', 'of', 'lying', 'so', 'whether', '450', 'is', 'also', 'a', 'real', 'figure', 'its', 'have', 'doubt', 'https', 't.co/tDS4LoaPJx']"
1350,Those who have recovered from COVID-19 are requested to donate plasma to save precious lives of others.,en,[],[],[],"['Those', 'who', 'have', 'recovered', 'from', 'COVID-19', 'are', 'requested', 'to', 'donate', 'plasma', 'to', 'save', 'precious', 'lives', 'of', 'others']"
1351,@narendramodi sirji please make all covid patients treatment free of cost in each and every hospital. please do this it will be a great help for the patients families 🙏,en,[],['@narendramodi'],[],"['narendramodi', 'sirji', 'please', 'make', 'all', 'covid', 'patients', 'treatment', 'free', 'of', 'cost', 'in', 'each', 'and', 'every', 'hospital', 'please', 'do', 'this', 'it', 'will', 'be', 'a', 'great', 'help', 'for', 'the', 'patients', 'families', '🙏']"
1352,SOS Urgently require 1 unit of A+ve covid plasma kindly spread the messages Place:-Siraj Hospital Bhiwandi Plz contact on 8296446369 Ammar Waseem Khan  KINDLY LOOK INTO THE  @rais_shk @HeySunilGupta @milligazette @RanaAyyub @Delhiite_ @srinivasiyc,en,[],"['@rais_shk', '@HeySunilGupta', '@milligazette', '@RanaAyyub', '@Delhiite_', '@srinivasiyc']",[],"['SOS', 'Urgently', 'require', '1', 'unit', 'of', 'A+ve', 'covid', 'plasma', 'kindly', 'spread', 'the', 'messages', 'Place', 'Siraj', 'Hospital', 'Bhiwandi', 'Plz', 'contact', 'on', '8296446369', 'Ammar', 'Waseem', 'Khan', 'KINDLY', 'LOOK', 'INTO', 'THE', 'rais_shk', 'HeySunilGupta', 'milligazette', 'RanaAyyub', 'Delhiite', 'srinivasiyc']"
1353,"*Islamic scholar Maulana Wahiduddin Khan passes away in Delhi*  New Delhi, Apr 22: Islamic scholar Maulana Wahiduddin Khan passed away on Wednesday at the age of 96. He had recently tested positive for COVID-19.  Family sources said he breathed his last at Delhi's Apollo Hospital  https://t.co/GkFdebMXY9",en,[],[],['https://t.co/GkFdebMXY9'],"['Islamic', 'scholar', 'Maulana', 'Wahiduddin', 'Khan', 'passes', 'away', 'in', 'Delhi', 'New', 'Delhi', 'Apr', '22', 'Islamic', 'scholar', 'Maulana', 'Wahiduddin', 'Khan', 'passed', 'away', 'on', 'Wednesday', 'at', 'the', 'age', 'of', '96', 'He', 'had', 'recently', 'tested', 'positive', 'for', 'COVID-19', 'Family', 'sources', 'said', 'he', 'breathed', 'his', 'last', 'at', 'Delhi', ""'s"", 'Apollo', 'Hospital', 'https', 't.co/GkFdebMXY9']"
1354,"#HealthCareWorkers are walking on a double edged sword. Modi govt withdraws insurance for healthcare workers on COVID duty, new policy soon, says Health Ministry @MoHFW_INDIA Great Reward from our great #PM.  https://t.co/J12NXqSAU5",en,"['#HealthCareWorkers', '#PM.']",['@MoHFW_INDIA'],['https://t.co/J12NXqSAU5'],"['HealthCareWorkers', 'are', 'walking', 'on', 'a', 'double', 'edged', 'sword', 'Modi', 'govt', 'withdraws', 'insurance', 'for', 'healthcare', 'workers', 'on', 'COVID', 'duty', 'new', 'policy', 'soon', 'says', 'Health', 'Ministry', 'MoHFW_INDIA', 'Great', 'Reward', 'from', 'our', 'great', 'PM', 'https', 't.co/J12NXqSAU5']"
1355,"Currently listening to podcast on foreign worker (Bangladeshi) stucked in Singapore and kenot go back, due to Covid situation.  I kenot imejin myself if i were to put in that situation. Haritu LDR for 2 months pun i kenot oredi. Kalau 1 year? Omaigot. I iz kenot.",en,[],[],[],"['Currently', 'listening', 'to', 'podcast', 'on', 'foreign', 'worker', 'Bangladeshi', 'stucked', 'in', 'Singapore', 'and', 'kenot', 'go', 'back', 'due', 'to', 'Covid', 'situation', 'I', 'kenot', 'imejin', 'myself', 'if', 'i', 'were', 'to', 'put', 'in', 'that', 'situation', 'Haritu', 'LDR', 'for', '2', 'months', 'pun', 'i', 'kenot', 'oredi', 'Kalau', '1', 'year', 'Omaigot', 'I', 'iz', 'kenot']"
1356,"I hope today brings relief to all the families being effected by Covid, gives strength to all those who’ve lost their loved one’s, give solutions to all those in a situation, love and positivity to all.  https://t.co/nFmtzi8Zwy",en,[],[],['https://t.co/nFmtzi8Zwy'],"['I', 'hope', 'today', 'brings', 'relief', 'to', 'all', 'the', 'families', 'being', 'effected', 'by', 'Covid', 'gives', 'strength', 'to', 'all', 'those', 'who', '’', 've', 'lost', 'their', 'loved', 'one', '’', 's', 'give', 'solutions', 'to', 'all', 'those', 'in', 'a', 'situation', 'love', 'and', 'positivity', 'to', 'all', 'https', 't.co/nFmtzi8Zwy']"
1357,@DrKumarVishwas  Sir Please help them 🙏 Can anyone help plz. One of my colleagues father is on ventilation and needs AB+ or O+ plasma therapy from a person who had covid in last 28 days. Need some one in Pune* .🙏 Plz contact +91 87887 61011 👈🏻for their immediate help,en,[],['@DrKumarVishwas'],[],"['DrKumarVishwas', 'Sir', 'Please', 'help', 'them', '🙏', 'Can', 'anyone', 'help', 'plz', 'One', 'of', 'my', 'colleagues', 'father', 'is', 'on', 'ventilation', 'and', 'needs', 'AB', 'or', 'O', 'plasma', 'therapy', 'from', 'a', 'person', 'who', 'had', 'covid', 'in', 'last', '28', 'days', 'Need', 'some', 'one', 'in', 'Pune', '🙏', 'Plz', 'contact', '91', '87887', '61011', '👈🏻for', 'their', 'immediate', 'help']"
1358,As we know that COVID-19 is dangerous virus 🦠 its our duty to follow sops to 🛑 spread of virus further... #CoronavirusPandemic #BreakTheChain  https://t.co/m2fUSUGw1I,en,"['#CoronavirusPandemic', '#BreakTheChain']",[],['https://t.co/m2fUSUGw1I'],"['As', 'we', 'know', 'that', 'COVID-19', 'is', 'dangerous', 'virus', '🦠', 'its', 'our', 'duty', 'to', 'follow', 'sops', 'to', '🛑', 'spread', 'of', 'virus', 'further', 'CoronavirusPandemic', 'BreakTheChain', 'https', 't.co/m2fUSUGw1I']"
1359,"If some body died in family than COVID-19 is Pandemic, If suffered than it is disease and if not affected than BJP Jindabad",en,[],[],[],"['If', 'some', 'body', 'died', 'in', 'family', 'than', 'COVID-19', 'is', 'Pandemic', 'If', 'suffered', 'than', 'it', 'is', 'disease', 'and', 'if', 'not', 'affected', 'than', 'BJP', 'Jindabad']"
1360,"@Ghummans PLAGUED naked hubristic RAM of Kumbh Mela ingested by de-OXYgenated COVID 🫁s   KASHMIRI MUSLIM CURFEW @POTUS now Clamps the entire length &amp; breadth of Hindustan 🇮🇳   Much too learn &amp; much too FEAR, there is after all an ALLAH  To Whom now Pray the Indian @FareedZakaria @VP",en,[],"['@Ghummans', '@POTUS', '@FareedZakaria', '@VP']",[],"['Ghummans', 'PLAGUED', 'naked', 'hubristic', 'RAM', 'of', 'Kumbh', 'Mela', 'ingested', 'by', 'de-OXYgenated', 'COVID', '\U0001fac1s', 'KASHMIRI', 'MUSLIM', 'CURFEW', 'POTUS', 'now', 'Clamps', 'the', 'entire', 'length', 'amp', 'breadth', 'of', 'Hindustan', '🇮🇳', 'Much', 'too', 'learn', 'amp', 'much', 'too', 'FEAR', 'there', 'is', 'after', 'all', 'an', 'ALLAH', 'To', 'Whom', 'now', 'Pray', 'the', 'Indian', 'FareedZakaria', 'VP']"
1361,"Some good news to start the day, 75 new confirmed cases of Covid-19 in #Chonburi today, the lowest in over two weeks, 282 people fully recovered and released from medical care.   https://t.co/DjYTxzD6et  https://t.co/RyDiWM95yC",en,['#Chonburi'],[],"['https://t.co/DjYTxzD6et', 'https://t.co/RyDiWM95yC']","['Some', 'good', 'news', 'to', 'start', 'the', 'day', '75', 'new', 'confirmed', 'cases', 'of', 'Covid-19', 'in', 'Chonburi', 'today', 'the', 'lowest', 'in', 'over', 'two', 'weeks', '282', 'people', 'fully', 'recovered', 'and', 'released', 'from', 'medical', 'care', 'https', 't.co/DjYTxzD6et', 'https', 't.co/RyDiWM95yC']"
1362,@Fani2558 India must be BLACK LISTED by FATF for promoting Covid-19. IPL-2021 is yet another conspiracy to spread this disease by international players who have come to play IPL-2021 globally.,en,[],['@Fani2558'],[],"['Fani2558', 'India', 'must', 'be', 'BLACK', 'LISTED', 'by', 'FATF', 'for', 'promoting', 'Covid-19', 'IPL-2021', 'is', 'yet', 'another', 'conspiracy', 'to', 'spread', 'this', 'disease', 'by', 'international', 'players', 'who', 'have', 'come', 'to', 'play', 'IPL-2021', 'globally']"
1363,"The WHO estimates more than half a million Covid-19 patients in low and middle-income countries need oxygen. According to the Covid-19 Oxygen Needs Tracker, that amounts to 1.2 million oxygen cylinders per day. This estimate is just to treat Covid-19!",en,[],[],[],"['The', 'WHO', 'estimates', 'more', 'than', 'half', 'a', 'million', 'Covid-19', 'patients', 'in', 'low', 'and', 'middle-income', 'countries', 'need', 'oxygen', 'According', 'to', 'the', 'Covid-19', 'Oxygen', 'Needs', 'Tracker', 'that', 'amounts', 'to', '1.2', 'million', 'oxygen', 'cylinders', 'per', 'day', 'This', 'estimate', 'is', 'just', 'to', 'treat', 'Covid-19']"
1364,What is this modinomics mathematics of preparedness ambulances r being kept block no COVID treatment tent camp like Maharastra,en,[],[],[],"['What', 'is', 'this', 'modinomics', 'mathematics', 'of', 'preparedness', 'ambulances', 'r', 'being', 'kept', 'block', 'no', 'COVID', 'treatment', 'tent', 'camp', 'like', 'Maharastra']"
1365,"for frontline health workers. And no, the claim that “masks don’t work because COVID particles are very small” is completely false because COVID particles don’t exist on their own: they bond to larger particles. Istg man, it’s like these people believe that everything is a (2/3)",en,[],[],[],"['for', 'frontline', 'health', 'workers', 'And', 'no', 'the', 'claim', 'that', '“', 'masks', 'don', '’', 't', 'work', 'because', 'COVID', 'particles', 'are', 'very', 'small', '”', 'is', 'completely', 'false', 'because', 'COVID', 'particles', 'don', '’', 't', 'exist', 'on', 'their', 'own', 'they', 'bond', 'to', 'larger', 'particles', 'Istg', 'man', 'it', '’', 's', 'like', 'these', 'people', 'believe', 'that', 'everything', 'is', 'a', '2/3']"
1366,"My dudes, it’s high time that we educate ourselves on COVID in order to deal with stubborn family members and friends with baseless arguments. Yes, Dr. Fauci did initially advise against masks, but he did so because his team determined that they didn’t have enough equipment (1/3)",en,[],[],[],"['My', 'dudes', 'it', '’', 's', 'high', 'time', 'that', 'we', 'educate', 'ourselves', 'on', 'COVID', 'in', 'order', 'to', 'deal', 'with', 'stubborn', 'family', 'members', 'and', 'friends', 'with', 'baseless', 'arguments', 'Yes', 'Dr', 'Fauci', 'did', 'initially', 'advise', 'against', 'masks', 'but', 'he', 'did', 'so', 'because', 'his', 'team', 'determined', 'that', 'they', 'didn', '’', 't', 'have', 'enough', 'equipment', '1/3']"
1367,"@FaheemYounus The city is in oxygen panic, they want to hoard it before getting covid; use it before it's needed.",en,[],['@FaheemYounus'],[],"['FaheemYounus', 'The', 'city', 'is', 'in', 'oxygen', 'panic', 'they', 'want', 'to', 'hoard', 'it', 'before', 'getting', 'covid', 'use', 'it', 'before', 'it', ""'s"", 'needed']"
1368,"Covid resources in Delhi: verified: #beds, #remdesivir, #OxygenCylinder  Please, check the images for location. And please, amplify.  #CovidHelp  #Verified  #COVIDEmergency  #CovidResources  https://t.co/bsN5NTUHQQ",en,"['#beds,', '#remdesivir,', '#OxygenCylinder', '#CovidHelp', '#Verified', '#COVIDEmergency', '#CovidResources']",[],['https://t.co/bsN5NTUHQQ'],"['Covid', 'resources', 'in', 'Delhi', 'verified', 'beds', 'remdesivir', 'OxygenCylinder', 'Please', 'check', 'the', 'images', 'for', 'location', 'And', 'please', 'amplify', 'CovidHelp', 'Verified', 'COVIDEmergency', 'CovidResources', 'https', 't.co/bsN5NTUHQQ']"
1369,"*COVID 19 UPDATE*  &gt;&gt;&gt;      India Records Nearly 3.50 Lakh New COVID-19 Cases and 2,760 Deaths in a Single Day.  https://t.co/hNGF7ztSWn",en,[],[],['https://t.co/hNGF7ztSWn'],"['COVID', '19', 'UPDATE', 'gt', 'gt', 'gt', 'India', 'Records', 'Nearly', '3.50', 'Lakh', 'New', 'COVID-19', 'Cases', 'and', '2,760', 'Deaths', 'in', 'a', 'Single', 'Day', 'https', 't.co/hNGF7ztSWn']"
1370,"Please don’t tag me in any stock related information and don’t ask any questions about stock market for next few days , market will be there for ever and right now priority is fight against covid, so please tag me in any covid information related message only .",en,[],[],[],"['Please', 'don', '’', 't', 'tag', 'me', 'in', 'any', 'stock', 'related', 'information', 'and', 'don', '’', 't', 'ask', 'any', 'questions', 'about', 'stock', 'market', 'for', 'next', 'few', 'days', 'market', 'will', 'be', 'there', 'for', 'ever', 'and', 'right', 'now', 'priority', 'is', 'fight', 'against', 'covid', 'so', 'please', 'tag', 'me', 'in', 'any', 'covid', 'information', 'related', 'message', 'only']"
1371,"After fighting with covid..for 20 days...I am finally improving but it left me so weak and tired. I pray from the core of me...for everyone out there. Lets be kind, humane..n help..lets follow guidelines. Time to take responsibility..... Stay safe ....  https://t.co/LzT9wts4BI",en,[],[],['https://t.co/LzT9wts4BI'],"['After', 'fighting', 'with', 'covid', 'for', '20', 'days', 'I', 'am', 'finally', 'improving', 'but', 'it', 'left', 'me', 'so', 'weak', 'and', 'tired', 'I', 'pray', 'from', 'the', 'core', 'of', 'me', 'for', 'everyone', 'out', 'there', 'Lets', 'be', 'kind', 'humane', 'n', 'help', 'lets', 'follow', 'guidelines', 'Time', 'to', 'take', 'responsibility', 'Stay', 'safe', 'https', 't.co/LzT9wts4BI']"
1372,Astros' Jose Altuve close to return after positive COVID-19 test  https://t.co/1B4AnlxJCT #Sipgrab #UnitingPeopleWithThePossibilities,en,"['#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/1B4AnlxJCT'],"['Astros', 'Jose', 'Altuve', 'close', 'to', 'return', 'after', 'positive', 'COVID-19', 'test', 'https', 't.co/1B4AnlxJCT', 'Sipgrab', 'UnitingPeopleWithThePossibilities']"
1373,"Thank God it's only for celebs, but why is the govt anyways trying to stomp anyone critical of its working, we are not behind an Iron Curtain and #BJP is not forever  Twitter removes posts against government’s Covid handling: Report  https://t.co/PgcUjdYSkU via @timesofindia",en,['#BJP'],['@timesofindia'],['https://t.co/PgcUjdYSkU'],"['Thank', 'God', 'it', ""'s"", 'only', 'for', 'celebs', 'but', 'why', 'is', 'the', 'govt', 'anyways', 'trying', 'to', 'stomp', 'anyone', 'critical', 'of', 'its', 'working', 'we', 'are', 'not', 'behind', 'an', 'Iron', 'Curtain', 'and', 'BJP', 'is', 'not', 'forever', 'Twitter', 'removes', 'posts', 'against', 'government', '’', 's', 'Covid', 'handling', 'Report', 'https', 't.co/PgcUjdYSkU', 'via', 'timesofindia']"
1374,"@PravinSawhney No PS !! T-rump &amp; Bibi fooled RSS Modi🇮🇳 to appear like Noah’s Ark   Indian TOPSEC shrouded INCAPACITIES of Doval/GUARAV got EXPOSED much too soon  Idiotic naked HUBRIS of  Kumbh RAM forever drowned in COVID !  🛑Raping 🇮🇳 in QUAD,  US &amp; West just lost it  The CPEC era has begun",en,[],['@PravinSawhney'],[],"['PravinSawhney', 'No', 'PS', 'T-rump', 'amp', 'Bibi', 'fooled', 'RSS', 'Modi🇮🇳', 'to', 'appear', 'like', 'Noah', '’', 's', 'Ark', 'Indian', 'TOPSEC', 'shrouded', 'INCAPACITIES', 'of', 'Doval/GUARAV', 'got', 'EXPOSED', 'much', 'too', 'soon', 'Idiotic', 'naked', 'HUBRIS', 'of', 'Kumbh', 'RAM', 'forever', 'drowned', 'in', 'COVID', '🛑Raping', '🇮🇳', 'in', 'QUAD', 'US', 'amp', 'West', 'just', 'lost', 'it', 'The', 'CPEC', 'era', 'has', 'begun']"
1375,India must be black listed by FATF for promoting Covid-19. Playing IPL is yet another crime for spreading Covid-19 globally by international players coming to play IPL-2021.  https://t.co/Q1I5tzEqHZ,en,[],[],['https://t.co/Q1I5tzEqHZ'],"['India', 'must', 'be', 'black', 'listed', 'by', 'FATF', 'for', 'promoting', 'Covid-19', 'Playing', 'IPL', 'is', 'yet', 'another', 'crime', 'for', 'spreading', 'Covid-19', 'globally', 'by', 'international', 'players', 'coming', 'to', 'play', 'IPL-2021', 'https', 't.co/Q1I5tzEqHZ']"
1376,@sambitswaraj So u want to kill more citizens due to lack of Oxygen supply भाई covid पिक anna अभी बाकी है expected may be next two months to attend the pick arrange मल्लिटरी squad on Oxygen transit for every state quota donot play game to kill common citizen,en,[],['@sambitswaraj'],[],"['sambitswaraj', 'So', 'u', 'want', 'to', 'kill', 'more', 'citizens', 'due', 'to', 'lack', 'of', 'Oxygen', 'supply', 'भाई', 'covid', 'पिक', 'anna', 'अभी', 'बाकी', 'है', 'expected', 'may', 'be', 'next', 'two', 'months', 'to', 'attend', 'the', 'pick', 'arrange', 'मल्लिटरी', 'squad', 'on', 'Oxygen', 'transit', 'for', 'every', 'state', 'quota', 'donot', 'play', 'game', 'to', 'kill', 'common', 'citizen']"
1377,"*COVID 19 UPDATE*      India Records Nearly 3.50 Lakh New COVID-19 Cases and 2,760 Deaths in a Single Day.",en,[],[],[],"['COVID', '19', 'UPDATE', 'India', 'Records', 'Nearly', '3.50', 'Lakh', 'New', 'COVID-19', 'Cases', 'and', '2,760', 'Deaths', 'in', 'a', 'Single', 'Day']"
1378,@PMOIndia @narendramodi अरे खून चूसना लुटेरा इंडियन र not begger of 26k crs which is only 25 % of your one month extra fuel tax that u hv collected and ur planning prediction of 2month रिलीफ where COVID is expected to reach at pick ur maths is a plus b whole sq yields 2ab extra of modinomics,en,[],"['@PMOIndia', '@narendramodi']",[],"['PMOIndia', 'narendramodi', 'अरे', 'खून', 'चूसना', 'लुटेरा', 'इंडियन', 'र', 'not', 'begger', 'of', '26k', 'crs', 'which', 'is', 'only', '25', 'of', 'your', 'one', 'month', 'extra', 'fuel', 'tax', 'that', 'u', 'hv', 'collected', 'and', 'ur', 'planning', 'prediction', 'of', '2month', 'रिलीफ', 'where', 'COVID', 'is', 'expected', 'to', 'reach', 'at', 'pick', 'ur', 'maths', 'is', 'a', 'plus', 'b', 'whole', 'sq', 'yields', '2ab', 'extra', 'of', 'modinomics']"
1379,"India COVID tragedy continues!!! Please follow SOPs, wear masks, avoid crowded places and wash hands regularly!!! For yourself, For Pakistan!  https://t.co/v1GpwGkIMD",en,[],[],['https://t.co/v1GpwGkIMD'],"['India', 'COVID', 'tragedy', 'continues', 'Please', 'follow', 'SOPs', 'wear', 'masks', 'avoid', 'crowded', 'places', 'and', 'wash', 'hands', 'regularly', 'For', 'yourself', 'For', 'Pakistan', 'https', 't.co/v1GpwGkIMD']"
1380,The Indian graph of Covid 19 gives a chill down my spine. Please follow SOP's!,en,[],[],[],"['The', 'Indian', 'graph', 'of', 'Covid', '19', 'gives', 'a', 'chill', 'down', 'my', 'spine', 'Please', 'follow', 'SOP', ""'s""]"
1381,@thatsadLahori I WILL PRAY THAT COVID SITUATION GETS WELL SOOON ❤❤❤,en,[],['@thatsadLahori'],[],"['thatsadLahori', 'I', 'WILL', 'PRAY', 'THAT', 'COVID', 'SITUATION', 'GETS', 'WELL', 'SOOON', '❤❤❤']"
1382,"@Alwaysjeevan @mc_moideen @njiyer @Sarthakbhatt2 @arunbothra Due to negligence and unpreparedness for covid second wave, despite of time....",en,[],"['@Alwaysjeevan', '@mc_moideen', '@njiyer', '@Sarthakbhatt2', '@arunbothra']",[],"['Alwaysjeevan', 'mc_moideen', 'njiyer', 'Sarthakbhatt2', 'arunbothra', 'Due', 'to', 'negligence', 'and', 'unpreparedness', 'for', 'covid', 'second', 'wave', 'despite', 'of', 'time']"
