,created_at,username,tweet,language,replies_count,retweets_count,likes_count,Username,Retweets
167,2021-06-21 22:06:24 India Standard Time,darshitjoshi_,"@AamAadmiParty is bigger virus than Covid19, who will give vaccine of such filthy politicians?? #AntiHinduAAP",en,0.0,1.0,1,,
168,2021-06-21 21:59:58 India Standard Time,thatstanishk,"#BREAKING: several individuals in #jharkhand have tested +ve for the #deltaplus form of #coronavirus, raising the prospect of a third #covid19 wave in the state very soon. x",en,0.0,0.0,1,,
169,2021-06-21 21:59:34 India Standard Time,prasad0307,These vaccines are just meant for immunity boosters. These won't guarantee to cure disease.  #COVID19  https://t.co/68TfDbtdR1,en,0.0,0.0,0,,
170,2021-06-21 21:59:10 India Standard Time,pragyeshsingh,"Getting safe, robust #Fortuner #Legender is great but Happiness level was melt down by #COVID19 only satisfying fact is tax paid to govt on the #NewCar  This is for my lovely wife @ProfSavitaSingh She was willing to postpone delivery due to difficult time for lot of people.  https://t.co/T9UnE6vbUp",en,0.0,10.0,13,,
171,2021-06-21 21:56:27 India Standard Time,anurag_singh06,"Historic Day for India !  As India administers over 80 lakh COVID-19 vaccine doses, highest single-day jabs in world.  #IndiaFightsCorona #COVIDVaccination #80lakhdoses  https://t.co/Tc0ylux8kg",en,0.0,0.0,0,,
172,2021-06-21 21:52:50 India Standard Time,prasad0307,ಈ ಲಸಿಕೆಗಳು ಕೇವಲ ರೋಗನಿರೋಧಕ ವರ್ಧಕಗಳಿಗೆ ಮಾತ್ರ.  ರೋಗವನ್ನು ಗುಣಪಡಿಸಲು ಇವು ಖಾತರಿ ನೀಡುವುದಿಲ್ಲ.   #COVID19,kn,0.0,0.0,0,,
173,2021-06-21 21:43:13 India Standard Time,kalyansri_cult,"#Unite2FightCorona #LargestVaccineDrive  ➡️ India’s #COVID19 Vaccination Coverage crosses the landmark of 28 Cr (28,00,36,898).  ➡️ More than 30 lakh vaccine doses administered in last 24 hours. @CMofKarnataka @VijayanagarLive @ssrajamouli @NammaKalyana @BellaryNamma @Belagayithu  https://t.co/xmGU5PEhzW",en,0.0,0.0,0,,
174,2021-06-21 21:41:57 India Standard Time,docvjg,This step by @PunjabGovtIndia not only just shameful but also very painful 🙏 Even #COVID19 failed to convince our policymakers.Still too ignorant towards corona warriors&amp;Health infrastructure development @BhagwantMann  @HarsimratBadal_  @officeofssbadal  @RahulGandhi Plz help,en,1.0,19.0,25,,
175,2021-06-21 21:41:32 India Standard Time,devendrasoni051,"ग्राम सुनवारा (जिला seoni)  की पंचायत मै उत्सव की के रूप में मनाया गया वैक्सीनेशन महा अभियान, जिसमे अधिक से अधिक जनसंख्या में लोगो ने जागरूक होकर  लगवाया कोरोना का टीका ।         दिनांक 21/06/2021।   #COVID19 @AshvinJ35773951 @Nitesht15836507 @narendramodi  https://t.co/xrqi5my3gR",hi,0.0,0.0,1,,
176,2021-06-21 21:36:53 India Standard Time,satishj19322014,Full Commitment to the Battle against COVID-19  https://t.co/0UE4Ne3iq4  via NaMo App,en,0.0,0.0,0,,
177,2021-06-21 21:36:38 India Standard Time,madversity,"While Modi government is making progress on #VaccinationDrive @drshamamohd is throwing solid data to show govt fell well short of its  targets on oxygen. It isn't over until the Fat Lady sings, be it opera or #Vaccinationforall . #COVID19 #Covid19India",en,6.0,21.0,40,,
178,2021-06-21 21:36:06 India Standard Time,newspatro,Overall news by #newspatro   Follow @newspatro for regular news and updates.  #NEWS #Nepal #COVID19  https://t.co/Z9l7YwZ3xm,en,0.0,0.0,0,,
179,2021-06-21 21:33:17 India Standard Time,djohnshahrin,"""Salam tuan rumah, pinjam bawang secekak, boleh? Kedai aceh tutup dua minggu ni sebab tuan kedai jangkit Covid19""",in,0.0,0.0,1,,
180,2021-06-21 21:30:03 India Standard Time,suriehatikau,Penat dia… Allah je yang tahu.. 😢😢 Takut nak gembira sangat selagi Abeeb &amp; Syazwan tak pergi 3rd swab.. Semoga Lekir Abeeb Bin Syazwan dan Syazwan Bin Rosman terhindar dari virus Covid-19.. Aminn..,in,0.0,0.0,0,,
181,2021-06-21 21:29:16 India Standard Time,ahsanka1,@LopezJantzen None of the vaccine could rnsure 100% effectiveness on covid-19 and related strains! #But as per studies and different opinions shows 100% effect if we WEAR A MASK😎,en,0.0,0.0,0,,
182,2021-06-21 21:27:40 India Standard Time,jehlamtimes,"OPD services resuming in CD Hospital Jammu from June 23  #JAMMU: In view of the decline in COVID-19 pandemic, the OPD  services are being resumed in CD Hospital Jammu by prior appointment from June 23, 2021  (Wednesday). Appointment for Monday shall be given on Saturday.  https://t.co/zslP0FkI4s",en,0.0,1.0,1,,
183,2021-06-21 21:25:26 India Standard Time,imrajupal,Got my first dose of COVID vaccine 💉today. I urge you all to get vaccinated as soon as possible.  #COVIDVaccination  #COVID19  https://t.co/uGWCKd8maQ,en,0.0,0.0,3,,
184,2021-06-21 21:21:32 India Standard Time,sillydentist,In the world full of covid variants be someone's covishield.  #COVID19  #medtwitter,en,0.0,0.0,0,,
185,2021-06-21 21:19:31 India Standard Time,vishalmbe,"From #bigbull he is changed his profession to #Medical prediction. Pure Non-sense, must be lot of money on stake in Market by him.  #RakeshJhunjhunwala #COVID19 #thirdwave @MoHFW_INDIA @NSEIndia @BSEIndia  https://t.co/4QMKEz9xe8",en,0.0,0.0,0,,
186,2021-06-21 21:19:23 India Standard Time,kunwar_aditya18,"Itna Vaccine Lagayenge Ki Dhuwa Dhuwa Ho jaygega😀😂💉 #Madhyapradesh administrated 15+ Lakh doses In a Single Day.  ""A Big Slap to the opposition's"" @narendramodi @PMOIndia @ChouhanShivraj  @myogiadityanath  #COVIDVaccination #COVID19",tl,0.0,0.0,1,,
187,2021-06-21 21:18:05 India Standard Time,kuldeep_2105,"Goodbye #COVID19, hello #Rajasthan ! Tired of being cooped up inside homes, Gujaratis throng hotels &amp; resorts in #Udaipur, #Kumbhalgarh &amp; #MtAbu on weekends.  Read More:  https://t.co/lJVEPQueqP  #Ahmedabad #Gujarat #Tourists #India #Corona @incredibleindia @tourismgoi  https://t.co/X0VlFlNY1s",en,0.0,5.0,20,,
188,2021-06-21 21:13:34 India Standard Time,projsdindori,"नोवल कोरोना वायरस #COVID19 ""हेल्थ बुलेटिन डिंडोरी 21 जून 2021"" 🕕 शाम 6:00 बजे तक अद्यतन  #MPFightsCorona #MaskUpMP  #JansamparkMP #collectordindori #MPVaccinationMahaAbhiyan  #InternationalYogaDay2021  https://t.co/XDsFjT05WE",hi,0.0,1.0,3,,
189,2021-06-21 21:12:17 India Standard Time,avinash_arsh,एक दिन में असी लाख वैक्सीन । #COVID19,hi,1.0,0.0,1,,
190,2021-06-21 21:10:22 India Standard Time,sujitsahoo32,Respected sir  Plz increase upper age limit for odisha police SI &amp; CONSTABLE.we loss our time due to covid19 plz extend age 25-30yr. plz sir support us  @DGPOdisha @odisha_police @homeodisha  @sambad_odisha @Dharitri_News @samajalive @otvnews @kanak_news @NEWS7Odia @ArgusNews_in  https://t.co/fIdihVPQkJ,en,5.0,33.0,31,,
191,2021-06-21 21:08:33 India Standard Time,sagarmishrain,India recorded highest ever single day #COVID19 vaccine doses administering over 81L vaccines today (till 8 PM).   #LargestVaccineDrive #FreeVaccineForAll  https://t.co/ybHhHb4STK,en,9.0,50.0,60,,
192,2021-06-21 21:08:24 India Standard Time,adityarajkaul,"This is huge.  COVID-19 Vaccination Update- Day 157  As New Phase of COVID-19 Vaccination begins, India crosses landmark of more than 80 lakh doses administered in a single day.  https://t.co/eMqvpe5LCu",en,11.0,63.0,625,,
193,2021-06-21 21:08:03 India Standard Time,harshalthakare7,Apart from day2day living and lives the most disruption that #COVID19 have cause is #barbeque in a box 📦 by @BarbequeNation . I mean who would have thought 💭🤪  https://t.co/HvZfk8IFOT,en,0.0,0.0,0,,
194,2021-06-21 21:08:01 India Standard Time,policekulgam,"#JKPCARES To contain the spread of highly contagious Corona virus COVID-19 &amp; to ensure the strict implementation of guidelines/SOPs, Kulgam Police realised fine of ₹241800/- from 1369 violators for not wearing Face masks/defying guidelines.  @JmuKmrPolice @KashmirPolice @DigSkr",en,0.0,5.0,17,,
195,2021-06-21 21:07:13 India Standard Time,abinashlife,"Covid vaccination for 18+ age groups। 250 beneficiaries have vaccinated today.....  #covidvacciantion #communityhealth #covishield #covid19 #nhm #assam @ Dhuburi, Assam, India  https://t.co/TiAd8L4Kux",en,0.0,0.0,1,,
196,2021-06-21 21:05:59 India Standard Time,chetansinghjad4,"#Covid19 को हराने का सबसे बड़ा दिन है। यही कारण है कि आज हमने लोगों से वैक्सीन लगवाने का आग्रह किया। लोगों को कहा की वे स्वयं तो वैक्सीन लगवाएं,  अपने परिजनों और मित्रों को भी कहें कि इस सुअवसर का लाभ लें।  कोरोना तभी हारेगा, जब सबको वैक्सीन लगेगा! @AkashVOnline @Ramesh_Mendola  https://t.co/pv75h7yAgK",hi,0.0,0.0,0,,
197,2021-06-21 21:05:19 India Standard Time,sanjaybragta,"COVID-19 टीकाकरण के सार्वभौमिकरण का नया चरण आज से शुरू हो गया है। एक ऐतिहासिक उपलब्धि में, COVID-19 टीकाकरण के नए चरण के पहले दिन लगभग 81 लाख (80,95,314) खुराक दी गई हैं।",hi,0.0,5.0,26,,
198,2021-06-21 21:02:57 India Standard Time,himanshuusingh_,"Huge!! More than 81,00,000 people were inoculated today with Covid -19 Vaccination in India. This is biggest single day record of vaccination in the world. Under the able leadership of PM @narendramodi we will defeat this virus!   #BharatThanksModiJi  https://t.co/p5NKDr5Mmp",en,0.0,5.0,8,,
199,2021-06-21 21:01:49 India Standard Time,saqibbuttpk,"Why do US even has to bother about Afghanistan anymore, isn’t the #COVID19 enough for this century ? #AbsolutelyNot",en,0.0,0.0,0,,
200,2021-06-21 21:01:48 India Standard Time,zapper_3,ยุทธศาสตร์ “ดีและชัด” แต่ปฏิบัติมั่ว #โควิด19  #TDRI #วัคซีนโควิด19  #COVID19  https://t.co/kGZJi0r6Hj,th,0.0,0.0,0,,
201,2021-06-21 20:58:43 India Standard Time,sanjayyadavij,"आज भारत ने 80 लाख से ज़्यादा टीका लगाने का विश्व रिकॉर्ड बनाया है, बधाई हो , हिंदुस्तान वासियों को, PM ने भी फ्रंटलाइन वर्कर को तारीफ की। @narendramodi #COVID19",hi,9.0,7.0,71,,
202,2021-06-21 20:56:18 India Standard Time,jplinteau,Important update on entry into Canada for fully vaccinated eligible travelers     #GoingHome #Covid19   https://t.co/HVi13tTxEz,en,0.0,0.0,1,,
203,2021-06-21 20:54:47 India Standard Time,shubham_mahto4,सही और जरूरी काम 🙏 भलाई का काम ✨ @HenaSayeed  . #Purnea #Bihar #India #COVID19  #COVID19Vaccine #COVIDVaccination  https://t.co/JkEqFLF3SU,hi,0.0,0.0,2,,
204,2021-06-21 20:52:08 India Standard Time,udaykr_bhumihar,"New Zealand's population is 50 lakhs  Experts say, even by the end of December 2021, New Zealand may not vaccinate everyone  But today India has vaccinated more than 50 lakh people  Yes, in a single day!  Credit goes to Modi ji's centralised free covid-19 vaccination policy!",en,0.0,0.0,1,,
205,2021-06-21 20:50:57 India Standard Time,narendr79390655,#vaccinationday2021  🙏आज मैंने भी वैक्सीन का प्रथम डोज लगवाया है । मेरी सबसे अपील है वैक्सीनेशन अवश्य करायें। वैक्सीन #COVID19 कोरोना से जंग जीतने का सबसे बड़ा साधन है।   #MPFightsCoवैक्सीनRamniwasmandirtikamgarh  https://t.co/IjzYV0vMwW,hi,0.0,0.0,0,,
206,2021-06-21 20:48:28 India Standard Time,ruturajgarnayak,@DDIndialive @DDNewslive *covid-19 ??,en,0.0,0.0,0,,
207,2021-06-21 20:46:13 India Standard Time,adgzonprayagraj,"@PremPrakashIPS के निर्देशन में परिक्षेत्र चित्रकूटधाम बांदा के जनपद हमीरपुर में #MissionShakti (नारी सुरक्षा,सम्मान,व स्वावलंबन) अभियान के तहत महिलाओ/बालिकाओं हेल्प लाइन नम्बरो की जानकारी  दी गईl साथ ही #COVID19 के बचाव हेतु उचित दूरी व मास्क लगाने की हिदायत दी गई।  https://t.co/BmXsROx29P",hi,1.0,3.0,5,,
208,2021-06-21 20:46:11 India Standard Time,aayushutk4bjp,दुनिया का सबसे बड़ा मुफ्त कोरोना वैक्सीन टीकाकरण अभियान!!  टीका अवश्य लगवाएं और #Covid_19 से लड़ने में योद्धा बनें।   धन्यवाद माननीय प्रधानमंत्री श्री @narendramodi जी सबको फ्री वैक्सीन देने के लिए ।🙏🏻 #ModiHaiTohMumkinHai  #IndiaFightsCorona #VaccineForAll #COVID19Vaccine  https://t.co/Wl2mJrwufv,hi,1.0,0.0,6,,
209,2021-06-21 20:44:14 India Standard Time,akhiles28530935,"Covid19 Me Hmara Sahyog, Sarkar ka Prayash  https://t.co/9bsQETwbwj",hi,0.0,0.0,0,,
210,2021-06-21 20:42:55 India Standard Time,hd_brts,We're glad to see you. Please maintain social distance and follow the Covid-19  Protocols which are in place for you .  #surakshithachigari #safechigari  https://t.co/wXMJyhnKwp,en,1.0,3.0,71,,
211,2021-06-21 20:42:00 India Standard Time,shade2n,I'm at COVID-19 Vaccine Center - @saudimoh in الرياض  https://t.co/KRYG1Wh1CB,ca,0.0,0.0,0,,
212,2021-06-21 20:39:36 India Standard Time,supritinathsha1,Congratulations 👏👏 @HFWOdisha for doing this  drive successfully &amp; achieve more than one crore doses of #COVID19 vaccination till 16th June 2021. @CMO_Odisha @bjd_odisha @odisha_bcjd @pranabpdas @tripathy_devi @Naveen_Odisha  https://t.co/XB4nLVatHn,en,0.0,1.0,13,,
213,2021-06-26 05:15:52 India Standard Time,soso888,"チョンブリ県COVID19 新規感染者320人 2021年6月26日06:30  ムアンチョンブリ55人、シラチャ69人、バンラムン（パタヤ）113人、サタヒップ57人 バンラムーン外国人労働者85人、市場等からの積極的検査  第3波の4月から現在迄、累積感染者7,527人 5,209人が治癒、2,276人が治療中 死者+2累積死者42人",ja,0.0,0.0,2,,
214,2021-06-26 05:03:06 India Standard Time,penkampar,#JabatanPenerangan  #PeneranganPerak  #PeneranganKampar #Covid19 #KomunikasiKita #MenangBersama #LindungDiriLindungSemua,und,0.0,0.0,0,,
215,2021-06-26 05:02:40 India Standard Time,penkampar,#JabatanPenerangan  #PeneranganPerak  #PeneranganKampar #Covid19 #KomunikasiKita #MenangBersama #LindungDiriLindungSemua,und,0.0,0.0,0,,
216,2021-06-26 05:01:54 India Standard Time,penkampar,#JabatanPenerangan  #PeneranganPerak  #PeneranganKampar #Covid19 #KomunikasiKita #MenangBersama #LindungDiriLindungSemua,und,0.0,0.0,0,,
217,2021-06-26 04:49:18 India Standard Time,rosimahsamani,"@H2OComms @HishammuddinH2O @umnoonline @SembrongP153 @BNCommsOfficial Fitnah di mana2, dah spt virus covid 19...menular tanpa dpt dikesan...semakin berisiko tinggi, semakin mudah dihampiri...",in,0.0,0.0,0,,
218,2021-06-26 04:37:32 India Standard Time,sukimanmerapi,"Dari Deles semalem .Bagus ya indah Sekali, tak kirim gambar saja ,karena sedang masa #pandemi #COVID19 .. sabar tetep jaga jarak kurangi kerumunan @jalinmerapi  https://t.co/cyzOLrmmJs",in,0.0,18.0,75,,
219,2021-06-26 04:28:00 India Standard Time,mansahoca,"For a country of 5 million population, winning World Cups as easily as New Zealand, they must be doing some things right.  And leading the world in Covid-19 recovery plans.  And 2nd only to Finland in the best educational model.  Forget Look East policy. We need to Look South.  https://t.co/zQl0Ps5xtO",en,0.0,6.0,9,,
220,2021-06-26 04:08:19 India Standard Time,humanin_aceh,"Sahabat Inisiator, kenaikan kasus positif COVID-19 di Indonesia masih harus terus kita waspadai. Sebagai wujud peduli, relawan Human Initiative berusaha terus sedia membantu saudara kita yang membutuhkan pertolongan &amp; mengantar ke RS atau tempat isolasi terdekat.  https://t.co/G9p4JjzkSc",in,0.0,1.0,1,,
221,2021-06-26 03:57:56 India Standard Time,warm7earted,حسب تعداد ٢٠٢٠ عدد السكان العمانيون في شمال الباطنة ( ٥٤٩ الف نسمه ! ) وتعتبر اكبر محافظة يسكن فيها عمانيون  فكيف لمستشفى واحد وهو #مستشفى_صحار  ان يخدم  خُمس سكان السلطنة  نأمل من وزارة الصحة النظر في الأمر @OmaniMOH واتخاذ حلول عاجله للوضع الحرج. #انقذوا_مستشفى_صحار  #COVID19  https://t.co/qghsgVEUKh,ar,1.0,1.0,10,,
222,2021-06-26 03:56:54 India Standard Time,rightways19,"It's high time now guys! Heads Up &amp; take control on your career.  Let go of this Corona thing, boost yourself &amp; don’t let anything haunt your career.  #COVID19 #CovidVaccine #career #quotes #WTC21 #RadheShyam  https://t.co/Ixzv0XgtM1",en,0.0,0.0,1,,
223,2021-06-26 03:13:33 India Standard Time,pradeeepjourno,Third COVID-19 wave unlikely to be as severe as second: ICMR:  https://t.co/9Yhq24dvMK,en,0.0,0.0,0,,
224,2021-06-26 02:59:36 India Standard Time,nicholas_gomez,"@KKMPutrajaya @kkmm_gov @DGHisham @AzminAli @MITIMalaysia @PDRMsia please audit and investigate. What is MARii ""Medical Advisor"" deregistered Dr. Faizal Anwar's involvement?  #Covid #covid19  https://t.co/reA1pZUnsl",en,0.0,3.0,7,,
225,2021-06-26 02:58:14 India Standard Time,fathimatl,"Amidst the chaos, a word of appreciation, a word of gratitude lifts their spirit #CoronaWarriors  #frontlineworkers #COVID19  @OmaniMOH @PDO_OM  https://t.co/4GQ4BkNt1r",en,0.0,0.0,3,,
226,2021-06-26 02:33:38 India Standard Time,editorkumar,Nearly all Covid deaths in US are now among unvaccinated #COVID19,en,0.0,0.0,3,,
227,2021-06-26 01:18:21 India Standard Time,the_pattayanews, https://t.co/6TFWVpbGTA  One Thai senator has tested positive for Covid-19 following referendum meetings earlier this week in #Bangkok,en,0.0,0.0,1,,
228,2021-06-26 01:16:30 India Standard Time,mekotweet,"Over 1,859 #COVID19 positive cases reported in #SriLanka today #coronavirus #COVID19  #lka  https://t.co/mH6uSodCKO",en,0.0,0.0,0,,
229,2021-06-26 01:14:51 India Standard Time,vetrivel1996,"கடந்த இரண்டு வருடத்தில் உயர்ந்துள்ள கட்டுமான பொருட்களின் விலை ஏற்றதால் சிமெண்ட், கம்பி விலை ஒரு சதுர அடிக்கு 250 ரூபாய் முதல் 300 வரை அதிகம் செலவாகிறது என கட்டுமான நிறுவனங்கள் தெரிவிக்கின்றன.  #construction #realestate #COVID19    https://t.co/aM6oNH0BtJ",ta,0.0,1.0,2,,
230,2021-06-26 01:10:23 India Standard Time,_rodahidup,How many new COVID-19 cases are there in Singapore?  https://t.co/SqrOvOZ9kQ via @ChannelNewsAsia,en,0.0,0.0,0,,
231,2021-06-26 01:08:33 India Standard Time,sthirunilath,"@IndiaInBahrain @MEAIndia @IndianDiplomacy @SecySanjay @MOS_MEA Great initiative by  @PiyushIFS Ambassador of India to solve many issues during the pandemic COVID 19 period ,many of us can produce several cases in open house Thank you HE",en,0.0,1.0,2,,
0,2021-06-05 21:33:34 India Standard Time,harshvashishat,@adeshguptabjp @BJP4Delhi @ArvindKejriwal You say whatever but he managed all the media channel left or right supporters but no body dare to ask the aap spokesperson where is 36 oxygen plants neither they can ask remdesivir audit nor oxygen audit because everything is based in add,en,0.0,1.0,1,,
1,2021-06-05 19:18:36 India Standard Time,pironbhuiyan,"Dear all  We Green Corporation from Bangladesh, we are able to supply Amphotericin B liposomal injection and Remdesivir 100mg from Bangladesh,  Interested person can buy individual or commercial as their needs.  WhatsApp +8801711985508 #liposomalamphotericinb #Remdesivir #COVID19  https://t.co/Ts106vQw3O",en,2.0,2.0,1,,
2,2021-06-05 14:56:54 India Standard Time,pipalkoti,@news24tvchannel चिकित्सा विशेषज्ञ नहीं। सिर्फ यह पूछना कि क्या हवन का धुआं कोरोना मरीजों के लिए रेमडेसिविर या कृत्रिम ऑक्सीजन का अच्छा विकल्प हो सकता है।  Not a medical expert. Just asking can Hawan smoke  be a good substitute of Remdesivir or  artificial oxygen for Corona patients.,und,1.0,0.0,3,,
3,2021-06-04 23:48:32 India Standard Time,shreeraamaa,#PharmaLobby  3. This must have been planned by  #AntiIndian #PharmaCompanies to murder young entrepreneurs.  4. Many entrepreneurs are loosing their life in #ChinaMake 2nd wave  5. High steroid #Remdesivir has lot of side effect which has been banned except in India  ...contd  https://t.co/vYxZLCoRFy,en,1.0,1.0,0,,
4,2021-06-04 16:46:36 India Standard Time,niteshgupta001,"दिल्ली में #Oxygen, #Remdesivir एवं #Hospital 🛌 की कमी नहीं थी बल्कि दिल्ली के Health Minister @SatyendarJain जी एवं अन्य AAP MLAs ने कालाबाजारी के माध्यम से Create की थी ।  लोग मरते रहे... लेकिन ये लोग पैसा बनाते रहे , इनकी इन्सानियत खत्म हो चुकी है ।  https://t.co/1iQTjTDrxC",hi,0.0,0.0,0,,
5,2021-06-04 14:54:53 India Standard Time,nirbhay3012,@narendramodi प्रधानमंत्री जी मेरा विन्रम सुझाव है कि क्यों भारत सरकार WHO के निर्देश को अंधा पालन कर रही है? Plazma therapy Remdesivir Striod ये सब एक के बाद एक सब फैल हो गए है और who रोज नए तरीके बता रहा है। क्यों हम Dr. bishroop roy chaudhary के बताए नियम का पालन नही कर रहे?,hi,0.0,0.0,0,,
6,2021-06-04 12:29:15 India Standard Time,praveenskapoor,.@ArvindKejriwal जी  #Remdesivir घोटाले पर   @BJP4Delhi अध्यक्ष श्री @adeshguptabjp  के सवालों का जवाब दो ??  #BlackMarketKingKejriwal  @JournalistPsoni @AlokKNMishraTOI @PandaJay @Punitspeaks @HarishKhuranna @hdmalhotra @kuljeetschahal @AshokGoelBJP @ashishsood_bjp @abbas_nighat  https://t.co/QCfYTtVndo,hi,1.0,15.0,31,,
7,2021-06-04 12:19:39 India Standard Time,dharmindersuri,"लोग जि ए या मरे, दि ल्ली सरकार अपनेपसै ों का परूा जगु ाड़ रखती है। पहलेऑक्सीजन की सप्लाई कम कर दी ताकि ऑक्सीजन की कालाबाजारी सेपसै ा आए, फि र Remdesivir की कालाबाजारी करवाया और अब शराब की होम डि लीवरी। #BlackMarketKingKejriwal",hi,0.0,0.0,1,,
8,2021-06-04 10:47:46 India Standard Time,davenderjangra,"Fake Remdesivir, Rs 10-Lakh Hospital Bed: How Covid Patients Were Fleeced   https://t.co/V4d06oLcXF",en,0.0,0.0,2,,
9,2021-06-04 08:16:16 India Standard Time,pramodchturvedi,#Visakhapatnam: Drug control officer says DCGI gave permission to extend #Remdesivir injections expiry date upto 12 months  #AndhraPradesh   https://t.co/4og3lZQ6XO,en,0.0,0.0,0,,
10,2021-06-04 05:18:39 India Standard Time,loadof1,This not medical attention this is hunger games and the Remdesivir medication being given to any person below the 65year old age. Fuck all you all🖕🏿🖕🏿🖕🏿🖕🏿🖕🏿🖕🏿,en,0.0,0.0,0,,
11,2021-06-04 00:50:51 India Standard Time,ranveer__singh,"Difference in capabilities.  While India projected as a Super Power &amp; leaders eyeing Global Leadership couldn't even provide #HospitalBeds, #oxygen &amp; #Remdesivir.  At the same time.  US will donate 75% of its unused Vaccines to d world.  Which world are you living in Mr. ??",en,0.0,0.0,0,,
12,2021-06-03 23:40:13 India Standard Time,sheetalmadan2,"Why was it not made public initially? When WHO has removed Remedesevir inj from treatment protocol, why is it adminstered ? Visakhapatnam: Drug control officer says DCGI gave permission to extend Remdesivir injections expiry date upto 12 months  https://t.co/Kd73ZjzCLi",en,0.0,0.0,0,,
13,2021-06-03 18:35:00 India Standard Time,obaiahprof,"@drashwathcn @BSYBJP @BJP4Karnataka @PMOIndia @narendramodi @PIBBengaluru @ddchandanabng @airnews_bang @OfficeofAshwath @DVSadanandGowda Nice @drashwathcn in taking stock of drugs procurement and distribution with the authorities, specially #Remdesivir and black fungus status, and @drashwathcn Opined to be ready for any eventualities due to 3rd wave in anticipation.All the best @drashwathcn Sir.",en,0.0,1.0,0,,
14,2021-06-03 17:45:12 India Standard Time,jaideepstoi,"#remdesivir @DHFWKA instructs all pharma distributors to procure Remdesivir 💉 directly from pharma companies as per rules, stops it's procurement through KPME portal, hospitals/people to buy it from distributors as per price control rate. @mla_sudhakar @KarnatakaVarthe @PTI_News  https://t.co/iuCbJKk0cQ",en,0.0,1.0,0,,
15,2021-06-03 15:40:32 India Standard Time,sujay365,Hmm sad ...  Ps - who was that guy from Mumbai who got ready supplies for remdesivir &amp; who was that from Delhi who had all drugs + oxygen cylinders ... My memory is little poor na - am a common man na.,en,0.0,0.0,0,,
16,2021-06-03 15:23:10 India Standard Time,manojtjha,@rajeshtope11 Sir why not proceed against @BJP4Maharashtra leaders @Dev_Fadnavis for similar offence he was committing in arranging  #remdesivir from Gujarat firm? @OfficeofUT @Dwalsepatil @AslamShaikh_MLA  https://t.co/xA2FxyikNq,en,0.0,1.0,0,,
17,2021-06-03 13:07:51 India Standard Time,abhifour,"@TweetinderKaul Steroids being openly sold/donated online and there’s no one stopping them. In that hysteria I asked my doctor would I need remdesivir for treatment of COVID, he shouted at me saying no. Felt that he was asked this question many times",en,0.0,0.0,2,,
18,2021-06-02 23:31:41 India Standard Time,setiyar,"Supply of critical medical equipment has been scaled up by the Modi government since the outbreak of the pandemic.  Production of Remdesivir has been increased to 1.2 crore by May 2021. Supply of PPE Kits, N-95 masks and ventilators has also been increased.  #IndiaFightsCorona  https://t.co/5MrzCaVqWm",en,0.0,0.0,0,,
19,2021-06-02 17:22:06 India Standard Time,sivaramanrajag,@amitmalviya @ImDeepakY Oxygen Audit. Vaccine Audit. Remdesivir Audit. We are born for audit as we do in Invigilance...,en,0.0,0.0,1,,
20,2021-06-02 11:59:08 India Standard Time,suraj_suresh16,"After #Remdesivir vials being stolen from hospitals and being sold in black market, now it's mucormycosis' turn. 10 Amphotericin B vials stolen from Victoria hospital, #Bengaluru which is treating #mucormycosis patients. FIR registered against unknown persons.",en,0.0,7.0,2,,
21,2021-06-02 06:32:51 India Standard Time,dailyworldnew, https://t.co/yjNLN6ZCJ6  खुले में घूम रहे इस बाघ के जोड़े को देखकर सड़क पर मौजूद लोग हैरान रह गए.   #Tiger #Chandrapur #Remdesivir,hi,0.0,1.0,0,,
22,2021-06-01 19:26:58 India Standard Time,drradhikabatra,"Liposomal AmphB is the new Remdesivir &amp; ECMO beds are the new Tocilizumab… the crisis hasn’t abated, just evolved… miles to go before our #covidtaskforce2021 sleeps! @EveryInfMatters @drharshrai @saurabhkchy @aditi_malhotra_ @IamAbhiMishraa @shivam4720",en,0.0,9.0,9,,
23,2021-06-01 17:27:17 India Standard Time,nitinsi16996363,@drharshvardhan sir plz we need to ur help Remdesivir injection in Haridwar Ramakrishna mission sewashrama Mr sukhdev singh plz help sir 🙏,en,0.0,0.0,0,,
24,2021-06-01 15:41:52 India Standard Time,sandeshayodhya,@ANI Jyotis vidya ka gyan p**ne wale AIIMS me admit hote hain. Ramdev Shivir kab kaam aayega. Phil haal Remdesivir lijiye.,hi,1.0,0.0,0,,
25,2021-06-01 15:19:01 India Standard Time,mukeshpatani,@ArvindKejriwal @msisodia @RahulGandhi @AmitShah @drharshvardhan @yogrishiramdev @ZeeNews @republic #remdesivir demand is finished! WHO has removed it from the list of medicines for treatment of corona! अब ये लोग कहा जाके छाती कूटेंगे?,en,0.0,0.0,0,,
26,2021-06-01 10:51:25 India Standard Time,mohitgupta1962,"10 days on . Eight days in hospital . A course of remdesivir, steroids and constant insulin doses , Savita Sharma is back home. God is great . Showing victory sign on discharge.  https://t.co/XODMYcJA5E",en,0.0,0.0,0,,
27,2021-06-01 10:14:06 India Standard Time,keethu1696,Remdesivir is not a miracle DRUG 🦠🧫  All Drugs are not made in HEAVEN 😎  Drugs are made from the HERBS 🌱🌵🪴🌿🌴 @ Kadiyam  https://t.co/fMA5Ls4exL,en,0.0,0.0,0,,
